SYMBOL	ENTREZID	Ctrl_NIH1.Veh.R1	Ctrl_NIH1.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
INPP4A	3631	13.9703	11.2627	cerebral-cortex	glial-cells	Low	Approved
INPP4B	8821	10.3607	3.78776	cerebral-cortex	glial-cells	Low	Approved
INPP5A	3632	9.0113	8.90939	cerebral-cortex	glial-cells	Low	Enhanced
INPP5B	3633	7.0423	6.53721	NA	NA	NA	NA
INPP5D	3635	0.451489	0.847305	cerebral-cortex	glial-cells	Low	Enhanced
INPP5E	56623	9.95111	9.6004	NA	NA	NA	NA
INPP5F	22876	28.6023	19.5178	NA	NA	NA	NA
INPP5J	27124	1.73472	3.37326	NA	NA	NA	NA
INPP5K	51763	8.36306	9.32176	NA	NA	NA	NA
INPPL1	3636	113.264	79.9301	cerebral-cortex	glial-cells	Low	Approved
INSIG1	3638	47.6759	41.0465	NA	NA	NA	NA
INSIG2	51141	13.4299	16.2233	NA	NA	NA	NA
INSM1	3642	5.08101	3.77798	NA	NA	NA	NA
INSR	3643	3.17842	2.26737	NA	NA	NA	NA
INTS1	26173	25.11	22.4614	cerebral-cortex	glial-cells	Low	Approved
INTS10	55174	28.2855	30.9248	NA	NA	NA	NA
INTS12	57117	19.5409	19.899	cerebral-cortex	glial-cells	Medium	Approved
INTS2	57508	6.44966	6.33261	NA	NA	NA	NA
INTS3	65123	6.98281	1.54374	NA	NA	NA	NA
INTS4	92105	19.47	18.4314	NA	NA	NA	NA
INTS5	80789	7.94717	8.1666	NA	NA	NA	NA
INTS6	26512	21.3787	18.1474	cerebral-cortex	glial-cells	Low	Supported
INTS6-AS1	100507398	3.48779	2.8635	NA	NA	NA	NA
INTS6P1	285634	0.311538	0.399631	NA	NA	NA	NA
INTS7	25896	12.1057	10.5228	NA	NA	NA	NA
INTS8	55656	22.9662	24.7147	cerebral-cortex	glial-cells	Medium	Approved
INTS9	55756	6.93636	9.08018	NA	NA	NA	NA
INTU	27152	8.4045	5.52336	NA	NA	NA	NA
INVS	27130	6.12413	3.92885	NA	NA	NA	NA
IP6K1	9807	24.2507	23.8218	cerebral-cortex	glial-cells	Medium	Approved
IP6K2	51447	90.3892	110.597	cerebral-cortex	glial-cells	Medium	Approved
IPCEF1	26034	0.399814	0.117529	NA	NA	NA	NA
IPMK	253430	3.15632	2.72601	NA	NA	NA	NA
IPO11	51194	14.1585	13.4445	cerebral-cortex	glial-cells	Medium	Approved
IPO13	9670	16.1565	16.1561	NA	NA	NA	NA
IPO4	79711	11.1038	9.80115	NA	NA	NA	NA
IPO5	3843	91.1632	66.5411	NA	NA	NA	NA
IPO7	10527	51.1944	40.0008	cerebral-cortex	glial-cells	Low	Approved
IPO7P2	100128337	0.847508	0.547934	NA	NA	NA	NA
IPO8	10526	20.5463	18.3881	NA	NA	NA	NA
IPO8P1	100418819	0.234078	0.0974584	NA	NA	NA	NA
IPO9	55705	37.4791	31.5804	NA	NA	NA	NA
IPO9-AS1	100873949	1.27673	0.666845	NA	NA	NA	NA
IPP	3652	7.77664	12.7099	NA	NA	NA	NA
IPPK	64768	7.0998	6.54816	NA	NA	NA	NA
IQCA1	79781	0.231852	0.0906891	NA	NA	NA	NA
IQCB1	9657	20.0513	18.0276	NA	NA	NA	NA
IQCC	55721	4.6674	4.56497	NA	NA	NA	NA
IQCD	115811	0.868437	1.43548	NA	NA	NA	NA
IQCE	23288	6.95538	7.11549	cerebral-cortex	glial-cells	Low	Approved
IQCG	84223	8.78423	12.9447	NA	NA	NA	NA
IQCH	64799	2.4335	1.57631	NA	NA	NA	NA
IQCH-AS1	100506686	0.499533	0.609812	NA	NA	NA	NA
IQCJ-SCHIP1	100505385	10.1967	21.0921	NA	NA	NA	NA
IQCK	124152	14.0209	15.1196	NA	NA	NA	NA
IQGAP1	8826	43.0371	42.396	NA	NA	NA	NA
IQGAP2	10788	27.6577	28.627	NA	NA	NA	NA
IQGAP3	128239	11.9349	7.29928	NA	NA	NA	NA
IQSEC1	9922	25.7926	20.0715	NA	NA	NA	NA
IQUB	154865	0.286727	0.43296	NA	NA	NA	NA
IRAK1	3654	2.61541	0.100811	cerebral-cortex	glial-cells	Medium	Supported
IRAK1BP1	134728	3.79861	3.00198	NA	NA	NA	NA
IRAK2	3656	0.345783	0.493555	NA	NA	NA	NA
IRAK4	51135	5.18508	7.05703	NA	NA	NA	NA
IREB2	3658	30.9965	19.8102	NA	NA	NA	NA
IRF1	3659	3.61393	4.99983	NA	NA	NA	NA
IRF2	3660	12.594	14.359	cerebral-cortex	glial-cells	Medium	Supported
IRF2BP1	26145	13.5059	13.1033	cerebral-cortex	glial-cells	Medium	Approved
IRF2BP2	359948	19.8005	24.396	cerebral-cortex	glial-cells	Medium	Approved
IRF2BPL	64207	84.6812	72.6909	cerebral-cortex	glial-cells	Medium	Approved
IRF3	3661	28.32	35.8015	cerebral-cortex	glial-cells	Low	Approved
IRF5	3663	0.158536	0.0317572	NA	NA	NA	NA
IRF7	3665	6.31894	6.74051	cerebral-cortex	glial-cells	High	Approved
IRF9	10379	14.4512	23.8577	NA	NA	NA	NA
IRGQ	126298	9.1303	12.677	NA	NA	NA	NA
IRS1	3667	22.8207	11.4309	NA	NA	NA	NA
IRS2	8660	5.35927	5.7032	NA	NA	NA	NA
IRX1	79192	12.0247	15.3947	NA	NA	NA	NA
IRX2	153572	85.0169	81.6022	NA	NA	NA	NA
IRX3	79191	11.5137	10.5872	NA	NA	NA	NA
IRX5	10265	36.6377	27.7565	NA	NA	NA	NA
IRX6	79190	2.72873	2.13019	NA	NA	NA	NA
ISCA1	81689	25.1186	27.3264	NA	NA	NA	NA
ISCA1P1	389293	5.78899	6.0452	NA	NA	NA	NA
ISCA2	122961	22.3515	23.8362	cerebral-cortex	glial-cells	Medium	Approved
ISCU	23479	53.0968	85.9968	cerebral-cortex	glial-cells	Low	Approved
ISG15	9636	5.09361	9.91012	NA	NA	NA	NA
ISG20	3669	0.92427	0.829813	NA	NA	NA	NA
ISG20L2	81875	18.8271	16.3789	cerebral-cortex	glial-cells	Medium	Approved
ISL2	64843	0	0.0240645	NA	NA	NA	NA
ISLR	3671	1.25021	2.51709	NA	NA	NA	NA
ISLR2	57611	1.2137	2.24109	NA	NA	NA	NA
ISOC1	51015	13.4996	13.997	NA	NA	NA	NA
ISOC2	79763	11.3768	20.0418	cerebral-cortex	glial-cells	Medium	Enhanced
IST1	9798	134.572	140.627	cerebral-cortex	glial-cells	Medium	Approved
ISY1	57461	20.5557	26.4113	cerebral-cortex	glial-cells	High	Supported
ISY1-RAB43	100534599	0.986805	2.56958	cerebral-cortex	glial-cells	High	Approved
ISYNA1	51477	58.9317	52.8511	NA	NA	NA	NA
ITCH	83737	17.3204	14.7473	cerebral-cortex	glial-cells	Low	Supported
ITFG1	81533	45.5213	56.0991	cerebral-cortex	glial-cells	Low	Approved
ITFG2	55846	17.4114	21.8715	NA	NA	NA	NA
ITGA1	3672	1.15241	0.619125	NA	NA	NA	NA
ITGA11	22801	0.49216	1.13337	NA	NA	NA	NA
ITGA2	3673	0.0889262	0.206175	NA	NA	NA	NA
ITGA2B	3674	1.16805	1.03705	NA	NA	NA	NA
ITGA3	3675	2.89957	9.52928	NA	NA	NA	NA
ITGA4	3676	1.83788	1.47321	NA	NA	NA	NA
ITGA5	3678	8.92924	11.2108	NA	NA	NA	NA
ITGA6	3655	17.1556	14.5078	NA	NA	NA	NA
ITGA7	3679	75.5984	48.8862	NA	NA	NA	NA
ITGA8	8516	0.0624134	0.235002	NA	NA	NA	NA
ITGA9	3680	0.391154	0.585795	NA	NA	NA	NA
ITGAE	3682	30.3791	44.8486	NA	NA	NA	NA
ITGAV	3685	22.2585	23.0643	cerebral-cortex	glial-cells	Low	Supported
ITGB1	3688	307.773	204.307	NA	NA	NA	NA
ITGB1BP1	9270	44.2931	59.6146	NA	NA	NA	NA
ITGB1BP2	26548	1.41007	0.817267	NA	NA	NA	NA
ITGB1P1	100422691	72.375	54.1075	NA	NA	NA	NA
ITGB2	3689	0	0	cerebral-cortex	glial-cells	Low	Enhanced
ITGB3BP	23421	17.9599	21.1621	cerebral-cortex	glial-cells	Low	Approved
ITGB4	3691	0.282464	2.63401	NA	NA	NA	NA
ITGB5	3693	133.924	94.0249	cerebral-cortex	glial-cells	Low	Approved
ITGB5-AS1	100873992	0.169816	0.152633	NA	NA	NA	NA
ITGB7	3695	0.586545	0.27755	NA	NA	NA	NA
ITGB8	3696	9.44413	8.16032	cerebral-cortex	glial-cells	Medium	Enhanced
ITGBL1	9358	0.0351622	0.0314047	NA	NA	NA	NA
ITIH3	3699	0.29494	0	NA	NA	NA	NA
ITIH4	3700	2.12921	1.97835	NA	NA	NA	NA
ITIH5	80760	0	0.0372953	cerebral-cortex	glial-cells	Medium	Approved
ITM2A	9452	2.14912	0.705474	NA	NA	NA	NA
ITM2B	9445	126.583	138.109	cerebral-cortex	glial-cells	Medium	Approved
ITM2BP1	100420308	0.386354	0.346176	NA	NA	NA	NA
ITM2C	81618	209.053	189.373	NA	NA	NA	NA
ITPA	3704	35.5244	48.5171	cerebral-cortex	glial-cells	Low	Approved
ITPK1	3705	16.4825	19.8565	NA	NA	NA	NA
ITPKA	3706	0.558887	0.525198	cerebral-cortex	glial-cells	Low	Enhanced
ITPKB	3707	20.0991	13.1262	cerebral-cortex	glial-cells	Medium	Enhanced
ITPKC	80271	4.47637	4.75651	cerebral-cortex	glial-cells	Medium	Approved
ITPR1	3708	1.45088	1.00535	NA	NA	NA	NA
ITPR2	3709	4.61815	0.95954	NA	NA	NA	NA
ITPR3	3710	6.6686	2.0007	cerebral-cortex	glial-cells	Low	Approved
ITPRIP	85450	13.3969	12.0911	NA	NA	NA	NA
ITPRIPL1	150771	1.0273	1.14294	NA	NA	NA	NA
ITPRIPL2	162073	5.22695	4.68175	NA	NA	NA	NA
ITSN1	6453	44.215	29.4149	NA	NA	NA	NA
ITSN2	50618	5.41236	5.70369	cerebral-cortex	glial-cells	High	Approved
IVD	3712	36.7933	29.1258	cerebral-cortex	glial-cells	Medium	Enhanced
IVNS1ABP	10625	58.5207	54.4375	cerebral-cortex	glial-cells	Low	Approved
IWS1	55677	35.7914	31.0957	cerebral-cortex	glial-cells	Low	Supported
IZUMO4	113177	4.84736	7.08179	NA	NA	NA	NA
JADE1	79960	12.2139	9.40606	cerebral-cortex	glial-cells	Medium	Approved
JADE2	23338	1.91202	2.35698	NA	NA	NA	NA
JAG2	3714	4.78177	2.60198	cerebral-cortex	glial-cells	Low	Approved
JAGN1	84522	18.5952	24.1601	NA	NA	NA	NA
JAK1	3716	19.9364	19.6331	cerebral-cortex	glial-cells	Low	Approved
JAK2	3717	5.09167	4.20365	NA	NA	NA	NA
JAK3	3718	0.143731	0.244036	NA	NA	NA	NA
JAKMIP2	9832	16.8436	14.6209	NA	NA	NA	NA
JAKMIP3	282973	1.21617	2.06028	NA	NA	NA	NA
JAM2	58494	26.3885	25.7185	NA	NA	NA	NA
JAM3	83700	60.9967	53.0138	NA	NA	NA	NA
JARID2	3720	26.2827	16.1141	cerebral-cortex	glial-cells	Medium	Approved
JAZF1	221895	4.35127	6.21403	cerebral-cortex	glial-cells	Low	Approved
JDP2	122953	2.76929	2.23234	cerebral-cortex	glial-cells	High	Supported
JKAMP	51528	41.9528	43.6847	cerebral-cortex	glial-cells	Low	Supported
JMJD1C	221037	30.5631	38.8569	cerebral-cortex	glial-cells	Low	Approved
JMJD1C-AS1	84989	0.829503	1.02301	NA	NA	NA	NA
JMJD4	65094	7.90265	8.87904	NA	NA	NA	NA
JMJD6	23210	12.7123	15.8984	cerebral-cortex	glial-cells	High	Supported
JMJD7	100137047	4.52908	5.22246	NA	NA	NA	NA
JMJD7-PLA2G4B	8681	4.3109	3.24794	NA	NA	NA	NA
JMJD8	339123	19.6515	20.8142	NA	NA	NA	NA
JMY	133746	3.25011	3.26034	NA	NA	NA	NA
JOSD1	9929	22.2908	20.4006	NA	NA	NA	NA
JOSD2	126119	10.4939	17.3948	NA	NA	NA	NA
JPH1	56704	1.27789	0.717704	NA	NA	NA	NA
JPH3	57338	0.637096	0.854596	NA	NA	NA	NA
JPH4	84502	7.96178	9.78525	NA	NA	NA	NA
JPX	554203	21.7385	21.5973	NA	NA	NA	NA
JRKL	8690	7.31937	8.42166	NA	NA	NA	NA
JSRP1	126306	0.577035	0.525211	NA	NA	NA	NA
JTB	10899	29.4598	47.2964	cerebral-cortex	glial-cells	Medium	Approved
JUN	3725	36.3981	37.8578	NA	NA	NA	NA
JUNB	3726	5.23562	7.11279	NA	NA	NA	NA
JUND	3727	37.9907	63.7037	cerebral-cortex	glial-cells	Medium	Supported
KALRN	8997	15.6083	11.2522	NA	NA	NA	NA
KANK1	23189	1.97741	2.07804	cerebral-cortex	glial-cells	High	Approved
KANK2	25959	27.9164	20.1509	cerebral-cortex	glial-cells	Low	Approved
KANK3	256949	0.123584	0.638804	NA	NA	NA	NA
KANK4	163782	0	0	NA	NA	NA	NA
KANSL1	284058	6.04126	4.81698	NA	NA	NA	NA
KANSL1-AS1	644246	0.280465	0.0861664	NA	NA	NA	NA
KANSL1L	151050	11.7483	10.4928	NA	NA	NA	NA
KANSL2	54934	25.3272	33.1705	NA	NA	NA	NA
KANSL3	55683	23.9166	22.9431	cerebral-cortex	glial-cells	Medium	Approved
KAT2A	2648	1.20353	0.230938	NA	NA	NA	NA
KAT2B	8850	10.9887	11.7307	cerebral-cortex	glial-cells	Medium	Supported
KAT5	10524	33.133	30.9898	cerebral-cortex	glial-cells	Medium	Approved
KAT6A	7994	22.467	12.0784	cerebral-cortex	glial-cells	Medium	Supported
KAT6B	23522	13.0577	8.61376	cerebral-cortex	glial-cells	High	Supported
KAT7	11143	58.1107	39.7407	cerebral-cortex	glial-cells	Low	Approved
KAT8	84148	36.635	35.6105	NA	NA	NA	NA
KATNA1	11104	14.8401	15.572	cerebral-cortex	glial-cells	Low	Approved
KATNAL1	84056	11.155	8.79586	NA	NA	NA	NA
KATNAL2	83473	1.85547	2.1521	cerebral-cortex	glial-cells	Low	Approved
KATNB1	10300	6.6244	5.02854	cerebral-cortex	glial-cells	Low	Enhanced
KATNBL1	79768	41.2127	37.219	NA	NA	NA	NA
KATNBL1P6	729176	2.01592	1.23425	NA	NA	NA	NA
KAZALD1	81621	1.39142	1.94881	NA	NA	NA	NA
KAZN	23254	24.4765	21.6819	NA	NA	NA	NA
KBTBD11	9920	8.13485	6.69402	NA	NA	NA	NA
KBTBD11-OT1	104266957	0.438851	0.58909	NA	NA	NA	NA
KBTBD2	25948	31.0674	27.1278	NA	NA	NA	NA
KBTBD3	143879	1.87708	3.46442	NA	NA	NA	NA
KBTBD6	89890	9.44807	9.38719	NA	NA	NA	NA
KBTBD7	84078	6.49366	7.04312	NA	NA	NA	NA
KBTBD8	84541	1.50727	1.7361	NA	NA	NA	NA
KCMF1	56888	25.2872	17.8196	NA	NA	NA	NA
KCNA1	3736	0.482199	0.936889	NA	NA	NA	NA
KCNA2	3737	10.6969	4.11203	NA	NA	NA	NA
KCNA3	3738	0.533994	0.347635	cerebral-cortex	glial-cells	Medium	Approved
KCNA4	3739	0.102928	0.346096	NA	NA	NA	NA
KCNA6	3742	0.443814	0.379928	NA	NA	NA	NA
KCNAB1	7881	0.279644	0.601038	NA	NA	NA	NA
KCNAB2	8514	2.65221	3.59961	NA	NA	NA	NA
KCNAB3	9196	4.58636	2.64031	NA	NA	NA	NA
KCNB1	3745	0.191287	0.226249	NA	NA	NA	NA
KCNB2	9312	0.107418	0.0119782	NA	NA	NA	NA
KCNC1	3746	0.931473	0.598554	NA	NA	NA	NA
KCNC3	3748	0.919003	1.28816	NA	NA	NA	NA
KCNC4	3749	0.59174	0.633818	NA	NA	NA	NA
KCND2	3751	1.13213	0.726707	NA	NA	NA	NA
KCND3	3752	23.9104	14.8943	NA	NA	NA	NA
KCNE1	3753	0.19164	0.0356675	NA	NA	NA	NA
KCNE2	9992	0.530279	0.947445	NA	NA	NA	NA
KCNE4	23704	0.0164501	0.115626	NA	NA	NA	NA
KCNF1	3754	2.10685	2.6169	NA	NA	NA	NA
KCNG1	3755	2.56829	8.54446	cerebral-cortex	glial-cells	Medium	Approved
KCNG2	26251	0.13532	0.060423	NA	NA	NA	NA
KCNH1	3756	0.125673	0.18143	NA	NA	NA	NA
KCNH2	3757	1.16236	1.16529	NA	NA	NA	NA
KCNH3	23416	0.173412	0.220969	NA	NA	NA	NA
KCNH7	90134	0.223512	0.126047	NA	NA	NA	NA
KCNH8	131096	1.72877	1.78797	cerebral-cortex	glial-cells	Medium	Approved
KCNIP1	30820	8.34594	5.17195	NA	NA	NA	NA
KCNIP2	30819	6.00068	5.21388	NA	NA	NA	NA
KCNIP2-AS1	100289509	0.207759	0.30978	NA	NA	NA	NA
KCNIP3	30818	0.643701	0.401839	NA	NA	NA	NA
KCNIP4	80333	0.676195	0.931374	NA	NA	NA	NA
KCNJ10	3766	5.6927	8.89312	cerebral-cortex	glial-cells	Medium	Enhanced
KCNJ11	3767	0.212719	0.312971	NA	NA	NA	NA
KCNJ13	3769	0.267938	0.165256	NA	NA	NA	NA
KCNJ14	3770	0.509503	0.360636	NA	NA	NA	NA
KCNJ16	3773	0.106818	0.119163	cerebral-cortex	glial-cells	Low	Approved
KCNJ2	3759	11.155	7.95607	cerebral-cortex	glial-cells	Low	Approved
KCNJ2-AS1	400617	2.44932	1.49863	NA	NA	NA	NA
KCNJ3	3760	0.0979171	0.0903304	NA	NA	NA	NA
KCNJ4	3761	1.0209	1.49705	NA	NA	NA	NA
KCNJ5	3762	0.22171	0.289538	NA	NA	NA	NA
KCNJ6	3763	4.36683	3.29897	NA	NA	NA	NA
KCNJ8	3764	3.92232	5.39967	NA	NA	NA	NA
KCNJ9	3765	0.148748	0.224537	NA	NA	NA	NA
KCNK1	3775	0.554919	0.774461	cerebral-cortex	glial-cells	Low	Approved
KCNK10	54207	0.209179	0.318765	NA	NA	NA	NA
KCNK12	56660	1.33868	0.262299	NA	NA	NA	NA
KCNK2	3776	3.95455	3.86766	NA	NA	NA	NA
KCNK3	3777	0.0533663	0.115581	NA	NA	NA	NA
KCNK5	8645	1.1239	0.911429	NA	NA	NA	NA
KCNK6	9424	0	0.0328378	NA	NA	NA	NA
KCNK7	10089	0.252344	0.14562	NA	NA	NA	NA
KCNK9	51305	0.0397442	0.173049	NA	NA	NA	NA
KCNMA1	3778	0.515023	1.16538	NA	NA	NA	NA
KCNMB1	3779	0.0791352	0.075177	NA	NA	NA	NA
KCNMB2	10242	0.994028	0.288696	NA	NA	NA	NA
KCNMB3	27094	1.12772	1.51111	NA	NA	NA	NA
KCNMB4	27345	4.6328	3.53283	cerebral-cortex	glial-cells	Medium	Enhanced
KCNN1	3780	1.40546	1.79799	NA	NA	NA	NA
KCNN2	3781	0.41126	0.803277	NA	NA	NA	NA
KCNN3	3782	2.30005	2.15197	NA	NA	NA	NA
KCNN4	3783	1.5384	4.22106	NA	NA	NA	NA
KCNQ1	3784	0.0594705	0.144604	NA	NA	NA	NA
KCNQ1OT1	10984	0.524355	0.526875	NA	NA	NA	NA
KCNQ2	3785	86.113	73.9001	cerebral-cortex	glial-cells	Medium	Enhanced
KCNQ3	3786	0.440989	0.349913	NA	NA	NA	NA
KCNQ4	9132	0.174109	0.168343	NA	NA	NA	NA
KCNQ5	56479	1.81748	0.516638	NA	NA	NA	NA
KCNRG	283518	1.69048	0.916965	NA	NA	NA	NA
KCNS3	3790	0.531578	0.664168	cerebral-cortex	glial-cells	Low	Approved
KCNT2	343450	4.50767	3.29281	NA	NA	NA	NA
KCNV2	169522	0.114165	0.142644	NA	NA	NA	NA
KCP	375616	0.103872	0.0446997	NA	NA	NA	NA
KCTD1	284252	22.8197	32.3551	NA	NA	NA	NA
KCTD10	83892	82.9802	52.4248	NA	NA	NA	NA
KCTD11	147040	4.60142	5.58272	cerebral-cortex	glial-cells	Low	Approved
KCTD12	115207	15.9094	8.75545	NA	NA	NA	NA
KCTD13	253980	9.30883	9.49192	cerebral-cortex	glial-cells	Low	Enhanced
KCTD14	65987	0.546754	1.03059	NA	NA	NA	NA
KCTD15	79047	20.8686	14.3685	NA	NA	NA	NA
KCTD16	57528	0.774453	0.439749	cerebral-cortex	glial-cells	Low	Approved
KCTD17	79734	22.4433	31.4287	NA	NA	NA	NA
KCTD18	130535	4.7355	6.28716	NA	NA	NA	NA
KCTD2	23510	20.5383	18.0309	NA	NA	NA	NA
KCTD20	222658	35.2238	30.2281	cerebral-cortex	glial-cells	Low	Approved
KCTD21	283219	6.32174	6.19995	NA	NA	NA	NA
KCTD21-AS1	100289388	5.94595	5.75955	NA	NA	NA	NA
KCTD3	51133	29.4208	26.4382	cerebral-cortex	glial-cells	Low	Approved
KCTD4	386618	0.118359	0.08452	NA	NA	NA	NA
KCTD5	54442	17.0935	20.8245	NA	NA	NA	NA
KCTD6	200845	12.5753	14.7018	NA	NA	NA	NA
KCTD7	154881	13.1306	11.9863	NA	NA	NA	NA
KCTD8	386617	0.798318	0.55972	NA	NA	NA	NA
KCTD9	54793	13.2886	9.025	NA	NA	NA	NA
KCTD9P2	643535	0.332908	0.496067	NA	NA	NA	NA
KDELR1	10945	100.667	129.978	cerebral-cortex	glial-cells	Medium	Approved
KDELR2	11014	78.1168	81.7273	cerebral-cortex	glial-cells	Medium	Approved
KDELR3	11015	3.11134	6.28246	NA	NA	NA	NA
KDM1A	23028	76.0688	78.1931	cerebral-cortex	glial-cells	Medium	Supported
KDM1B	221656	7.11918	6.078	NA	NA	NA	NA
KDM2A	22992	24.0497	19.0295	cerebral-cortex	glial-cells	Medium	Supported
KDM2B	84678	1.87371	1.08181	NA	NA	NA	NA
KDM3A	55818	23.8452	19.2701	NA	NA	NA	NA
KDM3B	51780	54.9	43.5263	cerebral-cortex	glial-cells	High	Supported
KDM4A	9682	36.8813	27.9138	NA	NA	NA	NA
KDM4A-AS1	100132774	1.38714	1.86518	NA	NA	NA	NA
KDM4B	23030	15.0924	11.3712	NA	NA	NA	NA
KDM4C	23081	3.89125	5.89342	NA	NA	NA	NA
KDM5A	5927	12.9156	10.0762	NA	NA	NA	NA
KDM5B	10765	42.3816	36.5129	NA	NA	NA	NA
KDM5D	8284	21.4767	18.7865	NA	NA	NA	NA
KDM6A	7403	11.8553	10.9082	NA	NA	NA	NA
KDM6B	23135	12.8856	9.00018	cerebral-cortex	glial-cells	Medium	Supported
KDM7A	80853	3.02981	2.33372	NA	NA	NA	NA
KDM8	79831	4.01982	3.74493	NA	NA	NA	NA
KDR	3791	5.13302	5.18334	NA	NA	NA	NA
KDSR	2531	9.53578	10.2962	cerebral-cortex	glial-cells	Medium	Approved
KEAP1	9817	26.2633	36.859	cerebral-cortex	glial-cells	High	Approved
KHDC1	80759	1.04446	0.888855	NA	NA	NA	NA
KHDC1L	100129128	0.121552	0.276703	NA	NA	NA	NA
KHDRBS1	10657	157.211	127.395	cerebral-cortex	glial-cells	High	Supported
KHDRBS2	202559	8.99203	7.67022	cerebral-cortex	glial-cells	High	Supported
KHDRBS3	10656	17.7215	24.3373	NA	NA	NA	NA
KHK	3795	2.62802	3.48568	NA	NA	NA	NA
KHNYN	23351	24.3773	20.8202	NA	NA	NA	NA
KHSRP	8570	175.341	107.632	cerebral-cortex	glial-cells	High	Supported
KIAA0040	9674	0.277327	0.802136	cerebral-cortex	glial-cells	Low	Approved
KIAA0100	9703	50.0408	30.9299	NA	NA	NA	NA
KIAA0232	9778	18.2294	13.9174	cerebral-cortex	glial-cells	Medium	Approved
KIAA0319	9856	0.212412	0.202023	NA	NA	NA	NA
KIAA0319L	79932	39.0433	30.613	NA	NA	NA	NA
KIAA0355	9710	6.08031	6.28015	NA	NA	NA	NA
KIAA0408	9729	22.656	18.5885	NA	NA	NA	NA
KIAA0513	9764	7.9601	5.84596	cerebral-cortex	glial-cells	Low	Enhanced
KIAA0556	23247	5.95443	5.78216	cerebral-cortex	glial-cells	Low	Enhanced
KIAA0586	9786	9.00886	10.5321	NA	NA	NA	NA
KIAA0753	9851	15.2143	10.7622	cerebral-cortex	glial-cells	Low	Enhanced
KIAA0754	643314	12.0755	3.38018	NA	NA	NA	NA
KIAA0825	285600	0.768219	0.79435	NA	NA	NA	NA
KIAA0895	23366	2.69257	4.37286	NA	NA	NA	NA
KIAA0895L	653319	51.7686	41.1239	NA	NA	NA	NA
KIAA0930	23313	10.0971	9.91948	NA	NA	NA	NA
KIAA1107	23285	1.50155	1.52565	NA	NA	NA	NA
KIAA1109	84162	22.8418	17.985	NA	NA	NA	NA
KIAA1143	57456	14.8207	11.2935	NA	NA	NA	NA
KIAA1191	57179	61.2279	67.8777	NA	NA	NA	NA
KIAA1211L	343990	0.526852	0.471026	cerebral-cortex	glial-cells	Medium	Enhanced
KIAA1217	56243	4.72995	2.45342	NA	NA	NA	NA
KIAA1257	57501	3.05839	3.19206	NA	NA	NA	NA
KIAA1324	57535	0.174887	0.515433	NA	NA	NA	NA
KIAA1324L	222223	14.8266	11.1068	NA	NA	NA	NA
KIAA1328	57536	4.31813	3.76261	NA	NA	NA	NA
KIAA1522	57648	2.11324	2.07867	cerebral-cortex	glial-cells	Low	Approved
KIAA1549	57670	9.37402	6.36888	NA	NA	NA	NA
KIAA1549L	25758	2.83051	3.07219	NA	NA	NA	NA
KIAA1586	57691	11.1171	8.47454	NA	NA	NA	NA
KIAA1614	57710	1.76858	1.00762	cerebral-cortex	glial-cells	Low	Approved
KIAA1671	85379	3.10028	3.59654	NA	NA	NA	NA
KIAA1755	85449	1.01426	0.666178	NA	NA	NA	NA
KIAA1841	84542	36.1461	34.7369	cerebral-cortex	glial-cells	Medium	Approved
KIAA1958	158405	10.4397	5.97997	cerebral-cortex	glial-cells	Low	Approved
KIAA2013	90231	14.5373	14.8448	NA	NA	NA	NA
KIAA2026	158358	14.8688	10.0784	NA	NA	NA	NA
KIDINS220	57498	44.648	33.7446	NA	NA	NA	NA
KIF11	3832	40.7357	27.2232	NA	NA	NA	NA
KIF12	113220	0.403468	0.201803	NA	NA	NA	NA
KIF13A	63971	11.82	11.0498	NA	NA	NA	NA
KIF13B	23303	2.59976	2.23367	NA	NA	NA	NA
KIF14	9928	9.94187	6.7968	NA	NA	NA	NA
KIF15	56992	21.5496	15.2351	cerebral-cortex	glial-cells	Low	Approved
KIF16B	55614	3.64349	2.59771	cerebral-cortex	glial-cells	Low	Approved
KIF17	57576	0.257299	0.484784	NA	NA	NA	NA
KIF18A	81930	11.447	7.63402	cerebral-cortex	glial-cells	Medium	Approved
KIF18B	146909	19.8489	12.9187	NA	NA	NA	NA
KIF19	124602	0.134058	0.196786	NA	NA	NA	NA
KIF1A	547	55.6696	45.2063	NA	NA	NA	NA
KIF1B	23095	80.4634	54.3523	NA	NA	NA	NA
KIF1C	10749	28.5926	18.7175	cerebral-cortex	glial-cells	Low	Approved
KIF20A	10112	39.7377	28.1216	cerebral-cortex	glial-cells	Low	Approved
KIF20B	9585	11.8265	9.39693	NA	NA	NA	NA
KIF21A	55605	28.2729	25.1191	cerebral-cortex	glial-cells	Low	Enhanced
KIF21B	23046	2.11182	1.11377	cerebral-cortex	glial-cells	Low	Approved
KIF22	3835	71.8861	60.9554	NA	NA	NA	NA
KIF23	9493	45.0964	32.5688	NA	NA	NA	NA
KIF24	347240	5.00282	3.90818	NA	NA	NA	NA
KIF25	3834	0.291005	0	NA	NA	NA	NA
KIF26A	26153	3.30079	3.653	NA	NA	NA	NA
KIF26B	55083	0.967089	0.890266	cerebral-cortex	glial-cells	Low	Enhanced
KIF27	55582	2.031	1.96701	NA	NA	NA	NA
KIF2A	3796	42.9995	27.3113	cerebral-cortex	glial-cells	Medium	Approved
