SYMBOL	ENTREZID	Ctrl_NIH1.Veh.R1	Ctrl_NIH1.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
FAM27E2	100289124	0.23843	0.248492	NA	NA	NA	NA
FAM27E3	100131997	0.658434	1.5165	NA	NA	NA	NA
FAM27E4	107987001	0.150665	0.201865	NA	NA	NA	NA
FAM32A	26017	61.8502	77.9234	NA	NA	NA	NA
FAM3A	60343	2.51215	5.06033	NA	NA	NA	NA
FAM3C	10447	58.4566	44.1358	NA	NA	NA	NA
FAM3C2	286460	21.1601	10.9394	NA	NA	NA	NA
FAM43A	131583	9.92522	13.6199	NA	NA	NA	NA
FAM43B	163933	1.04804	2.02346	NA	NA	NA	NA
FAM47E	100129583	1.66235	2.59263	NA	NA	NA	NA
FAM49A	81553	8.79605	5.92272	cerebral-cortex	glial-cells	Medium	Approved
FAM49B	51571	50.1284	54.0478	cerebral-cortex	glial-cells	Low	Approved
FAM50A	9130	4.28063	26.842	cerebral-cortex	glial-cells	Medium	Supported
FAM53A	152877	0.24533	0.380108	NA	NA	NA	NA
FAM53B	9679	6.98818	5.3249	cerebral-cortex	glial-cells	High	Approved
FAM53C	51307	29.7171	27.5582	cerebral-cortex	glial-cells	High	Approved
FAM66A	100133172	1.37785	0.622399	NA	NA	NA	NA
FAM66C	440078	2.86609	3.10904	NA	NA	NA	NA
FAM66D	100132923	0.718475	0.370571	NA	NA	NA	NA
FAM71E1	112703	0.466595	0.454586	NA	NA	NA	NA
FAM71F1	84691	0	0.117688	NA	NA	NA	NA
FAM71F2	346653	1.21481	1.15133	NA	NA	NA	NA
FAM72A	729533	0.119341	0.102417	NA	NA	NA	NA
FAM72B	653820	0.688265	0.0931074	NA	NA	NA	NA
FAM76A	199870	4.94984	5.0204	NA	NA	NA	NA
FAM76B	143684	24.8013	17.7957	NA	NA	NA	NA
FAM78A	286336	0.639222	0.87143	NA	NA	NA	NA
FAM78B	149297	0.141965	0.157601	NA	NA	NA	NA
FAM81A	145773	1.12418	1.70233	NA	NA	NA	NA
FAM81B	153643	0.369768	0.886484	NA	NA	NA	NA
FAM83D	81610	18.4376	13.9476	NA	NA	NA	NA
FAM83E	54854	0.234046	0.205863	NA	NA	NA	NA
FAM83G	644815	0.0359026	0.136003	NA	NA	NA	NA
FAM85A	619423	0.428515	0.69597	NA	NA	NA	NA
FAM86B1	85002	1.53207	1.32309	NA	NA	NA	NA
FAM86B2	653333	0.803796	0.198969	NA	NA	NA	NA
FAM86B3P	286042	2.15873	1.83703	NA	NA	NA	NA
FAM86C1	55199	4.51972	3.78076	NA	NA	NA	NA
FAM86C2P	645332	2.66424	2.38304	NA	NA	NA	NA
FAM86DP	692099	9.72073	8.44852	NA	NA	NA	NA
FAM86EP	348926	1.76705	1.83395	NA	NA	NA	NA
FAM86FP	653113	0.154448	0.337153	NA	NA	NA	NA
FAM86HP	729375	1.14317	1.04705	NA	NA	NA	NA
FAM86JP	100125556	0.704184	0.939852	NA	NA	NA	NA
FAM89A	375061	8.3377	12.6031	NA	NA	NA	NA
FAM89B	23625	25.7458	26.4919	NA	NA	NA	NA
FAM8A1	51439	13.0408	12.7628	NA	NA	NA	NA
FAM90A1	55138	0.255433	0.207863	NA	NA	NA	NA
FAM90A25P	389633	0.189271	0.270499	NA	NA	NA	NA
FAM91A1	157769	15.1299	12.9435	NA	NA	NA	NA
FAM92A1P1	729073	3.85114	4.43755	NA	NA	NA	NA
FAM92B	339145	0.0801104	0.286059	NA	NA	NA	NA
FAM95B1	100133036	0.637983	0.26052	NA	NA	NA	NA
FAM98A	25940	20.1262	23.3128	NA	NA	NA	NA
FAM98B	283742	30.3351	24.6958	cerebral-cortex	glial-cells	High	Enhanced
FAM98C	147965	7.41629	10.3795	NA	NA	NA	NA
FAN1	22909	13.0559	11.3665	NA	NA	NA	NA
FANCA	2175	34.5189	28.5559	NA	NA	NA	NA
FANCB	2187	3.38507	1.37614	NA	NA	NA	NA
FANCC	2176	11.2836	6.65326	cerebral-cortex	glial-cells	Medium	Approved
FANCD2	2177	21.6313	18.1769	NA	NA	NA	NA
FANCE	2178	8.4224	6.845	cerebral-cortex	glial-cells	High	Enhanced
FANCF	2188	6.64686	7.02584	NA	NA	NA	NA
FANCG	2189	30.3436	37.182	cerebral-cortex	glial-cells	Medium	Approved
FANCI	55215	64.7073	35.1126	cerebral-cortex	glial-cells	Medium	Approved
FANCL	55120	35.9932	37.182	cerebral-cortex	glial-cells	Low	Supported
FANCM	57697	5.7308	4.12639	NA	NA	NA	NA
FANK1	92565	1.07805	4.68179	NA	NA	NA	NA
FAP	2191	0	0.0346499	NA	NA	NA	NA
FAR1	84188	49.6142	30.8391	cerebral-cortex	glial-cells	Low	Approved
FAR2	55711	1.12013	1.88805	NA	NA	NA	NA
FAR2P1	440905	17.0416	9.60799	NA	NA	NA	NA
FAR2P2	100216479	0.378328	0.532803	NA	NA	NA	NA
FARP1	10160	65.275	36.0358	NA	NA	NA	NA
FARP2	9855	17.5712	9.01309	cerebral-cortex	glial-cells	Medium	Approved
FARS2	10667	8.94756	10.1232	cerebral-cortex	glial-cells	Low	Approved
FARSA	2193	21.3356	27.5922	cerebral-cortex	glial-cells	High	Approved
FARSB	10056	24.8927	24.6697	cerebral-cortex	glial-cells	Low	Enhanced
FAS	355	3.15323	4.75246	NA	NA	NA	NA
FASN	2194	65.1755	79.9159	NA	NA	NA	NA
FASTK	10922	28.2631	37.3072	cerebral-cortex	glial-cells	Low	Approved
FASTKD1	79675	11.5603	15.6934	cerebral-cortex	glial-cells	Low	Approved
FASTKD2	22868	14.265	13.7131	NA	NA	NA	NA
FASTKD3	79072	9.09215	9.02843	NA	NA	NA	NA
FASTKD5	60493	8.97869	8.51093	NA	NA	NA	NA
FAT1	2195	152.253	129.966	cerebral-cortex	glial-cells	Low	Enhanced
FAT3	120114	25.2564	16.9728	NA	NA	NA	NA
FAT4	79633	3.7873	3.28113	cerebral-cortex	glial-cells	Medium	Approved
FAU	2197	184.614	336.787	NA	NA	NA	NA
FAUP1	140623	9.60093	20.9525	NA	NA	NA	NA
FAXC	84553	4.53802	5.04536	NA	NA	NA	NA
FAXDC2	10826	2.87483	5.36672	NA	NA	NA	NA
FBF1	85302	5.86442	7.06876	NA	NA	NA	NA
FBL	2091	137.878	138.281	cerebral-cortex	glial-cells	Low	Supported
FBLIM1	54751	24.2726	18.1898	NA	NA	NA	NA
FBLL1	345630	4.22071	7.50806	NA	NA	NA	NA
FBLN1	2192	62.8527	52.4265	NA	NA	NA	NA
FBLN2	2199	16.1175	9.01016	NA	NA	NA	NA
FBLN5	10516	2.668	6.06929	NA	NA	NA	NA
FBLN7	129804	11.364	8.09388	NA	NA	NA	NA
FBN1	2200	17.8078	11.9087	NA	NA	NA	NA
FBN2	2201	14.562	9.18302	NA	NA	NA	NA
FBN3	84467	4.21942	1.13615	NA	NA	NA	NA
FBRS	64319	26.1272	26.3301	NA	NA	NA	NA
FBRSL1	57666	14.6792	11.5041	NA	NA	NA	NA
FBXL12	54850	15.5617	14.5099	NA	NA	NA	NA
FBXL13	222235	0.241891	0.386076	NA	NA	NA	NA
FBXL14	144699	11.5808	7.28435	NA	NA	NA	NA
FBXL15	79176	3.82648	4.80249	NA	NA	NA	NA
FBXL16	146330	4.81645	6.26915	NA	NA	NA	NA
FBXL17	64839	9.7178	8.75437	NA	NA	NA	NA
FBXL18	80028	3.38648	2.48988	NA	NA	NA	NA
FBXL19	54620	17.7093	17.1554	NA	NA	NA	NA
FBXL19-AS1	283932	3.51159	2.25748	NA	NA	NA	NA
FBXL2	25827	5.14629	5.79739	NA	NA	NA	NA
FBXL20	84961	5.31988	4.92936	NA	NA	NA	NA
FBXL22	283807	0.213223	0.201868	NA	NA	NA	NA
FBXL3	26224	21.2764	20.3076	NA	NA	NA	NA
FBXL4	26235	5.20254	3.6147	cerebral-cortex	glial-cells	Medium	Approved
FBXL5	26234	42.0401	38.1095	NA	NA	NA	NA
FBXL6	26233	1.5721	1.24812	NA	NA	NA	NA
FBXL7	23194	8.92615	8.71404	NA	NA	NA	NA
FBXL8	55336	0.738889	1.42816	NA	NA	NA	NA
FBXO10	26267	8.70582	8.33691	NA	NA	NA	NA
FBXO11	80204	50.9463	43.7967	NA	NA	NA	NA
FBXO15	201456	0.931026	1.97278	NA	NA	NA	NA
FBXO16	157574	5.89791	10.8279	NA	NA	NA	NA
FBXO17	115290	1.43322	1.20939	NA	NA	NA	NA
FBXO2	26232	0.233003	0.237799	cerebral-cortex	glial-cells	Low	Enhanced
FBXO21	23014	21.8122	17.0507	NA	NA	NA	NA
FBXO22	26263	19.6445	22.6599	NA	NA	NA	NA
FBXO24	26261	0.275973	1.00116	NA	NA	NA	NA
FBXO25	26260	8.43143	7.80058	NA	NA	NA	NA
FBXO27	126433	1.69674	0.874143	NA	NA	NA	NA
FBXO28	23219	15.2087	13.7516	NA	NA	NA	NA
FBXO3	26273	16.9355	17.1269	NA	NA	NA	NA
FBXO30	84085	7.16977	7.18487	NA	NA	NA	NA
FBXO31	79791	7.10323	8.24524	NA	NA	NA	NA
FBXO32	114907	1.78756	1.44816	NA	NA	NA	NA
FBXO33	254170	4.97326	6.15005	cerebral-cortex	glial-cells	Medium	Approved
FBXO34	55030	10.3306	8.9605	NA	NA	NA	NA
FBXO36	130888	1.90225	2.58522	NA	NA	NA	NA
FBXO38	81545	18.0304	16.3865	cerebral-cortex	glial-cells	Low	Approved
FBXO4	26272	1.64924	1.99091	NA	NA	NA	NA
FBXO41	150726	2.26732	1.74249	NA	NA	NA	NA
FBXO42	54455	12.2926	12.6514	cerebral-cortex	glial-cells	Low	Approved
FBXO43	286151	1.10172	1.30815	NA	NA	NA	NA
FBXO44	93611	5.95445	9.45771	cerebral-cortex	glial-cells	High	Approved
FBXO45	200933	10.9291	8.86111	NA	NA	NA	NA
FBXO46	23403	10.3802	9.96067	NA	NA	NA	NA
FBXO48	554251	0.789891	1.0678	NA	NA	NA	NA
FBXO5	26271	37.7509	27.8196	cerebral-cortex	glial-cells	Medium	Approved
FBXO6	26270	0.615935	0.857425	cerebral-cortex	glial-cells	Low	Approved
FBXO7	25793	41.6136	49.2517	NA	NA	NA	NA
FBXO8	26269	7.32537	11.2858	NA	NA	NA	NA
FBXO9	26268	16.8551	20.8244	NA	NA	NA	NA
FBXW11	23291	36.573	30.7406	NA	NA	NA	NA
FBXW11P1	54099	0.28416	0.285512	NA	NA	NA	NA
FBXW12	285231	0.237418	0.268358	NA	NA	NA	NA
FBXW2	26190	21.2043	18.0665	NA	NA	NA	NA
FBXW4	6468	6.20497	6.38415	NA	NA	NA	NA
FBXW4P1	26226	0.266079	0.317001	NA	NA	NA	NA
FBXW5	54461	35.9409	37.5975	NA	NA	NA	NA
FBXW7	55294	18.9247	18.6301	cerebral-cortex	glial-cells	Medium	Supported
FBXW8	26259	9.51697	7.60042	NA	NA	NA	NA
FBXW9	84261	5.68409	8.75526	cerebral-cortex	glial-cells	Low	Approved
FCER1G	2207	0.228523	0.204938	cerebral-cortex	glial-cells	Medium	Supported
FCF1	51077	21.9009	18.6685	cerebral-cortex	glial-cells	Medium	Approved
FCF1P1	100422533	0.240594	0.107906	NA	NA	NA	NA
FCF1P2	101060195	10.7271	10.6669	NA	NA	NA	NA
FCF1P7	100422536	0	0.223552	NA	NA	NA	NA
FCGR2A	2212	1.07752	0.546305	cerebral-cortex	glial-cells	Low	Enhanced
FCGRT	2217	19.1738	21.2073	NA	NA	NA	NA
FCHO1	23149	3.79743	3.69667	NA	NA	NA	NA
FCHO2	115548	7.73347	7.33794	cerebral-cortex	glial-cells	Medium	Enhanced
FCHSD1	89848	14.0972	12.315	cerebral-cortex	glial-cells	Low	Approved
FCHSD2	9873	16.9297	11.5964	NA	NA	NA	NA
FCRLB	127943	0.232216	0.51616	NA	NA	NA	NA
FDFT1	2222	195.701	195.04	NA	NA	NA	NA
FDPS	2224	187.475	211.305	NA	NA	NA	NA
FDPSP1	343332	0.621842	0.602179	NA	NA	NA	NA
FDPSP4	2228	0.106303	0.332605	NA	NA	NA	NA
FDPSP8	401981	0.101559	0.136166	NA	NA	NA	NA
FDX1	2230	8.60861	9.22974	NA	NA	NA	NA
FDX1P1	2231	0.253968	0.683684	NA	NA	NA	NA
FDXR	2232	6.55499	15.0064	NA	NA	NA	NA
FECH	2235	10.5391	11.7491	cerebral-cortex	glial-cells	Low	Approved
FEM1A	55527	11.0684	5.33169	NA	NA	NA	NA
FEM1B	10116	22.2844	16.6035	NA	NA	NA	NA
FEM1C	56929	7.93523	6.79521	cerebral-cortex	glial-cells	Low	Approved
FEN1	2237	57.241	52.9829	cerebral-cortex	glial-cells	Low	Enhanced
FER	2241	8.79443	5.14099	cerebral-cortex	glial-cells	Low	Approved
FER1L4	80307	0.127582	0.433762	NA	NA	NA	NA
FER1L5	90342	0.673301	0.448971	NA	NA	NA	NA
FERMT1	55612	0.0581718	0.0390342	NA	NA	NA	NA
FERMT2	10979	53.9451	44.4446	NA	NA	NA	NA
FERMT3	83706	0.723551	0.453824	NA	NA	NA	NA
FERP1	553112	4.72407	3.35634	NA	NA	NA	NA
FES	2242	0.129595	0.233798	cerebral-cortex	glial-cells	Low	Approved
FEZ1	9638	149.308	164.804	NA	NA	NA	NA
FEZ2	9637	53.4999	66.4284	NA	NA	NA	NA
FGD1	2245	8.34974	7.60681	NA	NA	NA	NA
FGD3	89846	0.37119	0.339469	cerebral-cortex	glial-cells	Low	Approved
FGD4	121512	8.82509	4.80059	NA	NA	NA	NA
FGD5	152273	0.283463	0.132816	NA	NA	NA	NA
FGD5-AS1	100505641	92.781	67.7328	NA	NA	NA	NA
FGD6	55785	3.00888	1.75358	cerebral-cortex	glial-cells	Medium	Approved
FGF1	2246	6.69027	5.2247	NA	NA	NA	NA
FGF10	2255	2.32807	1.3312	NA	NA	NA	NA
FGF11	2256	5.21188	9.29232	NA	NA	NA	NA
FGF12	2257	15.0022	11.8582	NA	NA	NA	NA
FGF13	2258	3.50903	4.95779	NA	NA	NA	NA
FGF13-AS1	100129662	0.970934	0.620505	NA	NA	NA	NA
FGF14	2259	0.634314	1.15072	NA	NA	NA	NA
FGF14-AS2	283481	3.77	2.81596	NA	NA	NA	NA
FGF17	8822	0.404525	0.176896	NA	NA	NA	NA
FGF18	8817	0.101512	0.135921	NA	NA	NA	NA
FGF2	2247	6.06183	5.75371	cerebral-cortex	glial-cells	Medium	Enhanced
FGF22	27006	0.269598	0.244762	NA	NA	NA	NA
FGF5	2250	0.00902716	0.01425	NA	NA	NA	NA
FGF9	2254	0.613802	1.11366	NA	NA	NA	NA
FGFBP2	83888	0	0.125168	NA	NA	NA	NA
FGFBP3	143282	72.4076	64.1175	NA	NA	NA	NA
FGFR1	2260	229.058	175.979	cerebral-cortex	glial-cells	Low	Approved
FGFR1OP	11116	14.8895	12.568	NA	NA	NA	NA
FGFR1OP2	26127	26.3512	24.6583	cerebral-cortex	glial-cells	Low	Supported
FGFR2	2263	4.44478	3.5208	NA	NA	NA	NA
FGFR3	2261	9.8484	6.06048	cerebral-cortex	glial-cells	Medium	Enhanced
FGFR4	2264	0.308193	0.487607	NA	NA	NA	NA
FGFRL1	53834	13.4272	11.829	NA	NA	NA	NA
FGGY	55277	49.3248	38.9225	NA	NA	NA	NA
FGL2	10875	0.145421	0.129714	NA	NA	NA	NA
FH	2271	42.224	49.0511	cerebral-cortex	glial-cells	Low	Enhanced
FHAD1	114827	0.340187	1.38088	NA	NA	NA	NA
FHDC1	85462	0.948193	0.523174	NA	NA	NA	NA
FHIT	2272	1.38009	0.991117	cerebral-cortex	glial-cells	Medium	Enhanced
FHL1	2273	22.5367	24.1629	NA	NA	NA	NA
FHL2	2274	13.2866	12.9768	NA	NA	NA	NA
FHL3	2275	3.57259	4.83427	NA	NA	NA	NA
FHOD1	29109	14.4341	12.7354	NA	NA	NA	NA
FHOD3	80206	7.97335	6.55975	NA	NA	NA	NA
FHP1	100873790	0.353056	0.559244	NA	NA	NA	NA
FIBCD1	84929	0.425617	0.835252	NA	NA	NA	NA
FIBIN	387758	0.0323876	0.0433447	NA	NA	NA	NA
FIBP	9158	44.2745	59.0693	NA	NA	NA	NA
FICD	11153	2.07597	3.91111	NA	NA	NA	NA
FIG4	9896	10.8742	11.2418	cerebral-cortex	glial-cells	Medium	Approved
FIGN	55137	7.69566	7.86996	cerebral-cortex	glial-cells	Medium	Approved
FIGNL1	63979	18.1107	13.2987	cerebral-cortex	glial-cells	Low	Approved
FILIP1	27145	0.327334	0.335387	NA	NA	NA	NA
FILIP1L	11259	3.96394	4.89359	NA	NA	NA	NA
FIP1L1	81608	30.721	30.0315	cerebral-cortex	glial-cells	Low	Supported
FIS1	51024	63.2707	106.598	NA	NA	NA	NA
FITM1	161247	0.151429	0.243702	NA	NA	NA	NA
FITM2	128486	2.99651	3.40998	NA	NA	NA	NA
FIZ1	84922	16.7434	16.2878	NA	NA	NA	NA
FJX1	24147	15.6015	17.5437	NA	NA	NA	NA
FKBP11	51303	15.2396	13.5507	NA	NA	NA	NA
FKBP14	55033	9.15659	6.90718	NA	NA	NA	NA
FKBP15	23307	10.0176	7.63079	cerebral-cortex	glial-cells	Medium	Approved
FKBP1A	2280	104.236	100.402	NA	NA	NA	NA
FKBP1B	2281	22.0841	24.4194	NA	NA	NA	NA
FKBP1C	642489	4.00402	15.1647	NA	NA	NA	NA
FKBP2	2286	37.4395	63.2422	NA	NA	NA	NA
FKBP3	2287	112.084	126.862	cerebral-cortex	glial-cells	Low	Supported
FKBP4	2288	29.5875	43.4037	cerebral-cortex	glial-cells	Medium	Approved
FKBP5	2289	35.8314	23.7788	cerebral-cortex	glial-cells	Medium	Enhanced
FKBP7	51661	8.46684	11.4799	NA	NA	NA	NA
FKBP8	23770	92.0002	111.535	cerebral-cortex	glial-cells	Low	Supported
FKBP9	11328	62.4485	58.2213	cerebral-cortex	glial-cells	Medium	Approved
FKRP	79147	22.2079	17.9403	NA	NA	NA	NA
FKTN	2218	10.5103	8.17606	NA	NA	NA	NA
FLAD1	80308	13.4008	16.8655	cerebral-cortex	glial-cells	Low	Approved
FLCN	201163	17.6396	19.8419	cerebral-cortex	glial-cells	Low	Supported
FLI1	2313	3.4688	2.1649	NA	NA	NA	NA
FLII	2314	55.2601	78.054	cerebral-cortex	glial-cells	Low	Approved
FLNB	2317	9.35737	10.0118	NA	NA	NA	NA
FLNB-AS1	105377105	0.116968	0.305249	NA	NA	NA	NA
FLNC	2318	10.1738	8.29361	NA	NA	NA	NA
FLOT1	10211	7.76889	10.6696	NA	NA	NA	NA
FLOT2	2319	101.986	99.9081	cerebral-cortex	glial-cells	Medium	Supported
FLRT1	23769	3.35969	2.69995	NA	NA	NA	NA
FLRT2	23768	4.06008	1.33269	NA	NA	NA	NA
FLRT3	23767	40.7165	31.8252	cerebral-cortex	glial-cells	Low	Enhanced
FLT1	2321	0.0529967	0.0353348	NA	NA	NA	NA
FLT3LG	2323	1.06188	1.45369	NA	NA	NA	NA
FLT4	2324	2.10451	0.611514	cerebral-cortex	glial-cells	Low	Approved
FLVCR1	28982	9.31093	6.73979	NA	NA	NA	NA
FLVCR2	55640	0.796137	1.03604	cerebral-cortex	glial-cells	Low	Enhanced
FLYWCH1	84256	10.5758	13.4442	cerebral-cortex	glial-cells	Medium	Approved
FLYWCH2	114984	8.51463	17.8466	NA	NA	NA	NA
FMN1	342184	0.0687725	0.126133	NA	NA	NA	NA
FMN2	56776	12.8195	40.8528	NA	NA	NA	NA
FMNL1	752	0.161003	0.484548	NA	NA	NA	NA
FMNL2	114793	28.5046	25.6745	cerebral-cortex	glial-cells	Low	Enhanced
FMNL3	91010	7.22833	5.9212	NA	NA	NA	NA
FMO4	2329	0.360447	0.394475	NA	NA	NA	NA
FN1	2335	115.241	143.198	NA	NA	NA	NA
FN3K	64122	8.11521	9.70452	NA	NA	NA	NA
FN3KRP	79672	28.1262	28.8045	cerebral-cortex	glial-cells	Low	Approved
FNBP1	23048	91.0034	44.5069	NA	NA	NA	NA
FNBP1L	54874	69.201	57.5933	cerebral-cortex	glial-cells	Medium	Approved
FNBP1P1	100533642	0.227389	0.090211	NA	NA	NA	NA
FNBP4	23360	67.4615	50.8413	NA	NA	NA	NA
FNDC1	84624	0.0155803	0.00638177	cerebral-cortex	glial-cells	Low	Approved
FNDC3A	22862	23.5118	20.7245	cerebral-cortex	glial-cells	Low	Approved
FNDC3B	64778	30.1658	21.4316	NA	NA	NA	NA
FNDC4	64838	12.1602	17.9521	NA	NA	NA	NA
FNDC5	252995	3.29995	1.95264	NA	NA	NA	NA
FNDC9	408263	0.117769	0.0755752	NA	NA	NA	NA
FNIP1	96459	7.09915	6.96438	NA	NA	NA	NA
FNIP2	57600	9.42638	6.01226	cerebral-cortex	glial-cells	Medium	Approved
FNTA	2339	35.2742	37.2585	cerebral-cortex	glial-cells	Medium	Approved
FNTB	2342	11.4644	13.3077	NA	NA	NA	NA
FOCAD	54914	17.7824	16.5207	NA	NA	NA	NA
FOLH1	2346	0.110747	0	NA	NA	NA	NA
FOPNL	123811	16.2806	17.769	cerebral-cortex	glial-cells	Low	Supported
FOS	2353	17.9044	9.34917	cerebral-cortex	glial-cells	Low	Approved
FOSB	2354	0.0587612	0.24027	NA	NA	NA	NA
FOSL1	8061	0.916788	3.88974	NA	NA	NA	NA
FOSL1P1	100419062	0.292098	0.261409	NA	NA	NA	NA
FOSL2	2355	1.14716	1.30388	NA	NA	NA	NA
FOXB1	27023	7.84333	7.22687	NA	NA	NA	NA
FOXC1	2296	0.041953	0.0623773	cerebral-cortex	glial-cells	Low	Enhanced
FOXC2	2303	0	0	NA	NA	NA	NA
FOXD4	2298	0.70956	0.817159	NA	NA	NA	NA
FOXD4L1	200350	0.121342	0.259939	NA	NA	NA	NA
FOXD4L5	653427	0.249683	0.208839	NA	NA	NA	NA
FOXF2	2295	4.51839	6.00839	NA	NA	NA	NA
FOXH1	8928	0.26873	0.100089	NA	NA	NA	NA
FOXJ1	2302	2.95554	5.53996	NA	NA	NA	NA
FOXJ2	55810	8.67202	6.23281	cerebral-cortex	glial-cells	Low	Approved
FOXJ3	22887	18.5328	15.2644	NA	NA	NA	NA
FOXK1	221937	11.8618	9.36121	cerebral-cortex	glial-cells	High	Enhanced
FOXK2	3607	28.5755	18.8257	cerebral-cortex	glial-cells	Low	Approved
FOXL1	2300	0.0455656	0.0677529	NA	NA	NA	NA
FOXL2	668	0.13364	0.372619	NA	NA	NA	NA
FOXM1	2305	52.3832	41.7908	NA	NA	NA	NA
FOXN2	3344	11.7897	7.45652	cerebral-cortex	glial-cells	Medium	Supported
FOXN3	1112	15.8593	10.5164	NA	NA	NA	NA
FOXN3-AS1	400236	0.926434	1.10415	NA	NA	NA	NA
FOXN4	121643	0.130235	0.220226	NA	NA	NA	NA
FOXO1	2308	6.52785	5.60205	NA	NA	NA	NA
FOXO3	2309	9.01077	6.87935	NA	NA	NA	NA
FOXO3B	2310	2.2817	1.194	NA	NA	NA	NA
FOXO4	4303	1.84667	2.52095	NA	NA	NA	NA
FOXO6	100132074	0.350823	0.331497	NA	NA	NA	NA
FOXP1	27086	11.0673	7.94994	NA	NA	NA	NA
FOXP2	93986	2.77426	1.23223	NA	NA	NA	NA
FOXP4	116113	18.1157	16.7301	cerebral-cortex	glial-cells	High	Approved
FOXRED1	55572	26.3043	26.7913	NA	NA	NA	NA
FOXRED2	80020	18.2719	10.7107	cerebral-cortex	glial-cells	Low	Approved
FOXS1	2307	0	0.144525	cerebral-cortex	glial-cells	Low	Approved
FPGS	2356	20.3664	19.4523	NA	NA	NA	NA
FPGT	8790	1.71875	1.61932	NA	NA	NA	NA
FPGT-TNNI3K	100526835	0.39372	0.310722	NA	NA	NA	NA
FRA10AC1	118924	17.4136	22.4134	NA	NA	NA	NA
FRAS1	80144	9.86297	7.94443	NA	NA	NA	NA
FRAT1	10023	0.944147	1.58607	cerebral-cortex	glial-cells	Low	Approved
FRAT2	23401	3.34884	4.98818	NA	NA	NA	NA
FREM1	158326	2.28029	1.259	NA	NA	NA	NA
FREM2	341640	42.2496	23.3527	NA	NA	NA	NA
FRG1	2483	0.868046	3.78496	NA	NA	NA	NA
FRMD3	257019	2.40335	1.66866	NA	NA	NA	NA
FRMD4A	55691	71.7076	80.3566	NA	NA	NA	NA
FRMD4B	23150	7.88053	4.71028	NA	NA	NA	NA
FRMD5	84978	1.252	2.49965	NA	NA	NA	NA
FRMD6	122786	55.5438	39.8116	NA	NA	NA	NA
FRMD8	83786	8.73438	9.36337	cerebral-cortex	glial-cells	Medium	Approved
FRMPD1	22844	0.0941783	0.0254833	NA	NA	NA	NA
FRMPD3	84443	0.623459	0.29895	NA	NA	NA	NA
FRRS1	391059	0.416476	0.50413	cerebral-cortex	glial-cells	Low	Approved
FRRS1L	23732	3.62733	4.49692	cerebral-cortex	glial-cells	Low	Enhanced
FRS2	10818	15.2244	11.8305	NA	NA	NA	NA
FRS3	10817	2.71147	3.29031	NA	NA	NA	NA
FRY	10129	2.905	2.03579	NA	NA	NA	NA
FRYL	285527	24.5072	21.5296	NA	NA	NA	NA
FRZB	2487	5.99271	3.33643	NA	NA	NA	NA
FSBP	100861412	4.71054	3.03103	NA	NA	NA	NA
FSCN1	6624	240.158	200.623	cerebral-cortex	glial-cells	High	Enhanced
FSCN2	25794	1.00216	0.798131	NA	NA	NA	NA
FSCN3	29999	0.176175	1.00991	NA	NA	NA	NA
FSD1	79187	21.0243	27.0559	NA	NA	NA	NA
FSD1L	83856	5.81014	4.61175	cerebral-cortex	glial-cells	Medium	Approved
FSIP1	161835	1.31328	0.925431	NA	NA	NA	NA
FSIP2	401024	2.47728	1.21519	NA	NA	NA	NA
FST	10468	25.0772	24.6931	NA	NA	NA	NA
FSTL1	11167	138.939	95.8882	NA	NA	NA	NA
FSTL3	10272	3.93557	7.33643	NA	NA	NA	NA
FSTL4	23105	0.097651	0.130603	NA	NA	NA	NA
FSTL5	56884	0.638845	0.743343	NA	NA	NA	NA
FTCD	10841	0	0	NA	NA	NA	NA
FTCDNL1	348751	0.314286	0.0703313	NA	NA	NA	NA
FTH1	2495	600.629	1005.86	cerebral-cortex	glial-cells	High	Approved
FTH1P1	2496	0	0.120339	NA	NA	NA	NA
FTH1P10	2502	13.8362	27.6634	NA	NA	NA	NA
FTH1P11	2503	9.39681	19.257	NA	NA	NA	NA
FTH1P15	2507	0.467197	4.61729	NA	NA	NA	NA
FTH1P16	2508	0.759842	0.90903	NA	NA	NA	NA
FTH1P2	2497	24.2181	49.9156	NA	NA	NA	NA
FTH1P20	729009	4.35378	8.27359	NA	NA	NA	NA
FTH1P23	100420300	4.20215	5.14198	NA	NA	NA	NA
FTH1P3	2498	1.04672	0.834472	NA	NA	NA	NA
FTH1P7	2500	20.8942	30.1116	NA	NA	NA	NA
FTL	2512	377.911	937.687	cerebral-cortex	glial-cells	High	Enhanced
FTLP12	100462792	0.353953	0.477339	NA	NA	NA	NA
FTLP3	284764	9.9156	29.3695	NA	NA	NA	NA
FTO	79068	35.3287	34.1878	cerebral-cortex	glial-cells	Low	Enhanced
FTO-IT1	100505692	0.397598	0.197369	NA	NA	NA	NA
FTOP1	100874223	0.136213	0.182796	NA	NA	NA	NA
FTSJ3	117246	36.46	34.5482	NA	NA	NA	NA
FTX	100302692	3.85724	2.08158	NA	NA	NA	NA
FUBP1	8880	129.624	86.5468	cerebral-cortex	glial-cells	High	Supported
FUBP3	8939	44.7358	42.4393	NA	NA	NA	NA
FUCA1	2517	3.90237	7.16368	NA	NA	NA	NA
FUCA2	2519	21.2743	22.7322	NA	NA	NA	NA
FUNDC1	139341	17.5387	20.7231	NA	NA	NA	NA
