SYMBOL	ENTREZID	ST.1	ST.4	ST.5	ST.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
OR52B5P	81270	0.258796	0.133932	0.366724	0.337211	NA	NA	NA	NA
OR52B6	340980	0.180385	0.0622352	0.136327	0.104463	NA	NA	NA	NA
OR52D1	390066	0.168483	0	0.190998	0.162618	NA	NA	NA	NA
OR52H1	390067	0.282112	0.175198	0.383773	0.294074	NA	NA	NA	NA
OR52H2P	81261	0	0.358237	0.392362	0.200437	NA	NA	NA	NA
OR55B1P	390030	0.119369	0.308879	0.135321	0.345641	NA	NA	NA	NA
OR5BK1P	401718	0.312062	0.161498	0.265323	0.180719	NA	NA	NA	NA
OR6E1P	79323	0	0.0695835	0	0.731204	NA	NA	NA	NA
OR6L2P	81356	0.268113	0.346863	0.379896	0.310509	NA	NA	NA	NA
OR7E126P	81176	0.730468	0.534671	0.880789	0.502916	NA	NA	NA	NA
OR7E128P	81175	0.82543	1.03743	1.13625	0.887745	NA	NA	NA	NA
OR7E12P	10821	2.45135	0.4554	1.49634	0.4368	NA	NA	NA	NA
OR7E13P	10820	2.45272	1.44445	3.98336	1.48909	NA	NA	NA	NA
OR7E14P	10819	1.45106	1.38286	4.3299	1.85001	NA	NA	NA	NA
OR7E2P	8587	1.05807	0.438009	1.11937	0.612688	NA	NA	NA	NA
OR7E38P	389537	2.90895	2.88275	3.50817	2.32978	NA	NA	NA	NA
OR7E7P	392752	1.4958	2.10556	2.17047	1.31667	NA	NA	NA	NA
OR7M1P	81352	0.146234	0.907859	1.32576	0.423287	NA	NA	NA	NA
OR8T1P	282791	0.136685	0	0	0.139277	NA	NA	NA	NA
ORAI2	80228	19.3442	16.8419	17.1647	11.9905	NA	NA	NA	NA
ORAI3	93129	8.49163	5.41338	4.73262	5.53562	NA	NA	NA	NA
ORC1	4998	3.66963	6.48969	6.41943	2.6235	cerebral-cortex	glial-cells	High	Approved
ORC2	4999	28.0541	26.1693	33.5703	23.0481	NA	NA	NA	NA
ORC3	23595	21.0087	17.6861	19.5418	18.6746	cerebral-cortex	glial-cells	High	Enhanced
ORC4	5000	56.2853	54.0857	43.1524	54.1349	cerebral-cortex	glial-cells	High	Approved
ORC5	5001	11.031	10.4561	10.4072	11.9267	cerebral-cortex	glial-cells	Medium	Approved
ORC6	23594	20.2477	27.9625	29.2625	18.9794	NA	NA	NA	NA
ORMDL1	94101	46.5321	49.8034	59.2622	63.1341	NA	NA	NA	NA
ORMDL2	29095	15.1523	11.2681	9.66343	12.593	NA	NA	NA	NA
ORMDL3	94103	88.7588	86.2396	87.5411	94.3641	NA	NA	NA	NA
OS9	10956	123.622	109.416	118.215	119.653	cerebral-cortex	glial-cells	Medium	Supported
OSBP	5007	10.8072	11.2612	11.0377	11.3369	cerebral-cortex	glial-cells	Medium	Enhanced
OSBP2	23762	2.54729	2.6167	3.53772	1.99271	NA	NA	NA	NA
OSBPL10	114884	2.27082	1.51893	0.637388	1.18105	NA	NA	NA	NA
OSBPL11	114885	42.9976	19.7852	14.0606	11.2531	NA	NA	NA	NA
OSBPL1A	114876	37.73	42.3377	35.7081	40.6104	cerebral-cortex	glial-cells	Medium	Supported
OSBPL2	9885	19.6913	18.3315	19.242	19.6744	NA	NA	NA	NA
OSBPL3	26031	39.75	11.9578	17.2328	27.7736	NA	NA	NA	NA
OSBPL5	114879	18.5882	25.289	18.9511	21.1699	NA	NA	NA	NA
OSBPL6	114880	7.89651	8.29172	12.0713	17.2031	NA	NA	NA	NA
OSBPL7	114881	8.02476	10.8201	9.72981	7.24844	NA	NA	NA	NA
OSBPL8	114882	43.3142	53.191	49.4958	57.189	NA	NA	NA	NA
OSBPL9	114883	72.6817	45.6746	46.6132	100.93	cerebral-cortex	glial-cells	Medium	Supported
OSBPL9P3	100420591	0.369524	0.382471	0.558538	0.784651	NA	NA	NA	NA
OSBPL9P4	100498661	0.0910349	0.219862	0.137601	0.0878633	NA	NA	NA	NA
OSCP1	127700	32.4458	21.5519	19.1864	22.2023	cerebral-cortex	glial-cells	Medium	Approved
OSER1	51526	15.6074	15.6047	12.8786	16.246	NA	NA	NA	NA
OSGEP	55644	26.7548	38.7032	40.3038	30.1831	NA	NA	NA	NA
OSGEPL1	64172	8.08839	7.44327	7.26783	8.76201	NA	NA	NA	NA
OSGEPL1-AS1	101409258	1.01064	1.22152	0.751601	1.35621	NA	NA	NA	NA
OSGIN1	29948	0.153174	0.150672	0.63064	0.0830609	NA	NA	NA	NA
OSGIN2	734	27.4906	11.747	17.2793	47.1746	cerebral-cortex	glial-cells	Medium	Approved
OSMR	9180	14.7581	14.5692	14.5428	10.8183	cerebral-cortex	glial-cells	Low	Approved
OSR1	130497	3.41932	0.906477	0.28634	12.3285	NA	NA	NA	NA
OSR2	116039	0	0.217614	0.357628	0.0430987	NA	NA	NA	NA
OST4	100128731	290.728	201.738	212.804	327.736	NA	NA	NA	NA
OSTC	58505	29.4788	20.8042	19.7246	22.8747	NA	NA	NA	NA
OSTCP6	100874387	0.948093	0.196264	0.21496	1.20785	NA	NA	NA	NA
OSTCP8	100874388	0.393029	0.4068	0.222775	0.113804	NA	NA	NA	NA
OSTF1	26578	8.33289	6.55849	5.70722	3.8706	NA	NA	NA	NA
OSTM1	28962	24.6385	19.7204	19.015	33.0318	NA	NA	NA	NA
OSTM1-AS1	100287366	0.226969	0.327628	0.106333	0.0717481	NA	NA	NA	NA
OTOS	150677	3.45265	2.06434	0.150727	0.153997	NA	NA	NA	NA
OTUB1	55611	44.0758	35.3852	36.6675	40.0352	NA	NA	NA	NA
OTUB2	78990	1.78635	1.56553	1.49198	1.74883	NA	NA	NA	NA
OTUD1	220213	1.21714	1.25978	1.6444	1.29385	NA	NA	NA	NA
OTUD3	23252	3.61611	4.82004	5.99699	4.38039	NA	NA	NA	NA
OTUD4	54726	9.00655	10.034	15.352	8.2813	NA	NA	NA	NA
OTUD6B	51633	11.7778	11.3251	13.5494	9.18399	cerebral-cortex	glial-cells	Low	Approved
OTUD7A	161725	0.94997	1.46129	1.39182	0.901479	NA	NA	NA	NA
OTX1	5013	10.4395	7.16708	11.4035	8.24968	NA	NA	NA	NA
OTX2	5015	22.7303	37.742	52.3736	30.673	NA	NA	NA	NA
OTX2-AS1	100309464	0.511814	1.06593	0.896351	2.78897	NA	NA	NA	NA
OVCA2	124641	19.9835	17.9562	17.8151	15.8986	NA	NA	NA	NA
OVCH1	341350	0.45513	0.141064	0.359543	0.0373321	NA	NA	NA	NA
OVCH1-AS1	101055625	0.216893	0.29622	0.242887	0.270617	NA	NA	NA	NA
OVGP1	5016	0.783426	0.503173	1.65311	1.65897	NA	NA	NA	NA
OVOL3	728361	0.321472	0.573061	0.619943	0.316683	NA	NA	NA	NA
OXA1L	5018	52.2002	49.5427	48.2072	49.3876	NA	NA	NA	NA
OXCT1	5019	22.9653	27.1078	26.0542	23.6047	cerebral-cortex	glial-cells	Low	Enhanced
OXCT1-AS1	100874002	3.25496	2.98275	1.76486	1.27659	NA	NA	NA	NA
OXER1	165140	0.404596	0.289919	0.705634	0.270353	NA	NA	NA	NA
OXLD1	339229	13.6563	8.76334	9.21575	10.718	NA	NA	NA	NA
OXNAD1	92106	13.1951	12.1802	16.9051	13.0207	NA	NA	NA	NA
OXR1	55074	21.8829	20.687	19.9008	26.5476	cerebral-cortex	glial-cells	Low	Enhanced
OXSM	54995	3.54359	4.06907	5.09692	3.29935	cerebral-cortex	glial-cells	High	Enhanced
OXSR1	9943	16.6731	25.5729	24.558	19.9239	cerebral-cortex	glial-cells	Low	Supported
OXTR	5021	0.17482	0.337763	0.620967	0.418458	NA	NA	NA	NA
P2RX4	5025	6.46839	7.75365	9.53719	6.76829	cerebral-cortex	glial-cells	Low	Enhanced
P2RX5	5026	0.102489	0	0.482516	0.447635	NA	NA	NA	NA
P2RX5-TAX1BP3	100533970	0.423157	0.672103	0.688885	0.571039	NA	NA	NA	NA
P2RX6	9127	0.679633	0.130373	0.101048	1.30894	NA	NA	NA	NA
P2RX6P	440799	2.03661	0	0	0.315829	NA	NA	NA	NA
P2RX7	5027	9.56475	4.00377	3.44085	5.54619	cerebral-cortex	glial-cells	Medium	Approved
P2RY1	5028	3.37376	1.22738	1.42003	1.37345	NA	NA	NA	NA
P2RY11	5032	3.95022	4.61114	4.63588	6.4263	NA	NA	NA	NA
P2RY12	64805	0.879663	0.449256	1.15984	0.717629	cerebral-cortex	glial-cells	Medium	Enhanced
P2RY13	53829	0.927598	0.25472	0.55797	0.350816	NA	NA	NA	NA
P2RY14	9934	0.983121	1.08214	1.32341	0.832333	NA	NA	NA	NA
P2RY6	5031	3.79057	1.58542	1.35773	0.83893	NA	NA	NA	NA
P4HA1	5033	20.4128	12.2112	12.965	22.3972	cerebral-cortex	glial-cells	Medium	Enhanced
P4HA2	8974	8.86116	7.52471	3.77529	6.59525	NA	NA	NA	NA
P4HA3	283208	0.378598	0.217479	0.272066	0.429274	NA	NA	NA	NA
P4HB	5034	449.524	409.56	415.186	500.401	NA	NA	NA	NA
P4HTM	54681	44.4569	36.1612	32.2407	33.1393	cerebral-cortex	glial-cells	High	Supported
PA2G4	5036	67.9918	69.4288	79.6718	69.615	cerebral-cortex	glial-cells	Medium	Supported
PA2G4P1	389884	0.633324	0.302545	0.386591	0.733531	NA	NA	NA	NA
PA2G4P2	170533	1.74855	1.50818	1.48666	1.82832	NA	NA	NA	NA
PA2G4P4	647033	1.58279	1.58705	2.07466	1.66136	NA	NA	NA	NA
PAAF1	80227	23.8251	19.1842	25.019	32.0088	NA	NA	NA	NA
PABPC1	26986	220.571	220.711	211.704	219.996	NA	NA	NA	NA
PABPC1L	80336	6.53982	7.95807	15.7136	12.6516	NA	NA	NA	NA
PABPC1P1	26980	1.24438	1.41678	0.987604	1.08097	NA	NA	NA	NA
PABPC1P3	26978	4.13891	3.31031	4.90527	3.59534	NA	NA	NA	NA
PABPC1P4	341315	0.202892	0.150001	0.230004	0.0839265	NA	NA	NA	NA
PABPC3	5042	0.285503	0.278124	0.380771	0.155612	NA	NA	NA	NA
PABPC4	8761	41.1729	59.8389	52.9763	45.3049	cerebral-cortex	glial-cells	Medium	Approved
PABPC4L	132430	0.66491	0.550566	0.313102	0.420601	NA	NA	NA	NA
PABPC5	140886	2.68881	2.27058	2.63244	5.86902	cerebral-cortex	glial-cells	Low	Approved
PABPC5-AS1	102724167	1.2944	0.669876	1.9565	4.24775	NA	NA	NA	NA
PABPN1	8106	167.462	242.238	250.692	204.63	cerebral-cortex	glial-cells	Medium	Supported
PABPN1L	390748	0.0505	0.156783	0	0.146202	NA	NA	NA	NA
PACRG	135138	18.4829	12.2741	10.6482	5.7738	NA	NA	NA	NA
PACRGL	133015	22.6275	20.1753	24.47	24.0157	NA	NA	NA	NA
PACS1	55690	14.434	16.093	22.9996	11.2674	cerebral-cortex	glial-cells	Medium	Approved
PACS2	23241	3.80809	4.75428	3.96883	2.27691	NA	NA	NA	NA
PACSIN1	29993	0.292889	0.339744	0.0819186	0.128794	NA	NA	NA	NA
PACSIN2	11252	22.0652	21.3192	22.0612	22.2596	NA	NA	NA	NA
PACSIN3	29763	35.4308	20.0286	28.7504	25.2063	NA	NA	NA	NA
PAF1	54623	65.9946	55.9732	59.3741	54.4363	cerebral-cortex	glial-cells	Medium	Approved
PAFAH1B1	5048	86.8374	85.2207	90.4261	115.442	cerebral-cortex	glial-cells	Medium	Approved
PAFAH1B2	5049	100.51	80.2724	82.741	96.2188	NA	NA	NA	NA
PAFAH1B3	5050	101.484	114.409	107.915	104.347	NA	NA	NA	NA
PAFAH2	5051	4.04255	3.95643	3.48345	3.96985	NA	NA	NA	NA
PAG1	55824	68.7713	49.5051	73.5501	77.075	NA	NA	NA	NA
PAH	5053	0.606628	0.130858	0	0.344373	NA	NA	NA	NA
PAICS	10606	54.8608	55.7078	54.5233	57.9394	NA	NA	NA	NA
PAICSP1	780814	0.573133	1.3347	0.974521	0.940352	NA	NA	NA	NA
PAICSP4	780813	2.39843	3.19856	2.92809	1.76291	NA	NA	NA	NA
PAIP1	10605	69.6103	66.8438	67.5038	86.6644	cerebral-cortex	glial-cells	Medium	Approved
PAIP2	51247	81.8978	89.5172	69.6485	95.7255	cerebral-cortex	glial-cells	Medium	Approved
PAIP2B	400961	0.814217	0.718812	0.407215	1.35909	NA	NA	NA	NA
PAK1	5058	5.66943	4.94725	7.8263	7.51227	NA	NA	NA	NA
PAK1IP1	55003	8.49636	7.72621	8.39338	8.8039	cerebral-cortex	glial-cells	High	Supported
PAK2	5062	22.4831	26.1153	29.8139	19.8113	NA	NA	NA	NA
PAK3	5063	7.93922	19.9047	19.5308	14.983	NA	NA	NA	NA
PAK4	10298	6.4436	10.1285	9.05732	5.78667	NA	NA	NA	NA
PAK6	56924	1.28246	0.876249	0.469007	1.7161	NA	NA	NA	NA
PALB2	79728	8.69368	10.4682	9.59712	8.45847	cerebral-cortex	glial-cells	High	Approved
PALD1	27143	12.7591	7.28934	7.93317	11.6675	NA	NA	NA	NA
PALLD	23022	53.811	70.0365	109.107	43.919	NA	NA	NA	NA
PALM	5064	62.3247	80.1238	60.6938	52.1598	NA	NA	NA	NA
PALM3	342979	3.04868	1.79574	1.89953	2.47037	NA	NA	NA	NA
PALMD	54873	4.11234	3.43994	2.73007	3.9436	NA	NA	NA	NA
PAM	5066	170.055	133.769	131.891	139.33	NA	NA	NA	NA
PAM16	51025	13.5341	16.0339	15.0511	15.7537	NA	NA	NA	NA
PAMR1	25891	0.553188	0.346767	2.19877	0.44281	NA	NA	NA	NA
PAN2	9924	21.1361	30.8534	27.0818	23.8278	NA	NA	NA	NA
PAN3	255967	9.93349	9.96812	11.1172	11.631	NA	NA	NA	NA
PAN3-AS1	100288730	1.51894	2.13988	2.48721	2.37013	NA	NA	NA	NA
PANK1	53354	13.1812	13.7765	19.8272	19.9263	NA	NA	NA	NA
PANK2	80025	18.0025	18.7631	20.173	17.1975	NA	NA	NA	NA
PANK3	79646	42.2431	49.0711	45.0192	55.0646	NA	NA	NA	NA
PANK4	55229	18.6771	23.6291	18.4209	17.9776	NA	NA	NA	NA
PANX1	24145	17.1933	22.8997	19.3623	14.224	NA	NA	NA	NA
PANX2	56666	1.61297	1.12608	0.838941	0.720973	cerebral-cortex	glial-cells	Low	Enhanced
PAOX	196743	4.32483	4.00283	3.06904	3.13587	NA	NA	NA	NA
PAPLN	89932	0.497859	5.93912	2.72152	0.559212	NA	NA	NA	NA
PAPOLA	10914	64.9883	77.797	83.6003	81.605	cerebral-cortex	glial-cells	Medium	Supported
PAPOLB	56903	0.14337	0.185492	0.352141	0.0622697	NA	NA	NA	NA
PAPOLG	64895	7.38897	9.37801	9.50943	11.8242	cerebral-cortex	glial-cells	Medium	Approved
PAPPA	5069	0.0683782	0.538735	0.0258316	0.618079	NA	NA	NA	NA
PAPPA2	60676	1.1173	1.43278	0.0811906	0.44486	NA	NA	NA	NA
PAPSS1	9061	121.753	92.4253	90.7374	161.172	NA	NA	NA	NA
PAPSS2	9060	0.278759	1.98203	1.22776	0.998579	NA	NA	NA	NA
PAQR3	152559	16.8869	8.86762	12.4193	18.1999	NA	NA	NA	NA
PAQR4	124222	31.9568	32.0828	28.7492	20.5193	NA	NA	NA	NA
PAQR5	54852	0.151825	0.197221	0.0911944	0.111655	NA	NA	NA	NA
PAQR6	79957	30.3798	47.9823	31.1563	23.419	NA	NA	NA	NA
PAQR7	164091	4.94408	3.26273	3.52528	3.02139	cerebral-cortex	glial-cells	Low	Approved
PAQR8	85315	6.3398	5.02462	5.29369	2.9192	NA	NA	NA	NA
PARD3	56288	52.1443	43.7309	47.7549	57.2522	NA	NA	NA	NA
PARD3B	117583	29.4969	13.1523	15.0628	13.3297	cerebral-cortex	glial-cells	Low	Approved
PARD6A	50855	5.71671	8.28398	7.43614	4.85577	cerebral-cortex	glial-cells	Low	Approved
PARD6B	84612	1.68015	2.72327	2.2697	0.649283	NA	NA	NA	NA
PARD6G	84552	5.8623	9.4005	9.76421	7.40862	NA	NA	NA	NA
PARG	8505	3.98788	2.51526	3.43768	4.05353	NA	NA	NA	NA
PARGP1	728407	0.521416	0.579498	0.288327	0.773332	NA	NA	NA	NA
PARK7	11315	228.095	143.935	157.225	210.404	cerebral-cortex	glial-cells	Medium	Supported
PARL	55486	24.2251	25.2299	24.5938	27.2002	cerebral-cortex	glial-cells	Low	Approved
PARM1	25849	22.0531	9.96234	6.78084	4.81919	cerebral-cortex	glial-cells	Medium	Approved
PARN	5073	40.3158	36.3157	37.3388	36.7156	cerebral-cortex	glial-cells	High	Supported
PARP1	142	150.76	192.017	168.071	165.174	cerebral-cortex	glial-cells	Low	Supported
PARP11	57097	11.4165	11.5656	12.8452	11.097	NA	NA	NA	NA
PARP12	64761	0.907283	5.11849	4.14261	1.24148	NA	NA	NA	NA
PARP14	54625	28.5712	17.2584	26.4168	27.8293	cerebral-cortex	glial-cells	Medium	Supported
PARP16	54956	2.51769	4.66953	4.57443	3.02124	NA	NA	NA	NA
PARP1P1	144	0.171748	0.284425	0.194699	0.139246	NA	NA	NA	NA
PARP2	10038	16.8809	23.4135	27.3999	16.3577	NA	NA	NA	NA
PARP3	10039	2.41177	3.12743	2.94261	3.3443	cerebral-cortex	glial-cells	Low	Supported
PARP4	143	26.6942	17.9526	25.2958	15.2596	NA	NA	NA	NA
PARP6	56965	45.9801	63.4836	64.1437	64.5285	cerebral-cortex	glial-cells	Low	Approved
PARP8	79668	16.6479	8.084	20.3387	10.9714	NA	NA	NA	NA
PARP9	83666	34.4018	24.1761	35.4932	37.9324	NA	NA	NA	NA
PARPBP	55010	5.93635	7.47703	8.95697	5.42547	cerebral-cortex	glial-cells	Medium	Approved
PARS2	25973	2.39658	1.96572	2.17859	2.46154	NA	NA	NA	NA
PARVA	55742	12.7915	17.863	20.4472	8.36939	cerebral-cortex	glial-cells	Low	Approved
PARVB	29780	0.120853	0.441103	0.249375	0.161003	NA	NA	NA	NA
PASK	23178	10.2204	10.6352	10.9018	4.80603	NA	NA	NA	NA
PATL1	219988	6.38458	6.80097	7.05195	6.886	NA	NA	NA	NA
PATL2	197135	0.188117	0.192652	0.21339	0.352951	NA	NA	NA	NA
PATZ1	23598	17.9932	27.9161	26.4769	15.3401	cerebral-cortex	glial-cells	High	Approved
PAWR	5074	21.5736	28.0046	20.4307	6.24412	cerebral-cortex	glial-cells	Medium	Approved
PAX3	5077	15.2666	0.430508	0	91.0523	NA	NA	NA	NA
PAX6	5080	166.358	179.815	117.974	125.48	NA	NA	NA	NA
PAX8	7849	0.0141327	0.168721	0.622795	0.14477	NA	NA	NA	NA
PAX8-AS1	654433	0	0.0799103	2.63338	0.600733	NA	NA	NA	NA
PAXBP1	94104	77.1787	94.6695	139.955	81.6228	cerebral-cortex	glial-cells	Medium	Approved
PAXBP1-AS1	100506215	1.74629	3.13852	2.45758	2.08492	NA	NA	NA	NA
PAXIP1	22976	15.6355	14.7992	18.6555	8.72684	cerebral-cortex	glial-cells	Medium	Enhanced
PAXIP1-AS1	202781	5.24152	4.93642	5.94195	2.88502	NA	NA	NA	NA
PAXIP1-AS2	100132707	0.893883	1.34791	1.97913	1.08607	NA	NA	NA	NA
PBK	55872	24.9728	52.3004	54.3895	15.555	NA	NA	NA	NA
PBLD	64081	9.75229	9.39023	10.5445	8.05336	NA	NA	NA	NA
PBRM1	55193	32.3305	49.513	48.3585	40.3959	NA	NA	NA	NA
PBX1	5087	71.9933	91.2519	74.1901	82.8966	cerebral-cortex	glial-cells	Medium	Supported
PBX2P1	5088	6.67732	6.39302	6.24445	6.08137	NA	NA	NA	NA
PBX3	5090	28.8698	84.8135	74.2627	56.5862	cerebral-cortex	glial-cells	Low	Supported
PBX4	80714	6.0601	11.6292	8.7957	4.33532	NA	NA	NA	NA
PBXIP1	57326	106.291	51.2684	50.0305	54.7704	cerebral-cortex	glial-cells	Medium	Approved
PC	5091	30.4194	30.7305	34.2329	55.8892	cerebral-cortex	glial-cells	Low	Enhanced
PCA3	50652	0.365109	0.256433	0.251287	0.0377554	NA	NA	NA	NA
PCAT4	118425	0.281759	0.0265713	0.987336	0.667548	NA	NA	NA	NA
PCAT6	100506696	0.4503	0.812027	0	0.645117	NA	NA	NA	NA
PCAT7	101928099	0	8.79256	0	0.0291796	NA	NA	NA	NA
PCBD1	5092	16.7717	28.267	30.9707	17.056	NA	NA	NA	NA
PCBD2	84105	5.05122	6.41775	9.39916	4.24191	NA	NA	NA	NA
PCBP1	5093	13.2333	19.7051	15.9516	11.742	cerebral-cortex	glial-cells	Medium	Supported
PCBP1-AS1	400960	25.7753	32.1039	44.7767	32.3481	NA	NA	NA	NA
PCBP2	5094	61.2798	84.4211	93.7664	66.1967	NA	NA	NA	NA
PCBP2P1	101060045	0.500247	0.258887	0.567095	0.217274	NA	NA	NA	NA
PCBP3	54039	1.42184	0.835834	0.43898	0.989432	cerebral-cortex	glial-cells	Low	Approved
PCBP4	57060	46.9486	69.0155	58.5529	68.1939	NA	NA	NA	NA
PCCA	5095	25.2372	18.1185	16.6834	18.1805	cerebral-cortex	glial-cells	Low	Enhanced
PCCA-AS1	100885777	1.3352	0.528482	1.81769	0.955122	NA	NA	NA	NA
PCCB	5096	49.5826	38.1465	36.6787	53.9908	NA	NA	NA	NA
PCDH1	5097	4.37874	3.89842	3.86762	3.42775	NA	NA	NA	NA
PCDH10	57575	60.6056	51.2434	33.619	36.6944	cerebral-cortex	glial-cells	High	Approved
PCDH11X	27328	0.454454	0.285688	0.469253	1.3137	NA	NA	NA	NA
PCDH12	51294	0.182816	0.747019	0.293987	0.663039	NA	NA	NA	NA
PCDH15	65217	2.58662	1.37386	0.524606	1.00593	NA	NA	NA	NA
PCDH17	27253	1.15321	6.03688	6.34	12.617	NA	NA	NA	NA
PCDH18	54510	18.0559	13.2104	10.1613	28.7218	NA	NA	NA	NA
PCDH19	57526	1.99531	2.54483	4.52417	1.7997	NA	NA	NA	NA
PCDH20	64881	0.296811	0.142634	0.0360506	0.202581	NA	NA	NA	NA
PCDH7	5099	31.471	14.2528	7.17412	48.2554	NA	NA	NA	NA
PCDH8	5100	13.2706	11.4335	5.55545	14.6811	NA	NA	NA	NA
PCDH9	5101	26.9442	42.043	45.2342	26.9958	NA	NA	NA	NA
PCDH9-AS2	100874064	0.288277	1.04354	0.81645	0.333843	NA	NA	NA	NA
PCDH9-AS3	100874086	1.39704	2.34936	3.36487	1.11248	NA	NA	NA	NA
PCDH9-AS4	100874087	1.85934	2.77944	4.44918	2.15346	NA	NA	NA	NA
PCDHGA1	56114	0.534118	0.464321	1.42896	0.952687	NA	NA	NA	NA
PCDHGA10	56106	7.50092	6.71679	12.6449	21.3887	NA	NA	NA	NA
PCDHGA11	56105	4.12206	3.19006	6.3935	4.45709	NA	NA	NA	NA
PCDHGA12	26025	0.924079	1.90705	2.75572	1.54467	NA	NA	NA	NA
PCDHGA2	56113	0.170916	0.243237	0.96879	0.272196	cerebral-cortex	glial-cells	Low	Approved
PCDHGA3	56112	0.0749837	3.66139	13.874	2.73329	NA	NA	NA	NA
PCDHGA4	56111	0.412881	0.911713	2.8974	1.02612	NA	NA	NA	NA
PCDHGA5	56110	0.0750707	0.558192	1.90303	0.476781	NA	NA	NA	NA
PCDHGA6	56109	0.149966	0.743429	2.80905	0.942156	NA	NA	NA	NA
PCDHGA7	56108	1.04975	0.613329	3.40854	2.87823	NA	NA	NA	NA
PCDHGA8	9708	1.29344	0.594744	3.39141	1.18028	NA	NA	NA	NA
PCDHGA9	56107	0.993513	1.18949	3.78537	1.67724	NA	NA	NA	NA
PCDHGB1	56104	0.697627	1.60729	3.04595	0.926569	NA	NA	NA	NA
PCDHGB2	56103	0.788226	1.19081	3.42887	1.34743	NA	NA	NA	NA
PCDHGB3	56102	0.232725	0.7291	3.23429	0.535033	NA	NA	NA	NA
PCDHGB4	8641	31.616	2.49685	14.2852	9.9136	NA	NA	NA	NA
PCDHGB6	56100	22.4529	45.152	9.45539	21.5931	NA	NA	NA	NA
PCDHGB7	56099	23.1938	22.0604	8.9833	10.0346	NA	NA	NA	NA
PCDHGB8P	56120	1.43356	2.33579	4.79938	1.84635	NA	NA	NA	NA
PCDHGC3	5098	10.6056	4.43495	6.16799	11.1398	cerebral-cortex	glial-cells	Low	Approved
PCDHGC4	56098	3.23919	0.941601	1.75439	1.76905	NA	NA	NA	NA
PCDHGC5	56097	1.1093	1.17385	1.37202	1.52246	cerebral-cortex	glial-cells	High	Supported
PCED1A	64773	13.0675	13.0786	12.8973	18.3724	cerebral-cortex	glial-cells	High	Approved
PCED1B	91523	0.459341	0.965189	0.886024	0.423351	NA	NA	NA	NA
PCF11	51585	25.9633	43.7658	51.0579	43.0523	NA	NA	NA	NA
PCGF1	84759	13.615	11.9636	10.3157	11.2308	cerebral-cortex	glial-cells	High	Supported
PCGF2	7703	4.91589	6.38241	5.53765	4.46129	NA	NA	NA	NA
PCGF3	10336	38.356	38.0501	34.7596	32.4397	NA	NA	NA	NA
PCGF5	84333	112.039	53.542	39.4923	21.9727	NA	NA	NA	NA
PCGF6	84108	4.83259	5.83149	7.2188	5.13095	NA	NA	NA	NA
PCID2	55795	19.8789	17.8236	17.9675	18.513	NA	NA	NA	NA
PCIF1	63935	4.63307	8.01269	7.22007	4.21364	cerebral-cortex	glial-cells	Low	Enhanced
PCK2	5106	1.12472	2.58543	1.87192	1.01281	NA	NA	NA	NA
PCLO	27445	0.372339	0.105526	0.253039	0.784179	NA	NA	NA	NA
PCM1	5108	147.315	206.365	243.269	170.841	cerebral-cortex	glial-cells	Low	Enhanced
PCMT1	5110	81.685	41.7927	57.2769	65.1137	NA	NA	NA	NA
PCMTD1	115294	30.0349	44.3191	43.6923	46.7104	NA	NA	NA	NA
PCMTD1P3	100422595	0.358208	0.741517	1.21823	0.622327	NA	NA	NA	NA
PCMTD2	55251	65.3606	68.6698	76.6772	67.23	cerebral-cortex	glial-cells	Low	Approved
PCNA	5111	90.91	132.647	137.262	68.5343	NA	NA	NA	NA
PCNP	57092	52.2411	47.0738	44.0627	47.2735	cerebral-cortex	glial-cells	Medium	Supported
PCNPP1	654427	1.56563	1.94458	2.66227	2.17602	NA	NA	NA	NA
PCNPP4	100874220	0.307179	0.476912	0.174114	0.0889454	NA	NA	NA	NA
PCNPP5	100507361	1.04007	1.25593	1.37558	0.602315	NA	NA	NA	NA
PCNT	5116	20.8784	23.4553	23.0376	18.2483	NA	NA	NA	NA
PCOLCE	5118	4.62799	9.47334	7.92271	4.14078	NA	NA	NA	NA
PCOLCE-AS1	100129845	0.139892	0.0453071	0.172001	0.0564939	NA	NA	NA	NA
PCOLCE2	26577	8.67326	5.29005	5.38193	20.0566	NA	NA	NA	NA
PCP2	126006	0.188906	0.900631	0.768726	0.218795	NA	NA	NA	NA
PCP4	5121	8.86835	13.0333	8.56656	14.1805	NA	NA	NA	NA
PCP4L1	654790	4.1261	2.09427	0.494733	0.367611	NA	NA	NA	NA
PCSK1	5122	0.433523	6.86711	3.27231	0.772055	cerebral-cortex	glial-cells	Low	Approved
PCSK1N	27344	3.54352	1.95215	0	0.0992948	cerebral-cortex	glial-cells	Medium	Enhanced
PCSK2	5126	0.242176	0.178621	0.0265203	1.64425	NA	NA	NA	NA
PCSK4	54760	4.36845	3.20144	2.81126	4.12596	NA	NA	NA	NA
PCSK5	5125	4.16098	2.18976	3.97742	2.89316	NA	NA	NA	NA
PCSK6	5046	3.36693	2.35823	0.566416	1.28649	NA	NA	NA	NA
PCSK7	9159	11.6385	8.96931	10.3667	10.0871	NA	NA	NA	NA
PCTP	58488	4.11382	4.05232	4.14645	4.67804	NA	NA	NA	NA
