del_rxnID_KO	prctile_CP	prctile_PC	prctile_CH	prctile_HC	prctile_CS	prctile_SC	subSystem_CP	subSystem_PC	subSystem_CH	subSystem_HC	subSystem_CS	subSystem_SC	MetabolicUnits_CP	MetabolicUnits_PC	MetabolicUnits_CH	MetabolicUnits_HC	MetabolicUnits_CS	MetabolicUnits_SC	Localization_CP	Localization_PC	Localization_CH	Localization_HC	Localization_CS	Localization_SC
UMPK3	68.8723367399965	1.0590015128593	14.4638835960506	62.7951059796657	84.7566256712281	13.9423076923077	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	[c]	[c]	[c]	[c]	[c]	[c]
HS2ly	67.8156937467521	32.0726172465961	71.1934869218777	66.2932965707393	85.2243201108609	79.0865384615385	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	heparan sulphate degradation, lysosome	heparan sulphate degradation, lysosome	heparan sulphate degradation, lysosome	heparan sulphate degradation, lysosome	heparan sulphate degradation, lysosome	heparan sulphate degradation, lysosome	[l]	[l]	[l]	[l]	[l]	[l]
S6TASE2ly	67.8156937467521	32.0726172465961	71.1934869218777	66.2932965707393	85.2243201108609	79.0865384615385	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	NA	NA	NA	NA	NA	NA	[l]	[l]	[l]	[l]	[l]	[l]
RE3177M	66.741728737225	49.5881660783325	71.7131474103586	61.0201619851801	84.1330330850511	85.0274725274725	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
RE3178M	66.741728737225	49.5881660783325	71.7131474103586	61.0201619851801	84.1330330850511	99.2101648351648	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
RE3179M	66.741728737225	49.5881660783325	71.7131474103586	61.0201619851801	84.1330330850511	85.0274725274725	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
RE3185M	66.741728737225	49.5881660783325	71.7131474103586	61.0201619851801	84.1330330850511	99.2101648351648	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
RE3186M	66.741728737225	49.5881660783325	71.7131474103586	61.0201619851801	84.1330330850511	85.0274725274725	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
RE3189M	66.741728737225	49.5881660783325	71.7131474103586	61.0201619851801	84.1330330850511	85.0274725274725	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
RE3190M	66.741728737225	49.5881660783325	71.7131474103586	61.0201619851801	84.1330330850511	99.2101648351648	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
RE3192M	66.741728737225	49.5881660783325	71.7131474103586	61.0201619851801	84.1330330850511	85.0274725274725	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
RE3193M	66.741728737225	49.5881660783325	71.7131474103586	61.0201619851801	84.1330330850511	99.2101648351648	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
RE3194M	66.741728737225	49.5881660783325	71.7131474103586	61.0201619851801	84.1330330850511	85.0274725274725	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
RE3195M	66.741728737225	49.5881660783325	71.7131474103586	61.0201619851801	84.1330330850511	99.2101648351648	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
HMR_3522	66.5511865581154	49.5881660783325	72.4579941105145	67.1204549371015	84.1330330850511	85.0274725274725	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]
FAOXC1811601m	65.0441711415209	74.5503445957304	67.5038974536636	42.546958469757	71.0375887753334	99.0384615384615	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
FAOXC14C12m	64.1434262948207	31.7028071944865	69.3227091633466	21.3682577976908	99.0646111207345	70.9306318681319	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
UMPK	63.8662740342976	10.1193477895445	7.88151740862636	15.4402895054282	98.7528148276459	29.6703296703297	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	[c]	[c]	[c]	[c]	[c]	[c]
FAOXC102C101m	59.9861423869738	78.618255168936	45.7820890351637	59.452007582285	51.5676424735839	99.9656593406593	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
CYTK6n	58.6869911657717	15.7169272146579	21.0289277671921	39.9448561089092	89.7973324094925	12.654532967033	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	[n]	[n]	[n]	[n]	[n]	[n]
CYTK1	58.046076563312	3.17700453857791	15.74571280097	31.6388075133552	88.290316992898	44.4024725274725	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]
CYTK14n	56.9894335700676	15.313498066902	12.8702580980426	44.0461830087886	87.8226225532652	10.0789835164835	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	[n]	[n]	[n]	[n]	[n]	[n]
CYTK14	55.3265200069288	18.4736930576567	15.7110687684046	49.3710149922454	99.0992551532999	19.6943681318681	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]
CYTK7	54.7029274207518	2.73995629517566	12.1427334141694	68.051008099259	86.921877706565	8.87706043956044	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]
FACOAL150	54.633639355621	71.9616742309632	58.3059068075524	60.3653282784766	52.1739130434783	81.1126373626374	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	[c]	[c]	[c]	[c]	[c]	[c]
CYTK2n	47.8607309890871	13.3131618759455	11.2419885674693	44.9250387730484	84.5660834921185	10.5425824175824	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	[n]	[n]	[n]	[n]	[n]	[n]
CYTDK1	45.7994110514464	5.59757942511346	17.1834401524337	52.5934861278649	100	13.1009615384615	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	[c]	[c]	[c]	[c]	[c]	[c]
FAOXC2031836m	43.5995149835441	70.2639099008237	22.8477394768751	64.4838876443219	37.0171487961199	85.7657967032967	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
CYTK1n	42.9412783648017	15.6328794755421	11.7962930885155	45.1490608306049	99.0472891044518	20.5700549450549	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	[n]	[n]	[n]	[n]	[n]	[n]
NACHEX21ly	40.931924476009	48.3442595394184	72.0595877360125	66.3966913665346	86.5061493157804	73.0940934065934	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	NA	NA	NA	NA	NA	NA	[l]	[l]	[l]	[l]	[l]	[l]
CYTK9n	39.3036549454357	3.53000504286435	14.0827992378313	42.1850766844736	98.7181707950806	5.56318681318681	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	[n]	[n]	[n]	[n]	[n]	[n]
CYTK13	34.453490386281	3.79895780803496	14.8449679542699	22.9536446665518	87.9958427160922	19.6600274725275	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]
GALASE17ly	31.5953576996362	63.5064716759119	29.5513597782782	70.9460623815268	30.417460592413	99.7424450549451	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	NA	NA	NA	NA	NA	NA	[l]	[l]	[l]	[l]	[l]	[l]
GALASE18ly	30.9197990646111	63.5064716759119	29.4127836480166	70.7909701878339	31.3874935042439	99.7081043956044	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	NA	NA	NA	NA	NA	NA	[l]	[l]	[l]	[l]	[l]	[l]
NACHEX24ly	30.9197990646111	63.5064716759119	29.4127836480166	70.7909701878339	31.3874935042439	99.7081043956044	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	NA	NA	NA	NA	NA	NA	[l]	[l]	[l]	[l]	[l]	[l]
NACHEX25ly	30.8851550320457	63.5064716759119	29.0836653386454	70.7220403239704	31.3008834228304	99.7596153846154	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	NA	NA	NA	NA	NA	NA	[l]	[l]	[l]	[l]	[l]	[l]
S6TASE24ly	30.867833015763	63.5064716759119	29.5340377619955	70.5669481302774	27.3341416940932	99.7252747252747	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	Keratan sulfate degradation	NA	NA	NA	NA	NA	NA	[l]	[l]	[l]	[l]	[l]	[l]
r1259	25.8271262774987	73.0038661959993	43.0105664299324	58.3491297604687	36.4282002425082	86.7273351648352	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]
UMPK7	8.36653386454183	7.09362918137502	11.6577169582539	28.226779252111	91.4775679889139	15.2987637362637	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	[c]	[c]	[c]	[c]	[c]	[c]
