SYMBOL	ENTREZID	Bipolar disorder 2a BD2a_NA	Bipolar disorder 2a BD2a_NA2	Bipolar disorder 3a BD3a_NA	Bipolar disorder 3b BD3b_NA	Bipolar disorder 4a BD4a_NA	Bipolar disorder 4b BD4b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
NPPA	4878	0.159755	0.270001	0.138509	0.200475	0.171658	0.239725	NA	NA	NA	NA
NPPA-AS1	100379251	0.755183	0.548035	1.61433	1.70946	0.781209	1.07662	NA	NA	NA	NA
NPPB	4879	4.20906	4.49292	23.993	41.8522	2.14938	1.94962	NA	NA	NA	NA
NPPC	4880	0.164924	0.357093	0.155924	0	0.373352	0.0753749	NA	NA	NA	NA
NPR2	4882	8.32272	10.6464	10.4913	10.8252	11.0277	13.3307	NA	NA	NA	NA
NPR3	4883	19.2359	18.2368	7.62105	7.14795	22.8721	21.2128	NA	NA	NA	NA
NPRL2	10641	12.8589	14.1248	15.9977	20.7128	15.1674	15.9082	cerebral-cortex	glial-cells	Low	Approved
NPRL3	8131	9.36277	7.72392	9.01089	9.38041	8.20061	8.68198	NA	NA	NA	NA
NPTN	27020	290.807	303.389	276.109	278.479	313.83	326.938	NA	NA	NA	NA
NPTX1	4884	3.61753	4.10135	0.608684	0.528857	0.2478	0.345749	cerebral-cortex	glial-cells	Medium	Enhanced
NPTX2	4885	0.201918	0.182088	0.119027	0.0575196	0.117764	0.115351	NA	NA	NA	NA
NPTXR	23467	6.16068	5.49272	4.40112	4.35095	3.57906	3.71162	NA	NA	NA	NA
NPW	283869	2.32374	1.84333	1.27274	1.11894	1.63699	0.807736	NA	NA	NA	NA
NPY1R	4886	0.0763857	0.0321781	0.245046	0.278417	0.0104063	0	NA	NA	NA	NA
NQO1	1728	248.561	231.483	61.3023	55.8043	172.587	174.956	cerebral-cortex	glial-cells	Low	Enhanced
NQO2	4835	19.3746	18.8088	10.8042	9.01476	15.5059	17.7563	NA	NA	NA	NA
NR1D1	9572	0.887535	0.952155	1.46875	1.1219	1.5191	1.26607	NA	NA	NA	NA
NR1D2	9975	3.13929	2.58977	2.4392	2.17912	2.66008	2.82368	NA	NA	NA	NA
NR1H2	7376	26.1956	26.3995	29.6668	29.0766	25.4501	24.3864	NA	NA	NA	NA
NR1H3	10062	2.03906	2.51983	1.76885	1.33801	2.19221	1.81942	cerebral-cortex	glial-cells	Medium	Approved
NR1I3	9970	0.267859	0.166409	0.701046	0.587346	0.32344	0.187916	NA	NA	NA	NA
NR2C1	7181	24.5278	25.6217	24.8496	25.3928	26.7515	23.1861	cerebral-cortex	glial-cells	Medium	Supported
NR2C2	7182	7.39035	6.41102	9.14064	7.45619	6.93901	8.17348	cerebral-cortex	glial-cells	Medium	Approved
NR2C2AP	126382	3.00477	2.80881	2.96182	2.28464	2.96179	2.36589	cerebral-cortex	glial-cells	Low	Approved
NR2F1	7025	5.0163	5.87181	4.71744	5.29898	6.76864	8.06872	NA	NA	NA	NA
NR2F1-AS1	441094	8.69136	8.7784	4.29861	7.33177	7.73282	10.041	NA	NA	NA	NA
NR2F2	7026	161.14	160.42	215.971	202.511	146.677	137.908	NA	NA	NA	NA
NR2F2-AS1	644192	6.55265	9.24816	10.9671	9.2881	8.26263	10.4933	NA	NA	NA	NA
NR2F6	2063	11.7988	10.8777	9.63314	10.1788	13.8664	12.9397	NA	NA	NA	NA
NR3C1	2908	11.8091	11.3108	12.68	11.5969	13.28	12.5039	cerebral-cortex	glial-cells	Medium	Supported
NR4A1	3164	3.65497	5.74365	2.82697	1.81111	3.88676	2.38571	NA	NA	NA	NA
NR4A2	4929	0.778836	1.19658	0.468914	0.324978	0.385319	0.921416	NA	NA	NA	NA
NR4A3	8013	1.00234	1.03203	0.576555	0.642359	0.478504	0.350711	NA	NA	NA	NA
NR6A1	2649	0.0542727	0.111912	0.0616015	0.131231	0.0893998	0.00937851	NA	NA	NA	NA
NRARP	441478	0.162175	0.150414	0.136576	0.133644	0.170252	0.066176	NA	NA	NA	NA
NRAS	4893	17.3947	16.7372	11.4851	13.6107	16.467	15.8934	NA	NA	NA	NA
NRBF2	29982	15.5048	17.4659	19.5561	20.1286	19.1522	18.8798	NA	NA	NA	NA
NRBF2P2	100114903	0.254898	0.0919385	0.100517	0.163376	0.0445953	0.145617	NA	NA	NA	NA
NRBF2P3	643232	0	0.182769	0.149862	0.324784	0.310286	0.289479	NA	NA	NA	NA
NRBF2P4	728381	0.0864066	0.373989	0.153343	0.27691	0.181405	0.493619	NA	NA	NA	NA
NRBF2P5	100118954	0.0957781	0.155099	0.226412	0.183966	0.15046	0.163784	NA	NA	NA	NA
NRBP1	29959	94.252	97.2194	92.2789	91.5654	100.104	101.833	cerebral-cortex	glial-cells	Low	Supported
NRCAM	4897	0.342152	0.621585	0.643405	0.813121	0.532269	0.806889	cerebral-cortex	glial-cells	Low	Approved
NRDE2	55051	8.53316	8.11073	6.03103	6.58632	4.62322	6.6733	NA	NA	NA	NA
NREP	9315	460.511	519.103	229.374	210.038	293.961	310.011	cerebral-cortex	glial-cells	Medium	Approved
NRF1	4899	4.76243	5.13414	4.79276	5.6239	5.09922	4.55515	cerebral-cortex	glial-cells	Medium	Approved
NRG1	3084	14.6025	13.7359	41.7971	52.8339	16.2398	15.3797	NA	NA	NA	NA
NRG4	145957	0.60226	0.605071	0.770434	0.81397	0.697846	0.535827	NA	NA	NA	NA
NRGN	4900	0.774492	0.734919	0.418207	0.674658	1.32458	1.06187	cerebral-cortex	glial-cells	Medium	Enhanced
NRIP1	8204	5.63245	6.40931	4.8192	5.59086	5.51853	6.02636	cerebral-cortex	glial-cells	Low	Approved
NRIP2	83714	0.415053	0.368695	0.623207	0.480079	0.483361	0.461181	cerebral-cortex	glial-cells	Low	Enhanced
NRIP3	56675	5.12388	4.73308	4.44268	4.64566	6.08846	5.82467	NA	NA	NA	NA
NRK	203447	8.04874	7.8884	7.14	8.82862	4.96772	4.86843	NA	NA	NA	NA
NRL	4901	0.201202	0.287954	0.276503	0.159041	0.29258	0.288114	NA	NA	NA	NA
NRP1	8829	49.663	46.112	48.5968	40.7912	70.6487	77.4073	cerebral-cortex	glial-cells	Low	Approved
NRP2	8828	87.2148	92.8302	70.9587	81.7341	98.0376	90.1732	cerebral-cortex	glial-cells	Medium	Enhanced
NRSN2	80023	23.7454	24.5996	22.4455	21.9717	23.7559	24.3954	cerebral-cortex	glial-cells	Low	Approved
NRXN2	9379	2.62695	1.45206	1.58144	1.24751	2.17998	2.97582	NA	NA	NA	NA
NRXN3	9369	3.61104	3.38854	10.0554	11.1651	4.82928	4.64798	NA	NA	NA	NA
NSA2	10412	54.8849	56.0792	43.6652	45.8785	56.8147	57.196	cerebral-cortex	glial-cells	Low	Approved
NSD1	64324	12.2971	11.1641	8.60745	9.58591	9.67992	12.9866	cerebral-cortex	glial-cells	High	Supported
NSF	4905	48.1114	49.6867	39.5302	34.9967	31.815	36.2982	cerebral-cortex	glial-cells	Low	Enhanced
NSFL1C	55968	67.4805	65.3578	75.6724	76.2848	69.6495	67.6014	NA	NA	NA	NA
NSG1	27065	1.33071	1.08505	1.69392	2.10128	0.497508	0.404436	NA	NA	NA	NA
NSL1	25936	15.1715	13.8074	15.6362	12.2498	13.7384	14.1555	NA	NA	NA	NA
NSMAF	8439	19.3361	19.2879	15.7235	10.5077	17.3109	18.5405	NA	NA	NA	NA
NSMCE1	197370	55.2509	51.4802	29.2088	27.3256	37.6084	28.8743	NA	NA	NA	NA
NSMCE2	286053	18.7248	15.201	17.576	16.2214	16.5429	21.3263	cerebral-cortex	glial-cells	High	Supported
NSMCE4A	54780	8.33871	8.05706	8.26267	7.82703	10.5696	11.4416	cerebral-cortex	glial-cells	Low	Approved
NSMF	26012	43.9709	38.9781	34.8543	31.8254	29.9289	27.2371	cerebral-cortex	glial-cells	High	Enhanced
NSRP1	84081	11.6154	11.3988	11.4724	13.2412	10.8371	13.3727	cerebral-cortex	glial-cells	High	Enhanced
NSRP1P1	100420557	0.413378	0.569291	0.42125	0.50582	0.591759	0.558177	NA	NA	NA	NA
NSUN2	54888	39.9709	39.3256	43.6435	42.8387	39.1473	38.8333	cerebral-cortex	glial-cells	Low	Supported
NSUN3	63899	3.49375	3.44296	3.90729	3.29428	3.74594	4.3192	NA	NA	NA	NA
NSUN4	387338	9.10254	7.93469	7.17533	7.18997	9.64198	8.97464	NA	NA	NA	NA
NSUN5P1	155400	0.602502	0.351047	0.713075	0.297055	0.194601	0.158859	NA	NA	NA	NA
NSUN6	221078	2.17496	2.35331	1.8707	3.91788	2.76831	3.83558	NA	NA	NA	NA
NSUN7	79730	0.13268	0.0194611	0.0848196	0.096685	0.0846771	0.150597	NA	NA	NA	NA
NT5C	30833	35.6035	31.0971	20.1084	24.1507	29.2621	31.4098	cerebral-cortex	glial-cells	Medium	Approved
NT5C1B	93034	1.76005	1.80029	2.20674	2.66521	1.284	0.91113	NA	NA	NA	NA
NT5C2	22978	92.764	89.6525	94.2233	87.8628	99.4403	89.0486	cerebral-cortex	glial-cells	Low	Approved
NT5C3A	51251	11.9978	10.7509	9.12044	8.66942	10.6727	9.85302	NA	NA	NA	NA
NT5C3AP1	90859	1.03714	0.972615	0.691629	1.10792	0.798401	1.10598	NA	NA	NA	NA
NT5CP1	326609	0.0910642	0.492685	0.108311	0.23347	0.28674	0.104045	NA	NA	NA	NA
NT5DC1	221294	10.7714	11.5087	13.0272	13.8404	12.6615	10.7755	NA	NA	NA	NA
NT5DC2	64943	479.888	486.208	459.251	413.081	500.363	486.509	cerebral-cortex	glial-cells	Low	Approved
NT5DC3	51559	2.26024	2.03321	1.44278	1.49574	2.29234	1.69417	NA	NA	NA	NA
NT5E	4907	172.92	170.612	174.675	171.088	163.855	178.228	cerebral-cortex	glial-cells	Low	Approved
NT5M	56953	0.281337	0.446684	0.402008	0.594699	0.284106	0.672885	NA	NA	NA	NA
NTAN1	123803	74.3453	74.1517	86.6378	78.3986	76.9064	80.2196	NA	NA	NA	NA
NTAN1P2	100420307	0.607047	0.20527	1.07668	0.826808	0.756718	0.650232	NA	NA	NA	NA
NTF3	4908	11.2613	9.55425	12.2032	14.1524	17.9005	16.0784	NA	NA	NA	NA
NTF4	4909	2.32248	3.01411	0.945955	0.606027	1.28492	0.607914	NA	NA	NA	NA
NTHL1	4913	8.41397	7.73414	7.54268	9.2574	9.44291	7.69635	cerebral-cortex	glial-cells	High	Supported
NTM	50863	67.2902	64.2139	125.234	122.372	89.6561	86.5354	NA	NA	NA	NA
NTMT1	28989	64.2946	62.0361	61.3004	56.4254	60.7932	54.1551	NA	NA	NA	NA
NTN1	9423	0.0784419	0.100797	0.306158	0.287943	0.133826	0.156852	NA	NA	NA	NA
NTN3	4917	0.219873	0.16994	0.0741001	0.100662	0.0989234	0.107664	NA	NA	NA	NA
NTN4	59277	150.992	148.928	91.7285	71.8219	111.87	114.356	NA	NA	NA	NA
NTN5	126147	0.202862	0.165004	0.133708	0.23981	0.262295	0.375362	NA	NA	NA	NA
NTNG1	22854	4.52647	4.7332	5.58446	4.03527	2.88747	2.10304	NA	NA	NA	NA
NTNG2	84628	0.471109	0.31248	0.6272	0.623775	0.492861	0.555949	NA	NA	NA	NA
NTPCR	84284	24.0569	24.9139	13.7407	14.9459	18.4499	16.2554	NA	NA	NA	NA
NTRK2	4915	0.203523	0.134164	0.172882	0.298332	0.0370128	0.0201315	NA	NA	NA	NA
NTRK3	4916	0.478776	0.243885	3.7915	1.62576	0.596513	0.445089	cerebral-cortex	glial-cells	Low	Approved
NUAK1	9891	31.3235	33.5816	38.5203	45.6476	39.0383	34.8023	NA	NA	NA	NA
NUAK2	81788	6.8419	7.41283	7.9095	7.83971	7.73381	7.17744	NA	NA	NA	NA
NUB1	51667	43.3666	41.4295	36.1329	39.0398	39.5852	38.3891	NA	NA	NA	NA
NUBP1	4682	18.2207	15.2111	13.9193	12.3364	16.9617	15.1368	cerebral-cortex	glial-cells	Medium	Enhanced
NUBP2	10101	22.9564	22.558	24.7828	27.4482	24.8615	25.0072	NA	NA	NA	NA
NUBPL	80224	5.67938	5.61051	3.97648	3.78281	4.61206	5.4813	NA	NA	NA	NA
NUCB1	4924	103.411	100.889	109.431	106.65	99.0795	93.8524	cerebral-cortex	glial-cells	Low	Supported
NUCB2	4925	122.539	121.385	105.858	83.7659	125.941	153.995	cerebral-cortex	glial-cells	Low	Approved
NUCKS1	64710	341.574	344.71	275.197	237.709	332.088	382.33	cerebral-cortex	glial-cells	High	Supported
NUDC	10726	48.1217	49.6708	44.9025	47.0503	41.8139	43.4855	cerebral-cortex	glial-cells	Medium	Enhanced
NUDCD1	84955	17.1849	17.1835	13.8623	14.9227	14.4416	14.1481	NA	NA	NA	NA
NUDCD2	134492	15.2841	17.7685	17.848	15.5056	16.3893	16.5337	NA	NA	NA	NA
NUDCD3	23386	56.4294	54.1841	58.5892	57.1278	50.2454	48.0992	cerebral-cortex	glial-cells	Low	Enhanced
NUDT1	4521	10.6803	9.59372	9.76459	9.57905	9.85904	9.58941	cerebral-cortex	glial-cells	Low	Approved
NUDT12	83594	2.96553	2.57943	2.77693	3.17017	3.66317	4.13468	cerebral-cortex	glial-cells	Medium	Supported
NUDT13	25961	0.509305	0.795628	1.14397	0.804259	1.02972	1.35821	NA	NA	NA	NA
NUDT14	256281	8.60373	9.98816	13.971	15.899	6.49575	5.04766	NA	NA	NA	NA
NUDT15	55270	8.34951	8.16821	6.63357	6.85763	7.50319	7.20967	cerebral-cortex	glial-cells	Medium	Approved
NUDT16	131870	10.1894	9.71306	9.61131	10.1904	9.76695	10.0166	NA	NA	NA	NA
NUDT16L1	84309	24.9195	24.508	24.2279	26.5859	20.1642	19.7875	cerebral-cortex	glial-cells	Medium	Approved
NUDT18	79873	4.52145	4.977	4.45922	4.45486	5.17418	4.60168	cerebral-cortex	glial-cells	Low	Approved
NUDT19	390916	1.98642	1.9301	1.32613	1.44208	2.22367	2.09589	NA	NA	NA	NA
NUDT2	318	13.6793	12.9453	12.0962	11.4593	14.0353	13.2872	NA	NA	NA	NA
NUDT21	11051	35.8893	37.22	35.4013	31.4969	35.2948	39.9898	NA	NA	NA	NA
NUDT22	84304	31.429	29.5001	31.5483	32.696	34.1059	28.3471	NA	NA	NA	NA
NUDT3	11165	5.67459	5.52823	4.84911	4.90989	5.71028	5.67199	NA	NA	NA	NA
NUDT4	11163	5.9401	7.74897	9.46987	10.5517	6.72808	8.04748	NA	NA	NA	NA
NUDT5	11164	54.7871	63.2817	70.3344	60.6618	68.2001	72.7024	NA	NA	NA	NA
NUDT6	11162	7.92447	10.0177	7.4827	8.61767	9.00349	9.48223	NA	NA	NA	NA
NUDT7	283927	2.29927	3.10514	2.48013	2.02322	2.54066	2.45132	NA	NA	NA	NA
NUDT8	254552	2.34077	1.43702	1.6483	1.77339	2.45721	1.45826	cerebral-cortex	glial-cells	Low	Enhanced
NUDT9	53343	20.8373	21.1256	20.1567	21.3324	16.5696	20.1081	cerebral-cortex	glial-cells	Medium	Approved
NUF2	83540	1.12957	2.50882	0.47964	0.48392	6.55384	4.08791	NA	NA	NA	NA
NUFIP1	26747	1.78025	1.54844	1.8372	1.77981	1.71691	1.70313	NA	NA	NA	NA
NUFIP2	57532	29.9933	32.5533	35.5112	32.5003	32.3001	38.6555	NA	NA	NA	NA
NUMA1	4926	31.5716	29.8655	36.9967	30.2368	38.8846	33.5854	cerebral-cortex	glial-cells	High	Enhanced
NUMB	8650	112.656	111.8	91.8028	93.1019	66.9111	68.0423	cerebral-cortex	glial-cells	Low	Approved
NUMBL	9253	23.297	22.2077	21.5688	22.3661	26.3265	20.3101	NA	NA	NA	NA
NUP107	57122	13.1521	11.6112	11.9593	11.6344	10.8323	13.709	NA	NA	NA	NA
NUP133	55746	9.66342	10.0175	10.6135	10.1152	10.3251	10.7918	NA	NA	NA	NA
NUP153	9972	15.2955	14.7888	13.4444	12.3548	14.6344	14.7931	cerebral-cortex	glial-cells	High	Supported
NUP155	9631	4.33299	4.53747	3.34772	3.00268	4.36953	4.27627	NA	NA	NA	NA
NUP160	23279	7.41079	7.5483	7.46433	7.40528	9.3484	9.17126	NA	NA	NA	NA
NUP188	23511	19.4832	19.6404	18.4881	16.7816	14.6162	16.2	cerebral-cortex	glial-cells	Low	Approved
NUP205	23165	12.6106	14.8156	15.0719	12.7173	12.8517	11.3401	NA	NA	NA	NA
NUP214	8021	21.0707	17.9419	18.8637	21.0637	18.263	18.8717	NA	NA	NA	NA
NUP35	129401	8.29378	6.9106	7.34736	6.10979	9.60001	8.49318	cerebral-cortex	glial-cells	Medium	Enhanced
NUP37	79023	10.9365	13.9561	9.10625	11.7786	13.1184	13.1623	cerebral-cortex	glial-cells	Low	Supported
NUP43	348995	9.2053	9.62012	8.32676	7.73486	9.0949	9.30598	cerebral-cortex	glial-cells	Medium	Enhanced
NUP50	10762	7.38849	7.214	7.95307	7.86426	9.82329	8.82193	cerebral-cortex	glial-cells	Medium	Enhanced
NUP54	53371	24.5476	25.7766	23.5957	19.4854	30.0951	26.4512	NA	NA	NA	NA
NUP62	23636	21.2454	22.979	23.16	22.1054	26.3165	20.6197	cerebral-cortex	glial-cells	Low	Supported
NUP85	79902	54.4559	56.0809	54.9526	52.5663	54.3785	55.0513	NA	NA	NA	NA
NUP88	4927	35.8993	35.002	39.2252	34.9919	41.8873	47.6712	cerebral-cortex	glial-cells	High	Approved
NUP93	9688	55.5831	59.3425	62.9343	58.6555	52.7202	48.3235	NA	NA	NA	NA
NUP98	4928	49.9359	51.9319	52.9324	52.9961	51.9725	55.0953	NA	NA	NA	NA
NUPR1	26471	50.6506	54.5503	40.1284	25.7385	38.1614	38.0876	NA	NA	NA	NA
NUS1	116150	6.35812	5.88348	5.09303	5.15525	5.16233	5.23185	NA	NA	NA	NA
NUS1P1	729148	5.22892	4.54423	3.89608	3.48341	3.15505	3.10476	NA	NA	NA	NA
NUSAP1	51203	4.64987	3.80506	1.76928	0.353861	11.1367	12.6823	NA	NA	NA	NA
NUTF2	10204	123.054	132.275	124.381	128.985	102.259	92.4814	cerebral-cortex	glial-cells	Low	Supported
NUTF2P2	326613	3.72704	5.47869	8.75157	4.95935	5.06965	3.35556	NA	NA	NA	NA
NUTM2A-AS1	728190	16.8777	11.8204	19.8092	20.3926	11.4971	10.9859	NA	NA	NA	NA
NVL	4931	16.4005	15.8993	12.9814	17.9424	13.8472	13.3161	NA	NA	NA	NA
NXF1	10482	71.0473	68.2703	89.2475	74.6447	65.7325	66.3109	cerebral-cortex	glial-cells	High	Supported
NXF3	56000	0.194662	0.580024	0.927153	1.2193	0.386807	0.254644	NA	NA	NA	NA
NXN	64359	76.5813	77.6872	60.429	54.1707	48.9279	50.601	NA	NA	NA	NA
NXNL2	158046	1.38345	0.769076	0.909623	0.937702	0.8403	1.14674	NA	NA	NA	NA
NXPE3	91775	11.1136	11.1593	11.5571	11.0901	14.6696	15.0949	NA	NA	NA	NA
NXPH3	11248	0.91566	0.820824	0.0946361	0.146973	0.654905	0.464622	NA	NA	NA	NA
NXPH4	11247	4.53947	5.15684	5.97829	7.30779	4.62958	4.09622	NA	NA	NA	NA
NXT1	29107	10.3997	11.7137	13.3645	13.877	12.1301	11.9169	NA	NA	NA	NA
NXT2	55916	1.56089	2.19231	1.80507	1.17048	1.36224	1.44777	NA	NA	NA	NA
NYAP1	222950	0.636521	0.553063	0.478829	0.723878	0.731127	0.977688	NA	NA	NA	NA
NYNRIN	57523	2.85955	3.21064	1.89144	1.26256	4.00077	3.00483	cerebral-cortex	glial-cells	Medium	Approved
OAF	220323	17.4118	17.9591	26.1233	25.6493	24.7751	22.1485	NA	NA	NA	NA
OARD1	221443	7.94281	8.19011	9.64857	10.1622	9.87094	10.3359	NA	NA	NA	NA
OAS1	4938	0.709643	1.23578	0.0717939	0.551047	3.05741	1.26625	NA	NA	NA	NA
OAS2	4939	0.478248	0.997929	0.009683	0.120178	1.38743	0.723099	cerebral-cortex	glial-cells	High	Approved
OAS3	4940	0.90915	1.05229	0.470936	0.495328	2.01273	1.5023	NA	NA	NA	NA
OASL	8638	0.204432	0.055398	0.0351004	0.0654198	0.343658	0.288575	NA	NA	NA	NA
OAT	4942	126.475	138.64	125.036	116.976	132.199	141.807	cerebral-cortex	glial-cells	Low	Enhanced
OAZ1	4946	589.368	622.658	599.946	571.499	608.874	583.428	NA	NA	NA	NA
OAZ2	4947	128.237	151.605	140.668	128.523	123.285	115.052	NA	NA	NA	NA
OAZ3	51686	1.24928	1.48912	1.14789	2.28845	2.19713	1.77592	NA	NA	NA	NA
OBSCN	84033	1.77212	1.56874	2.24358	2.90536	1.80224	2.11795	NA	NA	NA	NA
OBSL1	23363	19.2192	19.3521	17.2347	18.9368	23.787	23.8468	NA	NA	NA	NA
OCEL1	79629	8.71499	5.66951	10.6879	16.1863	6.28968	7.29576	NA	NA	NA	NA
OCIAD1	54940	164.743	175.496	155.644	154.176	148.379	166.065	cerebral-cortex	glial-cells	Medium	Approved
OCIAD1-AS1	100861517	0.398944	1.68996	1.25725	1.93269	0	1.44907	NA	NA	NA	NA
OCIAD2	132299	163.972	179.117	322.045	309.236	115.23	89.9496	NA	NA	NA	NA
OCLM	10896	0.369468	0.133262	0.0485578	0.105249	0.0861866	0.23452	NA	NA	NA	NA
OCRL	4952	16.9719	17.7454	16.9918	17.3114	14.2823	15.2569	cerebral-cortex	glial-cells	Medium	Approved
ODC1	4953	55.5161	56.1508	39.6521	40.1316	61.8364	62.3879	cerebral-cortex	glial-cells	Low	Approved
ODF2	4957	25.5543	21.04	24.9621	27.6407	21.9127	17.526	NA	NA	NA	NA
ODF2-AS1	107080620	0.237939	0.663628	0.716543	0	1.83349	0.476592	NA	NA	NA	NA
ODF2L	57489	16.3262	17.3477	27.2936	31.1126	25.5954	24.1841	NA	NA	NA	NA
ODF3B	440836	0.190059	0.207059	0.137897	0.601799	0.571337	0.286242	NA	NA	NA	NA
ODF3L1	161753	0.225416	0.0914679	0.0665633	0	0.207054	0.225356	NA	NA	NA	NA
OFD1	8481	5.25124	3.88942	6.06963	6.50802	4.42664	4.28544	cerebral-cortex	glial-cells	Low	Approved
OFD1P17	23738	0.119419	0.139986	0.140767	0.191348	0.104469	0.204657	NA	NA	NA	NA
OGDH	4967	39.697	42.2811	39.0306	41.1443	30.4395	31.6817	cerebral-cortex	glial-cells	Low	Supported
OGDHL	55753	0.158739	0.161849	0.155753	0.183092	0.137001	0.070464	cerebral-cortex	glial-cells	Low	Enhanced
OGFOD1	55239	39.6711	47.5276	42.91	48.4	44.1361	42.5743	NA	NA	NA	NA
OGFOD2	79676	10.4712	9.401	14.8046	18.3181	13.1871	12.5195	cerebral-cortex	glial-cells	Low	Approved
OGFOD3	79701	17.7065	20.0873	14.5399	18.0218	18.2706	14.4653	NA	NA	NA	NA
OGFR	11054	21.179	22.8697	21.7294	20.1917	19.7594	16.458	cerebral-cortex	glial-cells	Low	Supported
OGFR-AS1	101409261	0.180142	0.12995	0.427048	0.307897	0.18909	0.137214	NA	NA	NA	NA
OGFRL1	79627	4.90383	3.8576	5.69738	8.34266	3.59427	3.77113	NA	NA	NA	NA
OGG1	4968	17.2374	14.8788	15.2962	12.58	13.0767	14.2672	cerebral-cortex	glial-cells	Low	Approved
OGT	8473	81.8615	87.2783	119.021	102.068	96.3979	99.9458	cerebral-cortex	glial-cells	Low	Approved
OIP5	11339	0.567608	0.40644	0.17659	0.253533	0.842756	1.11417	NA	NA	NA	NA
OIP5-AS1	729082	6.87494	6.13426	7.23914	6.94388	6.57426	6.28032	NA	NA	NA	NA
OLA1	29789	61.6623	55.4612	44.718	53.3094	44.0896	50.0736	cerebral-cortex	glial-cells	Medium	Approved
OLAH	55301	0.163345	0.219787	0.583746	0.482585	0.350097	0.218407	NA	NA	NA	NA
OLFM1	10439	1.03563	1.22149	2.21333	3.64316	1.74003	1.36123	NA	NA	NA	NA
OLFM2	93145	90.7616	92.8303	14.0147	10.9641	45.9403	43.2135	NA	NA	NA	NA
OLFML2A	169611	3.75833	3.27334	1.15131	1.5571	1.34795	1.19227	cerebral-cortex	glial-cells	Low	Approved
OLFML2B	25903	5.03445	5.81511	3.46521	2.24174	3.00525	3.74637	NA	NA	NA	NA
OLFML3	56944	25.0875	25.4105	9.90801	8.68158	26.4791	28.6378	NA	NA	NA	NA
OLR1	4973	2.57736	3.04899	3.11188	3.85275	1.91854	4.0611	NA	NA	NA	NA
OMA1	115209	11.127	14.4395	13.1171	10.3347	14.3465	12.0576	NA	NA	NA	NA
OPA1	4976	63.7025	57.1605	61.0862	63.1758	47.4925	55.6887	cerebral-cortex	glial-cells	Low	Supported
OPA3	80207	7.01145	8.20495	7.18048	7.36849	8.12347	7.97329	NA	NA	NA	NA
OPCML	4978	1.17718	0.255054	0.557444	0.511016	0.989168	0.941811	NA	NA	NA	NA
OPHN1	4983	12.8564	24.293	25.9006	8.44821	20.9864	5.07749	NA	NA	NA	NA
OPN1SW	611	1.03376	1.25417	1.70264	2.20861	2.59787	2.89911	NA	NA	NA	NA
OPN3	23596	23.7083	21.7737	15.9949	16.7705	18.5906	19.9642	NA	NA	NA	NA
OPRL1	4987	0.333039	0.329476	0.325201	0.310969	0.279027	0.299033	NA	NA	NA	NA
OPTN	10133	93.1135	105.033	133.794	141.865	105.281	110.65	cerebral-cortex	glial-cells	Medium	Approved
OR10A6	390093	0.439666	0.365959	0.479667	0.476898	0.0710057	0.115925	NA	NA	NA	NA
OR2W3	343171	0.369147	0.317662	0.88961	1.04956	0.426381	0.164805	NA	NA	NA	NA
OR51E2	81285	0.0977963	0.0352714	0.0128095	0.0696421	0.0772614	0.0248287	NA	NA	NA	NA
OR52K3P	390035	0.226722	0.544269	0.853762	0.968779	0.562736	0.562174	NA	NA	NA	NA
OR5BA1P	81210	0.358996	0.194228	0.721467	0.736312	0.113055	0.0820341	NA	NA	NA	NA
OR5E1P	26343	0.669402	0.552828	1.2157	1.13865	0.539653	0.673125	NA	NA	NA	NA
OR7E126P	81176	0.163251	0	0.264246	0.313907	0.127957	0.239244	NA	NA	NA	NA
OR7E128P	81175	0.204403	0.0737268	0.322119	0.655057	0.250332	0.116772	NA	NA	NA	NA
OR7E12P	10821	1.45273	1.25755	0.0429361	0	0.876865	0.663929	NA	NA	NA	NA
OR7E13P	10820	0	0.0991783	0	0.202776	0.150223	0.102083	NA	NA	NA	NA
OR7E38P	389537	4.00536	4.14057	3.04388	2.56723	3.19098	2.77848	NA	NA	NA	NA
OR7E47P	26628	0.15321	0	0.0905854	0.147227	0.160832	0.262502	NA	NA	NA	NA
OR7E7P	392752	0.483998	0.187041	0.326904	0.310218	0.0362909	0.157998	NA	NA	NA	NA
OR7M1P	81352	0.0844846	0	0.100417	0.216609	0.0886712	0.386079	NA	NA	NA	NA
ORAI2	80228	26.0896	24.3621	25.1143	20.5528	24.2953	22.9547	NA	NA	NA	NA
ORAI3	93129	4.75435	4.74926	5.94219	6.46203	4.87908	4.84199	NA	NA	NA	NA
ORC1	4998	0.522141	0.453044	0.245932	0.09726	0.968844	0.845493	cerebral-cortex	glial-cells	High	Approved
ORC2	4999	9.30496	10.2484	9.6857	11.7981	12.6018	14.5301	NA	NA	NA	NA
ORC3	23595	10.1814	10.0841	11.177	12.0143	12.4944	14.2297	cerebral-cortex	glial-cells	High	Enhanced
ORC4	5000	13.7164	13.8441	9.79242	13.1978	12.0777	9.72515	cerebral-cortex	glial-cells	High	Approved
ORC5	5001	7.74279	7.3379	6.60927	7.10145	7.62766	6.69419	cerebral-cortex	glial-cells	Medium	Approved
ORC6	23594	4.29727	3.06281	3.84862	3.29218	4.94043	6.08623	NA	NA	NA	NA
