SYMBOL	ENTREZID	Bipolar disorder 1a BD1a_NA	Bipolar disorder 1b BD1b_NA	Bipolar disorder 5a BD5a_NA	Bipolar disorder 5b BD5b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
USP28	57646	8.78014	7.8881	7.77644	10.1831	cerebral-cortex	glial-cells	Low	Enhanced
USP3	9960	15.6482	15.8578	18.1668	16.8112	NA	NA	NA	NA
USP3-AS1	100130855	1.04601	2.56772	0.153517	0.894812	NA	NA	NA	NA
USP30	84749	8.53121	7.512	7.99372	7.70639	cerebral-cortex	glial-cells	Medium	Approved
USP30-AS1	100131733	0	0.0761545	0.0849489	0.104927	NA	NA	NA	NA
USP31	57478	1.92149	2.90563	2.5041	1.92404	NA	NA	NA	NA
USP32	84669	17.6307	14.3562	13.4616	16.2921	NA	NA	NA	NA
USP32P3	347716	0.431671	0.0346115	0.0382107	0.103279	NA	NA	NA	NA
USP33	23032	17.7994	14.4258	17.8358	18.2082	NA	NA	NA	NA
USP34	9736	35.5542	36.6467	21.434	44.8402	NA	NA	NA	NA
USP35	57558	6.70608	8.46945	8.38719	8.78034	NA	NA	NA	NA
USP36	57602	21.1063	23.8441	19.5111	20.7614	NA	NA	NA	NA
USP37	57695	3.19149	3.01968	2.31698	3.06673	NA	NA	NA	NA
USP38	84640	7.29644	6.74336	5.45652	6.56076	NA	NA	NA	NA
USP39	10713	25.5489	27.8933	38.7098	31.4229	cerebral-cortex	glial-cells	Medium	Supported
USP4	7375	27.7084	25.4941	30.8217	28.3284	NA	NA	NA	NA
USP40	55230	9.29096	8.46936	11.5657	11.422	NA	NA	NA	NA
USP42	84132	3.76975	2.80074	3.97328	3.71718	NA	NA	NA	NA
USP43	124739	0.190285	0.263414	0.40595	0.152503	NA	NA	NA	NA
USP44	84101	0.117246	0.1282	0.154199	0.121812	NA	NA	NA	NA
USP45	85015	7.00864	9.14547	5.02406	8.132	NA	NA	NA	NA
USP46	64854	10.2855	11.0112	12.0939	14.2283	NA	NA	NA	NA
USP46-AS1	643783	1.12526	0.596428	0.834019	1.18645	NA	NA	NA	NA
USP47	55031	34.0493	30.604	16.1056	30.5318	cerebral-cortex	glial-cells	Medium	Supported
USP48	84196	44.0808	45.3736	39.1824	40.9473	cerebral-cortex	glial-cells	Medium	Approved
USP49	25862	0.918917	1.11472	0.976336	1.1754	NA	NA	NA	NA
USP51	158880	0.169304	0.247142	0.272859	0.143349	NA	NA	NA	NA
USP53	54532	26.5338	29.6891	18.9379	34.4508	NA	NA	NA	NA
USP54	159195	4.44215	4.94226	7.50824	7.26594	cerebral-cortex	glial-cells	Low	Approved
USP6NL	9712	3.79165	3.87825	3.91346	4.36112	cerebral-cortex	glial-cells	Low	Approved
USP7	7874	128.287	110.407	108.659	126.347	cerebral-cortex	glial-cells	Medium	Approved
USP8	9101	23.2556	26.1936	19.4047	18.8877	NA	NA	NA	NA
USP9X	8239	27.0044	30.0243	22.969	28.9168	NA	NA	NA	NA
USP9Y	8287	9.12924	9.00483	6.51488	9.29766	NA	NA	NA	NA
USPL1	10208	6.16133	5.53563	4.38885	5.61061	NA	NA	NA	NA
UST	10090	11.4428	10.3764	15.8124	13.1864	NA	NA	NA	NA
UTP14A	10813	10.2206	8.45618	9.08984	8.22977	NA	NA	NA	NA
UTP14C	9724	8.67838	8.36434	7.30926	8.83826	NA	NA	NA	NA
UTP15	84135	11.578	11.4388	11.1564	10.653	NA	NA	NA	NA
UTP18	51096	11.9434	10.4167	11.47	13.615	cerebral-cortex	glial-cells	Low	Approved
UTP20	27340	3.64031	3.43593	2.518	2.8278	NA	NA	NA	NA
UTP23	84294	6.3214	8.3456	5.33564	6.69206	NA	NA	NA	NA
UTP3	57050	24.1198	23.0364	16.9095	21.6258	cerebral-cortex	glial-cells	Low	Approved
UTP6	55813	57.6995	57.6779	55.9573	50.7312	cerebral-cortex	glial-cells	Medium	Supported
UTRN	7402	25.3476	24.2733	15.1552	24.589	cerebral-cortex	glial-cells	Low	Enhanced
UTS2B	257313	0.930496	0.307633	1.38239	1.36198	NA	NA	NA	NA
UTY	7404	3.82456	3.22394	3.20697	3.61702	NA	NA	NA	NA
UVRAG	7405	10.0474	9.76105	11.599	10.9376	NA	NA	NA	NA
UVSSA	57654	2.21006	2.95901	2.12902	2.89635	NA	NA	NA	NA
UXS1	80146	19.0396	16.2542	20.745	18.3794	NA	NA	NA	NA
UXT	8409	78.4157	78.6756	74.5176	69.2759	cerebral-cortex	glial-cells	Medium	Approved
UXT-AS1	100133957	0.026495	0.0875177	0.436054	0.358316	NA	NA	NA	NA
VAC14	55697	15.8418	20.0166	19.2011	14.5162	NA	NA	NA	NA
VAC14-AS1	100130894	0.124816	0.139702	0.0957659	0.190127	NA	NA	NA	NA
VAMP1	6843	5.97879	9.80615	9.64301	9.86219	NA	NA	NA	NA
VAMP2	6844	25.4864	26.7257	31.9953	31.9127	NA	NA	NA	NA
VAMP3	9341	185.941	167.606	166.693	146.954	NA	NA	NA	NA
VAMP4	8674	8.38377	6.55012	6.00886	9.0649	cerebral-cortex	glial-cells	High	Enhanced
VAMP5	10791	11.2767	11.1834	8.53389	8.77768	NA	NA	NA	NA
VAMP7	6845	34.5951	34.8403	30.8193	33.1199	cerebral-cortex	glial-cells	Medium	Approved
VAMP8	8673	0.531323	0.654816	0.722793	0.50649	NA	NA	NA	NA
VANGL1	81839	8.69256	9.56047	9.20222	5.64873	NA	NA	NA	NA
VANGL2	57216	8.28959	5.56355	7.52581	7.68586	NA	NA	NA	NA
VAPA	9218	102.006	92.5715	83.3011	88.8716	cerebral-cortex	glial-cells	Medium	Approved
VAPB	9217	28.9371	27.8907	32.7588	33.3702	cerebral-cortex	glial-cells	Medium	Supported
VASH1	22846	4.52228	5.51061	8.67245	8.03094	NA	NA	NA	NA
VASH2	79805	0.440385	1.20671	0.442278	0.70443	NA	NA	NA	NA
VASN	114990	34.2688	40.2764	44.8828	36.4388	NA	NA	NA	NA
VASP	7408	225.36	224.988	276.362	237.851	cerebral-cortex	glial-cells	Medium	Enhanced
VAT1	10493	87.7454	88.0415	176.871	165.948	NA	NA	NA	NA
VAT1L	57687	1.38261	1.70025	3.28272	2.29049	NA	NA	NA	NA
VAV2	7410	8.45832	9.67537	12.3112	10.5435	NA	NA	NA	NA
VAV3	10451	0.173381	0.380128	0.190012	0.155563	NA	NA	NA	NA
VCAM1	7412	5.65638	3.76004	1.63231	2.04134	NA	NA	NA	NA
VCAN	1462	244.38	287.348	154.603	270.308	NA	NA	NA	NA
VCAN-AS1	105379054	98.5448	107.571	56.912	102.776	NA	NA	NA	NA
VCL	7414	361.506	366.377	334.294	326.139	NA	NA	NA	NA
VCP	7415	233.324	235.071	252.79	203.946	cerebral-cortex	glial-cells	High	Supported
VCPIP1	80124	2.13319	2.30543	1.71355	2.13524	NA	NA	NA	NA
VCPKMT	79609	6.96503	5.6618	4.52841	4.51209	NA	NA	NA	NA
VDAC1	7416	147.545	128.931	130.044	108.927	cerebral-cortex	glial-cells	Low	Supported
VDAC1P1	642585	28.7511	21.7082	21.4927	18.3803	NA	NA	NA	NA
VDAC1P6	359800	0.51715	1.03001	0.341112	0.460991	NA	NA	NA	NA
VDAC1P8	100310840	0.159509	0.259707	0.146841	0.328453	NA	NA	NA	NA
VDAC2	7417	91.8473	78.4951	78.5385	72.3983	cerebral-cortex	glial-cells	Medium	Enhanced
VDAC3	7419	154.534	103.345	124.1	125.034	NA	NA	NA	NA
VDAC3P1	341965	2.27404	2.43918	2.80721	1.90979	NA	NA	NA	NA
VDR	7421	4.04518	3.93982	1.86674	1.16039	NA	NA	NA	NA
VEGFA	7422	78.3001	83.9419	75.4905	76.3253	NA	NA	NA	NA
VEGFB	7423	28.7233	31.1956	30.7341	27.8119	NA	NA	NA	NA
VEGFC	7424	24.4055	20.3491	17.2399	16.9219	NA	NA	NA	NA
VEPH1	79674	18.4225	19.5775	20.0246	19.2061	NA	NA	NA	NA
VEZF1	7716	12.4547	12.2044	11.8464	13.6028	NA	NA	NA	NA
VEZF1P1	647319	0.64238	0.427214	0.721362	0.874888	NA	NA	NA	NA
VEZT	55591	44.9705	39.9837	43.4926	45.5716	cerebral-cortex	glial-cells	Low	Approved
VGF	7425	0.108048	0.0739681	0.0653332	0.0846536	NA	NA	NA	NA
VGLL3	389136	39.5971	43.9127	22.422	34.3532	NA	NA	NA	NA
VGLL4	9686	36.9974	36.2129	50.3414	42.9001	cerebral-cortex	glial-cells	Medium	Approved
VHL	7428	12.1758	11.0301	16.2916	14.5325	NA	NA	NA	NA
VILL	50853	0.93132	2.21699	2.0701	1.56435	NA	NA	NA	NA
VIM	7431	3357.84	3196.34	3349.08	2977.47	cerebral-cortex	glial-cells	Low	Enhanced
VIM-AS1	100507347	2.26323	2.74151	1.64877	2.78112	NA	NA	NA	NA
VIPAS39	63894	12.9396	12.1052	16.8042	12.2942	cerebral-cortex	glial-cells	Low	Approved
VIPR1	7433	0.412513	0.345883	2.89488	3.49955	cerebral-cortex	glial-cells	Low	Approved
VKORC1	79001	195.465	199.603	153.924	133.833	cerebral-cortex	glial-cells	Low	Approved
VKORC1L1	154807	12.3442	13.0717	11.5855	12.5579	cerebral-cortex	glial-cells	Low	Approved
VLDLR	7436	7.96371	8.34664	11.847	11.4911	NA	NA	NA	NA
VMA21	203547	8.31333	6.88305	8.22767	9.25118	NA	NA	NA	NA
VMAC	400673	0.919992	1.25793	1.61746	1.15837	NA	NA	NA	NA
VMO1	284013	0.205002	0.224578	0.165257	0.074442	NA	NA	NA	NA
VMP1	81671	283.486	261.613	323.027	294.926	cerebral-cortex	glial-cells	Low	Approved
VN1R1	57191	0.0917727	0.251097	0.197524	0.361472	NA	NA	NA	NA
VN1R108P	100312850	0	0.0535483	0	0.479317	NA	NA	NA	NA
VN1R81P	100312826	0.718457	1.18091	0	0.586886	NA	NA	NA	NA
VN1R82P	100312827	0.395516	1.51696	0.239058	0.646144	NA	NA	NA	NA
VN1R83P	100312828	2.01715	1.93382	0.457279	0.549319	NA	NA	NA	NA
VOPP1	81552	9.97731	10.3035	14.9629	10.266	NA	NA	NA	NA
VPREB3	29802	0.101841	0.334733	0.123139	0	NA	NA	NA	NA
VPS13A	23230	22.1283	31.018	14.407	43.3376	cerebral-cortex	glial-cells	Low	Supported
VPS13B	157680	16.7754	9.23488	5.16295	7.44528	NA	NA	NA	NA
VPS13C	54832	5.98674	8.47964	3.65652	9.7994	NA	NA	NA	NA
VPS13D	55187	7.49391	9.65446	9.6677	6.74785	NA	NA	NA	NA
VPS16	64601	11.2054	14.7777	16.176	15.3987	cerebral-cortex	glial-cells	Low	Approved
VPS18	57617	9.99417	10.6553	13.1566	10.9803	NA	NA	NA	NA
VPS25	84313	62.1279	66.9498	65.4354	55.9926	NA	NA	NA	NA
VPS26A	9559	42.6908	35.3474	35.9316	36.7084	cerebral-cortex	glial-cells	Low	Supported
VPS26AP1	100421731	0.31615	0.865791	0.812419	0.94724	NA	NA	NA	NA
VPS26B	112936	30.4844	28.7222	42.8705	39.335	NA	NA	NA	NA
VPS28	51160	4.3272	7.03162	6.51871	6.78428	cerebral-cortex	glial-cells	Medium	Supported
VPS29	51699	106.783	106.118	93.2968	85.0217	NA	NA	NA	NA
VPS33A	65082	11.1696	8.17184	12.1297	11.7853	NA	NA	NA	NA
VPS33B	26276	13.601	10.7106	14.4539	12.1404	cerebral-cortex	glial-cells	Low	Approved
VPS35	55737	77.9778	68.4022	64.0229	62.223	cerebral-cortex	glial-cells	Medium	Supported
VPS36	51028	17.3491	15.3199	21.3872	21.8018	cerebral-cortex	glial-cells	Medium	Approved
VPS37A	137492	43.7492	44.4811	42.6742	50.8686	cerebral-cortex	glial-cells	Low	Supported
VPS37B	79720	21.7548	21.4839	20.3642	19.8634	cerebral-cortex	glial-cells	Low	Enhanced
VPS37C	55048	9.6047	12.597	8.81661	7.63852	cerebral-cortex	glial-cells	Medium	Approved
VPS39	23339	22.6691	25.9536	29.2972	28.3467	NA	NA	NA	NA
VPS41	27072	62.5837	57.1676	49.4431	56.0863	NA	NA	NA	NA
VPS4A	27183	42.2164	42.8898	47.869	41.8885	cerebral-cortex	glial-cells	Low	Approved
VPS4B	9525	43.7543	38.898	32.8302	32.4618	NA	NA	NA	NA
VPS51	738	38.3723	44.3119	40.9653	35.0045	NA	NA	NA	NA
VPS53	55275	21.4391	19.2358	14.3534	14.6471	cerebral-cortex	glial-cells	Low	Approved
VPS54	51542	9.1594	8.11658	7.08674	8.47247	NA	NA	NA	NA
VPS72	6944	43.6063	53.3955	73.9314	53.739	NA	NA	NA	NA
VPS8	23355	12.4754	16.6798	15.7293	15.7359	NA	NA	NA	NA
VPS9D1	9605	28.5032	21.0718	36.0129	35.9253	NA	NA	NA	NA
VPS9D1-AS1	100128881	0.659951	0.928765	1.19568	1.56962	NA	NA	NA	NA
VRK1	7443	7.20993	6.798	3.79753	5.72174	NA	NA	NA	NA
VRK2	7444	10.0369	7.63323	6.47365	9.29104	NA	NA	NA	NA
VRK3	51231	18.0834	16.9896	19.1089	20.2512	NA	NA	NA	NA
VSIG1	340547	0.0549704	0.0842969	0.170347	0.0514372	NA	NA	NA	NA
VSIG10	54621	2.61371	3.88897	4.31346	5.70602	NA	NA	NA	NA
VSIG10L	147645	1.19366	1.23195	1.01809	0.993678	NA	NA	NA	NA
VSIG8	391123	0.137675	0.119961	0.138397	0.0995853	NA	NA	NA	NA
VSNL1	7447	1.77929	2.05637	2.81706	3.32184	NA	NA	NA	NA
VSTM2L	128434	0.595622	0.966838	0.655938	0.94186	NA	NA	NA	NA
VSTM4	196740	4.91986	4.91268	1.44165	1.37898	NA	NA	NA	NA
VSTM5	387804	0.0777391	0.689261	0.549743	0.219981	NA	NA	NA	NA
VTA1	51534	34.8154	30.5768	31.2516	32.5787	NA	NA	NA	NA
VTI1A	143187	10.3755	11.4069	11.9227	11.4224	NA	NA	NA	NA
VTI1B	10490	123.608	113.316	115.713	102.15	cerebral-cortex	glial-cells	Medium	Approved
VTI1BP1	391559	0.184867	0.607554	0.521608	0.268541	NA	NA	NA	NA
VTI1BP2	389246	0.434844	0.340259	0.450706	0.744457	NA	NA	NA	NA
VWA1	64856	1.90181	2.88527	2.20556	1.83049	NA	NA	NA	NA
VWA5A	4013	0.746361	0.74646	1.22153	1.15077	NA	NA	NA	NA
VWA8	23078	3.36045	3.04205	3.02681	3.08056	NA	NA	NA	NA
VWCE	220001	0.552425	1.31686	1.0522	1.12118	NA	NA	NA	NA
WAC	51322	91.1287	85.6497	76.2534	83.9849	cerebral-cortex	glial-cells	Medium	Approved
WAC-AS1	220906	8.99291	6.95989	8.78803	9.88583	NA	NA	NA	NA
WARS2	10352	4.27934	4.94397	4.29016	3.58722	cerebral-cortex	glial-cells	Low	Enhanced
WASF1	8936	8.22301	7.43982	6.35394	8.42634	NA	NA	NA	NA
WASF2	10163	18.9059	18.1454	23.1134	21.3115	cerebral-cortex	glial-cells	Medium	Enhanced
WASF3	10810	5.03371	5.38173	5.28932	5.77859	cerebral-cortex	glial-cells	Low	Enhanced
WASH2P	375260	0.407218	0.512755	0.599972	0.402999	NA	NA	NA	NA
WASH3P	374666	1.43331	1.89834	0.923224	1.48476	NA	NA	NA	NA
WASH4P	374677	0.105633	0.347459	0.319514	0.377304	NA	NA	NA	NA
WASH6P	653440	2.71851	5.58428	4.20278	4.42988	NA	NA	NA	NA
WASL	8976	7.11497	6.80718	6.52375	7.66544	cerebral-cortex	glial-cells	High	Supported
WBP1	23559	28.2054	34.2011	35.9047	35.1613	NA	NA	NA	NA
WBP11	51729	27.8825	23.9394	24.0974	21.1821	cerebral-cortex	glial-cells	Low	Approved
WBP11P1	441818	0.479772	0.194635	0.300854	0.396554	NA	NA	NA	NA
WBP1L	54838	22.4433	23.3512	28.0072	24.7301	NA	NA	NA	NA
WBP1LP2	100506330	0.546254	1.13019	0.699475	0.898172	NA	NA	NA	NA
WBP2	23558	32.9949	35.1347	49.572	37.6559	cerebral-cortex	glial-cells	Medium	Approved
WBP4	11193	10.98	9.21936	5.62441	10.6017	cerebral-cortex	glial-cells	High	Approved
WDFY1	57590	26.8905	31.9725	31.653	28.2027	NA	NA	NA	NA
WDFY2	115825	4.74955	5.48091	5.36162	4.78211	NA	NA	NA	NA
WDFY3	23001	14.7546	18.863	17.4156	21.2031	cerebral-cortex	glial-cells	Low	Approved
WDFY3-AS2	404201	0.315018	0.241547	0.172964	0.353658	NA	NA	NA	NA
WDHD1	11169	2.12222	2.29695	1.84746	2.83495	NA	NA	NA	NA
WDPCP	51057	4.21171	4.26659	4.00164	3.76731	NA	NA	NA	NA
WDR1	9948	849.147	857.561	1121.79	1013.54	cerebral-cortex	glial-cells	High	Approved
WDR11	55717	68.2002	91.513	87.5161	89.634	NA	NA	NA	NA
WDR12	55759	47.5156	39.8229	42.5105	40.4537	NA	NA	NA	NA
WDR17	116966	0.0392269	0.109679	0.177307	0.235594	NA	NA	NA	NA
WDR18	57418	27.2197	28.5887	25.7025	23.3694	NA	NA	NA	NA
WDR19	57728	10.8101	9.96867	9.82648	11.714	cerebral-cortex	glial-cells	Low	Approved
WDR20	91833	14.6593	15.4966	13.6756	13.171	NA	NA	NA	NA
WDR24	84219	2.12107	2.86344	3.34531	2.9669	NA	NA	NA	NA
WDR25	79446	10.9568	10.1927	13.2351	10.5825	NA	NA	NA	NA
WDR26	80232	40.7981	42.1733	36.5928	42.5315	NA	NA	NA	NA
WDR27	253769	7.88864	11.0723	8.01268	10.7677	NA	NA	NA	NA
WDR3	10885	17.3714	15.4813	16.0421	14.0201	NA	NA	NA	NA
WDR31	114987	0.356965	0.264311	0.446721	0.166305	cerebral-cortex	glial-cells	Low	Approved
WDR33	55339	22.1289	20.5126	18.1672	17.2067	cerebral-cortex	glial-cells	Medium	Supported
WDR34	89891	8.24913	9.60125	8.3683	6.71859	cerebral-cortex	glial-cells	Medium	Approved
WDR35	57539	2.42065	2.03067	2.03377	2.04533	NA	NA	NA	NA
WDR36	134430	8.48226	7.94024	5.13598	6.60613	cerebral-cortex	glial-cells	Low	Supported
WDR37	22884	9.01962	8.14435	12.7368	10.4641	cerebral-cortex	glial-cells	Low	Enhanced
WDR4	10785	4.83428	7.85347	6.44439	4.60711	NA	NA	NA	NA
WDR41	55255	111.283	87.2227	55.7867	60.2517	cerebral-cortex	glial-cells	Medium	Approved
WDR43	23160	60.8225	50.3331	45.0322	42.9984	NA	NA	NA	NA
WDR44	54521	16.6057	15.9143	15.6873	17.298	NA	NA	NA	NA
WDR45B	56270	84.2816	71.619	69.1169	65.4743	NA	NA	NA	NA
WDR47	22911	9.85143	8.33843	7.87687	9.07029	cerebral-cortex	glial-cells	Low	Approved
WDR48	57599	18.2183	16.7869	17.1849	18.8038	cerebral-cortex	glial-cells	Medium	Approved
WDR5	11091	11.4662	12.2033	12.5681	10.2166	NA	NA	NA	NA
WDR53	348793	9.67643	7.8754	9.67305	9.4886	NA	NA	NA	NA
WDR54	84058	11.4169	14.8852	8.73385	7.77709	NA	NA	NA	NA
WDR55	54853	8.91043	9.41557	8.32363	7.56332	NA	NA	NA	NA
WDR59	79726	22.9328	23.2981	27.385	21.1542	NA	NA	NA	NA
WDR5B	54554	2.07969	1.86113	2.15247	2.13444	NA	NA	NA	NA
WDR6	11180	64.2851	78.6451	97.3423	93.2673	cerebral-cortex	glial-cells	Low	Approved
WDR60	55112	8.58919	8.41208	5.74443	6.17204	NA	NA	NA	NA
WDR61	80349	53.4928	51.1364	54.1134	47.4754	cerebral-cortex	glial-cells	Medium	Enhanced
WDR62	284403	0.65909	0.673438	0.393757	0.23177	NA	NA	NA	NA
WDR63	126820	0.782819	0.506989	0.698724	1.01784	NA	NA	NA	NA
WDR66	144406	2.82839	2.78655	6.96649	6.12625	cerebral-cortex	glial-cells	Low	Supported
WDR7	23335	8.88202	7.6929	9.88047	9.45944	NA	NA	NA	NA
WDR7-OT1	107985140	0	0.139946	0	0.142894	NA	NA	NA	NA
WDR70	55100	22.3445	20.5814	21.0853	21.9347	NA	NA	NA	NA
WDR73	84942	9.61718	10.1463	11.9593	9.32056	NA	NA	NA	NA
WDR74	54663	21.7252	24.2542	23.4473	23.0769	NA	NA	NA	NA
WDR75	84128	17.0076	15.3044	14.0094	16.1093	NA	NA	NA	NA
WDR76	79968	1.29853	1.03541	0.810145	0.450523	NA	NA	NA	NA
WDR77	79084	28.8752	30.1836	27.1197	25.8684	NA	NA	NA	NA
WDR78	79819	1.88382	2.14422	1.73361	2.7403	NA	NA	NA	NA
WDR81	124997	3.76223	4.56635	5.54865	4.90138	NA	NA	NA	NA
WDR82	80335	30.923	31.0949	32.8757	29.0847	NA	NA	NA	NA
WDR82P1	728505	3.62452	3.01202	3.7785	3.722	NA	NA	NA	NA
WDR83	84292	6.29477	6.96243	7.99969	6.65225	NA	NA	NA	NA
WDR83OS	51398	141.869	148.06	167.761	146.771	cerebral-cortex	glial-cells	Medium	Approved
WDR86	349136	0.18396	0.171395	0	0.0692183	NA	NA	NA	NA
WDR88	126248	0.121587	0.247379	0.159269	0.122995	NA	NA	NA	NA
WDR89	112840	3.75091	3.36225	2.95708	3.93014	NA	NA	NA	NA
WDR90	197335	5.52772	6.34436	6.9719	5.31887	cerebral-cortex	glial-cells	Low	Approved
WDR91	29062	6.37903	7.18452	7.30112	5.92522	NA	NA	NA	NA
WDR92	116143	5.74768	5.45507	5.51347	4.67849	NA	NA	NA	NA
WDSUB1	151525	2.8097	1.71183	2.23324	1.80651	NA	NA	NA	NA
WDTC1	23038	8.29343	8.84375	10.3024	9.75274	NA	NA	NA	NA
WDYHV1	55093	11.328	9.88464	15.052	13.1419	cerebral-cortex	glial-cells	Low	Approved
WEE1	7465	14.9461	13.7679	14.4127	16.9378	NA	NA	NA	NA
WFDC1	58189	11.9977	11.8663	0.565324	0.691437	NA	NA	NA	NA
WFDC10B	280664	0.224516	0	0.135729	0.122286	NA	NA	NA	NA
WFDC3	140686	1.03874	2.9085	1.2573	1.27171	NA	NA	NA	NA
WFS1	7466	18.3812	22.5708	28.3395	24.4146	NA	NA	NA	NA
WHAMM	123720	3.48885	3.64318	3.86791	3.45608	cerebral-cortex	glial-cells	Low	Supported
WHAMMP2	440253	0.606668	0.648812	0.520286	1.11028	NA	NA	NA	NA
WHAMMP3	339005	2.48989	2.06737	2.69794	2.25141	NA	NA	NA	NA
WIPF1	7456	16.5411	15.6924	18.7394	18.3395	NA	NA	NA	NA
WIPF2	147179	8.86092	8.8091	8.27798	8.35117	cerebral-cortex	glial-cells	Medium	Enhanced
WIPI1	55062	115.99	132.914	124.607	108.418	NA	NA	NA	NA
WIPI2	26100	40.2758	50.5965	45.6289	38.2234	NA	NA	NA	NA
WIZ	58525	18.5064	20.7401	26.8212	23.0625	cerebral-cortex	glial-cells	High	Supported
WLS	79971	147.363	173.379	258.031	210.102	NA	NA	NA	NA
WNK1	65125	71.851	104.659	84.5042	77.7754	cerebral-cortex	glial-cells	High	Enhanced
WNK4	65266	27.8979	45.5416	86.4926	80.9949	cerebral-cortex	glial-cells	Low	Approved
WNT10B	7480	0.190236	0.354229	0.337337	0.186619	NA	NA	NA	NA
WNT11	7481	0.881803	0.311607	0.387038	0.63661	NA	NA	NA	NA
WNT16	51384	0.47808	0.229165	0.108484	0	NA	NA	NA	NA
WNT2	7472	0	0.0644673	0.934043	0.51289	NA	NA	NA	NA
WNT2B	7482	1.64641	1.30094	1.43219	1.45556	NA	NA	NA	NA
WNT3	7473	1.45221	1.57999	1.52052	1.50798	NA	NA	NA	NA
WNT4	54361	0.109065	0.140442	0.274162	0.119186	NA	NA	NA	NA
WNT5A	7474	371.109	338.839	175.043	186.282	NA	NA	NA	NA
WNT5A-AS1	100874008	15.2243	16.9049	9.20392	9.525	NA	NA	NA	NA
WNT5B	81029	47.5156	55.3585	33.7603	27.1325	NA	NA	NA	NA
WNT7B	7477	0.864515	1.21621	0.746491	0.562768	NA	NA	NA	NA
WNT9A	7483	0.252767	0.491212	0.907209	1.00393	NA	NA	NA	NA
WRAP53	55135	3.89633	4.11558	4.71808	3.26712	cerebral-cortex	glial-cells	Low	Enhanced
WRAP73	49856	9.19301	8.63625	9.07449	10.0729	NA	NA	NA	NA
WRN	7486	4.89637	4.84455	4.54466	6.10642	NA	NA	NA	NA
WRNIP1	56897	23.2621	22.9633	24.3124	20.4185	cerebral-cortex	glial-cells	Medium	Enhanced
WSB1	26118	80.1312	86.8728	63.1319	66.0522	NA	NA	NA	NA
WSB2	55884	87.5725	85.5004	113.204	98.7542	NA	NA	NA	NA
WSCD1	23302	0.0448134	0.0342367	0.116346	0.26698	NA	NA	NA	NA
WT1	7490	0.0877699	0	0.106147	0	NA	NA	NA	NA
WTAP	9589	21.0143	19.866	21.2006	19.6317	cerebral-cortex	glial-cells	Medium	Supported
WTIP	126374	12.5964	12.9599	19.6259	17.3575	NA	NA	NA	NA
WWC1	23286	8.22223	13.1624	7.15123	4.48354	NA	NA	NA	NA
WWC2	80014	18.2171	20.6865	10.607	12.4209	NA	NA	NA	NA
WWC2-AS2	152641	0.328679	0.360022	0.283918	0.187579	NA	NA	NA	NA
WWC3	55841	10.2861	10.0249	12.6466	11.6137	NA	NA	NA	NA
WWOX	51741	1.61513	1.68589	2.31253	2.64092	cerebral-cortex	glial-cells	Low	Approved
WWP1	11059	19.4098	19.6134	16.5104	21.3711	cerebral-cortex	glial-cells	Medium	Approved
WWP1P1	339843	1.24494	1.36364	1.01337	1.09561	NA	NA	NA	NA
WWP2	11060	8.5408	11.0995	10.9889	12.5366	NA	NA	NA	NA
WWTR1	25937	72.5151	71.2417	94.3943	94.0396	cerebral-cortex	glial-cells	High	Enhanced
WWTR1-AS1	100128025	2.51905	0.0449302	0.360285	1.43696	NA	NA	NA	NA
XAB2	56949	9.07261	11.6872	11.2997	9.87273	NA	NA	NA	NA
XAF1	54739	0.131393	0.0478327	0.0268148	0.00978927	cerebral-cortex	glial-cells	Low	Approved
XBP1	7494	122.142	116.802	112.29	101.27	NA	NA	NA	NA
XBP1P1	7495	0.409103	0.298779	0.164961	0.37146	NA	NA	NA	NA
XDH	7498	0.834727	0.951119	0.718171	0.476125	NA	NA	NA	NA
XG	7499	0.014541	0.0159277	0.0477435	0.0897489	NA	NA	NA	NA
XIAP	331	21.0273	19.1907	15.4835	27.855	NA	NA	NA	NA
XIRP1	165904	0.217863	0.224644	0.0931074	0.0481629	NA	NA	NA	NA
XKR6	286046	0.913487	1.53588	0.564872	0.523385	NA	NA	NA	NA
XKR8	55113	4.62787	5.92076	9.38783	6.20326	NA	NA	NA	NA
XPA	7507	10.3413	10.0992	9.23493	11.9358	cerebral-cortex	glial-cells	Medium	Supported
XPC	7508	18.8781	18.566	27.9636	27.1033	cerebral-cortex	glial-cells	Medium	Supported
XPNPEP1	7511	134.923	141.943	146.847	139.551	NA	NA	NA	NA
XPNPEP3	63929	4.45735	4.08694	4.09369	4.33364	NA	NA	NA	NA
XPO1	7514	57.7493	67.9273	50.2782	66.8702	cerebral-cortex	glial-cells	Low	Supported
XPO4	64328	4.06286	3.94825	3.23141	4.17911	NA	NA	NA	NA
XPO5	57510	47.7303	46.0758	47.5789	38.5157	NA	NA	NA	NA
XPO6	23214	225.422	178.346	179.135	159.261	NA	NA	NA	NA
XPO7	23039	24.1677	22.0718	21.51	25.8741	NA	NA	NA	NA
XPOT	11260	86.5005	71.0704	72.9985	78.7596	NA	NA	NA	NA
XPOTP1	170559	3.79188	3.12658	2.99511	2.54602	NA	NA	NA	NA
XPR1	9213	14.1828	12.6999	10.0298	12.1917	cerebral-cortex	glial-cells	Low	Supported
XRCC1	7515	12.0802	12.7212	11.7904	12.7372	cerebral-cortex	glial-cells	Low	Supported
