SYMBOL	ENTREZID	BD_R.Veh.R1	BD_R.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
PHF23	79142	33.4234	41.0241	cerebral-cortex	glial-cells	Medium	Approved
PHF3	23469	21.6753	15.6198	cerebral-cortex	glial-cells	Low	Approved
PHF5A	84844	51.8665	47.7315	cerebral-cortex	glial-cells	High	Supported
PHF6	84295	51.6589	33.5538	cerebral-cortex	glial-cells	Medium	Enhanced
PHF7	51533	4.34925	2.80256	NA	NA	NA	NA
PHF8	23133	0.309653	2.22133	cerebral-cortex	glial-cells	High	Approved
PHGDH	26227	130.498	129.393	cerebral-cortex	glial-cells	High	Enhanced
PHIP	55023	34.4067	23.0573	cerebral-cortex	glial-cells	Low	Approved
PHKA1P1	646780	2.52318	1.61412	NA	NA	NA	NA
PHKA2	5256	6.5493	6.9101	NA	NA	NA	NA
PHKA2-AS1	100132163	0	0.10351	NA	NA	NA	NA
PHKB	5257	38.6954	28.8919	NA	NA	NA	NA
PHKG1	5260	0.196572	0.244845	NA	NA	NA	NA
PHKG2	5261	15.6244	16.3162	NA	NA	NA	NA
PHLDA1	22822	18.152	34.6682	NA	NA	NA	NA
PHLDA2	7262	0.127652	3.24009	NA	NA	NA	NA
PHLDA3	23612	15.4332	22.7826	NA	NA	NA	NA
PHLDB1	23187	2.05761	1.94387	cerebral-cortex	glial-cells	Low	Approved
PHLDB2	90102	45.8315	36.8602	NA	NA	NA	NA
PHLDB3	653583	2.07497	2.66419	cerebral-cortex	glial-cells	Medium	Approved
PHLPP1	23239	32.5242	27.5072	NA	NA	NA	NA
PHLPP2	23035	5.63631	4.97159	NA	NA	NA	NA
PHOSPHO2	493911	5.31515	2.84768	NA	NA	NA	NA
PHPT1	29085	100.923	116.318	NA	NA	NA	NA
PHRF1	57661	12.2837	11.6891	NA	NA	NA	NA
PHTF1	10745	39.3245	33.0473	NA	NA	NA	NA
PHTF2	57157	12.137	14.1975	NA	NA	NA	NA
PHYH	5264	13.5776	13.0776	NA	NA	NA	NA
PHYHD1	254295	0.855603	0.631698	NA	NA	NA	NA
PHYHIP	9796	0.466237	0.286183	NA	NA	NA	NA
PHYHIPL	84457	17.1894	18.7233	NA	NA	NA	NA
PHYKPL	85007	20.9077	18.5077	NA	NA	NA	NA
PI15	51050	1.82085	1.09813	NA	NA	NA	NA
PI4K2A	55361	10.4991	11.2413	NA	NA	NA	NA
PI4K2B	55300	8.55313	8.6466	cerebral-cortex	glial-cells	Low	Approved
PI4KA	5297	12.7952	14.9915	NA	NA	NA	NA
PI4KAP1	728233	0.0952257	0.168437	NA	NA	NA	NA
PI4KAP2	375133	22.8812	23.5046	NA	NA	NA	NA
PI4KB	5298	19.5214	24.7128	cerebral-cortex	glial-cells	Low	Approved
PIANP	196500	13.8879	13.9882	cerebral-cortex	glial-cells	Low	Enhanced
PIAS1	8554	21.7509	17.213	cerebral-cortex	glial-cells	High	Supported
PIAS2	9063	8.18438	8.27615	NA	NA	NA	NA
PIAS3	10401	0.379125	0.374542	NA	NA	NA	NA
PIAS4	51588	16.3563	13.9538	NA	NA	NA	NA
PIBF1	10464	8.9785	12.1653	cerebral-cortex	glial-cells	Low	Approved
PICALM	8301	63.2647	65.3463	cerebral-cortex	glial-cells	Medium	Enhanced
PICK1	9463	5.16373	5.21599	cerebral-cortex	glial-cells	Low	Approved
PID1	55022	2.68934	4.19654	NA	NA	NA	NA
PIEZO1	9780	3.22527	12.7815	NA	NA	NA	NA
PIEZO2	63895	6.86605	12.1038	NA	NA	NA	NA
PIF1	80119	27.4827	15.2495	cerebral-cortex	glial-cells	High	Supported
PIFO	128344	0.655847	1.86613	NA	NA	NA	NA
PIGA	5277	6.84861	5.57796	NA	NA	NA	NA
PIGB	9488	5.69533	4.96759	NA	NA	NA	NA
PIGC	5279	21.8243	25.3503	NA	NA	NA	NA
PIGCP1	5280	4.50791	4.82352	NA	NA	NA	NA
PIGF	5281	23.2994	22.2982	NA	NA	NA	NA
PIGFP1	5282	0	0	NA	NA	NA	NA
PIGG	54872	30.4013	27.643	NA	NA	NA	NA
PIGH	5283	11.1063	12.6983	cerebral-cortex	glial-cells	Low	Approved
PIGHP1	644761	0.794091	0.248182	NA	NA	NA	NA
PIGK	10026	9.3105	10.5771	NA	NA	NA	NA
PIGL	9487	12.0085	12.6073	cerebral-cortex	glial-cells	Low	Approved
PIGM	93183	9.2736	8.08754	NA	NA	NA	NA
PIGN	23556	6.42496	5.6371	cerebral-cortex	glial-cells	Low	Approved
PIGO	84720	8.46655	8.82329	NA	NA	NA	NA
PIGP	51227	17.7472	22.0777	NA	NA	NA	NA
PIGQ	9091	27.2253	29.3966	cerebral-cortex	glial-cells	Low	Approved
PIGS	94005	24.651	22.3248	cerebral-cortex	glial-cells	Low	Approved
PIGT	51604	25.7797	29.8208	NA	NA	NA	NA
PIGU	128869	20.2716	19.8638	NA	NA	NA	NA
PIGUP1	100422342	1.26707	1.78064	NA	NA	NA	NA
PIGV	55650	4.09554	4.34102	NA	NA	NA	NA
PIGX	54965	17.2207	14.0248	NA	NA	NA	NA
PIGZ	80235	0.415555	0.470961	NA	NA	NA	NA
PIH1D1	55011	53.5548	46.6161	NA	NA	NA	NA
PIK3AP1	118788	0.646135	0.50185	NA	NA	NA	NA
PIK3C2A	5286	26.9581	17.1704	NA	NA	NA	NA
PIK3C2B	5287	31.5031	10.6845	NA	NA	NA	NA
PIK3C3	5289	23.5839	28.2114	NA	NA	NA	NA
PIK3CA	5290	11.0088	11.5018	cerebral-cortex	glial-cells	Low	Approved
PIK3CB	5291	4.37687	6.04233	cerebral-cortex	glial-cells	Medium	Approved
PIK3CD	5293	0.733801	1.2268	NA	NA	NA	NA
PIK3IP1	113791	2.45633	2.01825	NA	NA	NA	NA
PIK3R1	5295	11.8283	11.5037	cerebral-cortex	glial-cells	Medium	Approved
PIK3R3	8503	51.5879	33.0316	cerebral-cortex	glial-cells	Low	Approved
PIK3R4	30849	11.5115	15.7914	cerebral-cortex	glial-cells	Low	Approved
PIKFYVE	200576	11.5486	10.1589	NA	NA	NA	NA
PILRA	29992	1.07768	1.60946	NA	NA	NA	NA
PILRB	29990	23.6508	21.1069	cerebral-cortex	glial-cells	Low	Approved
PIM1	5292	9.44678	7.9603	NA	NA	NA	NA
PIM3	415116	7.84533	9.69751	NA	NA	NA	NA
PIN1	5300	66.295	66.5628	NA	NA	NA	NA
PIN4	5303	17.1885	19.0404	cerebral-cortex	glial-cells	Low	Approved
PIN4P1	728758	0.979223	1.6027	NA	NA	NA	NA
PINK1	65018	14.1701	24.8272	NA	NA	NA	NA
PINK1-AS	100861548	2.46716	2.35705	NA	NA	NA	NA
PINLYP	390940	0.520727	0.289062	NA	NA	NA	NA
PINX1	54984	11.4992	14.2813	NA	NA	NA	NA
PIP4K2A	5305	11.5265	12.1474	cerebral-cortex	glial-cells	High	Supported
PIP4K2B	8396	45.6113	39.197	NA	NA	NA	NA
PIP4K2C	79837	7.77756	14.559	NA	NA	NA	NA
PIP5K1A	8394	37.7437	42.5823	NA	NA	NA	NA
PIP5K1B	8395	16.5861	19.7025	NA	NA	NA	NA
PIP5K1C	23396	14.4388	15.4535	cerebral-cortex	glial-cells	Medium	Approved
PIP5KL1	138429	0.859462	0.772957	NA	NA	NA	NA
PIPOX	51268	6.87299	12.9926	NA	NA	NA	NA
PIPSL	266971	0.717306	0.573201	NA	NA	NA	NA
PIR	8544	6.07105	12.7731	NA	NA	NA	NA
PISD	23761	10.9655	13.6568	cerebral-cortex	glial-cells	Low	Approved
PITHD1	57095	31.3759	40.5256	NA	NA	NA	NA
PITPNA	5306	30.3737	31.8511	NA	NA	NA	NA
PITPNA-AS1	100306951	13.6378	13.3832	NA	NA	NA	NA
PITPNB	23760	39.9463	37.9643	NA	NA	NA	NA
PITPNC1	26207	8.62491	10.7877	NA	NA	NA	NA
PITPNM1	9600	18.1959	16.0946	NA	NA	NA	NA
PITPNM2	57605	1.25131	1.88715	NA	NA	NA	NA
PITPNM3	83394	1.31121	0.796846	NA	NA	NA	NA
PITRM1	10531	16.2708	22.3443	cerebral-cortex	glial-cells	Medium	Enhanced
PITRM1-AS1	100507034	0.338113	0.3294	NA	NA	NA	NA
PITX2	5308	0.712355	0.460382	NA	NA	NA	NA
PITX3	5309	0	0.152143	NA	NA	NA	NA
PIWIL4	143689	0.703869	0.922989	cerebral-cortex	glial-cells	Low	Enhanced
PJA1	64219	35.6692	40.5834	cerebral-cortex	glial-cells	Low	Approved
PJA2	9867	48.1074	53.34	cerebral-cortex	glial-cells	Medium	Supported
PKD1	5310	26.2998	28.2894	NA	NA	NA	NA
PKD1P1	339044	1.35559	0.861825	NA	NA	NA	NA
PKD1P5	348156	5.20438	3.32952	NA	NA	NA	NA
PKD1P6	353511	10.6578	9.09947	NA	NA	NA	NA
PKD2	5311	28.8712	26.5351	cerebral-cortex	glial-cells	Low	Approved
PKDCC	91461	24.7744	51.3775	NA	NA	NA	NA
PKDREJ	10343	0.0451079	0.0485726	NA	NA	NA	NA
PKIA	5569	49.4064	38.9191	NA	NA	NA	NA
PKIB	5570	0.228279	0.318937	cerebral-cortex	glial-cells	Low	Approved
PKIG	11142	31.2839	33.8985	NA	NA	NA	NA
PKM	5315	481.059	455.407	NA	NA	NA	NA
PKMP1	643586	0.254672	0.205432	NA	NA	NA	NA
PKMP3	100419758	1.499	2.63912	NA	NA	NA	NA
PKMYT1	9088	28.3095	23.6769	NA	NA	NA	NA
PKN1	5585	34.9212	34.1872	cerebral-cortex	glial-cells	Low	Approved
PKN2	5586	28.9335	20.8929	NA	NA	NA	NA
PKN3	29941	7.68774	6.20906	NA	NA	NA	NA
PKNOX1	5316	7.52747	10.1392	NA	NA	NA	NA
PKNOX2	63876	10.9765	10.9484	cerebral-cortex	glial-cells	High	Supported
PKP2	5318	1.37509	1.15373	NA	NA	NA	NA
PKP4	8502	21.5541	22.6629	NA	NA	NA	NA
PLA2G12A	81579	9.15267	7.10551	NA	NA	NA	NA
PLA2G12AP1	100420258	1.31257	1.23082	NA	NA	NA	NA
PLA2G15	23659	6.93774	8.70962	NA	NA	NA	NA
PLA2G3	50487	5.00822	3.02938	NA	NA	NA	NA
PLA2G4A	5321	3.17059	1.31076	cerebral-cortex	glial-cells	Low	Approved
PLA2G4B	100137049	3.30474	4.61247	NA	NA	NA	NA
PLA2G4C	8605	2.17842	1.60494	cerebral-cortex	glial-cells	Medium	Approved
PLA2G6	8398	5.2632	6.83878	NA	NA	NA	NA
PLA2G7	7941	0.172091	0.228475	NA	NA	NA	NA
PLA2R1	22925	0.314719	1.11775	NA	NA	NA	NA
PLAA	9373	21.2909	20.5778	NA	NA	NA	NA
PLAC8	51316	0.180655	0	NA	NA	NA	NA
PLAC8L1	153770	1.65335	2.38863	NA	NA	NA	NA
PLAC9	219348	0.751791	10.2469	NA	NA	NA	NA
PLAG1	5324	9.11615	5.68715	NA	NA	NA	NA
PLAGL1	5325	69.4419	46.0464	NA	NA	NA	NA
PLAGL2	5326	18.5495	13.6171	NA	NA	NA	NA
PLAT	5327	4.21433	9.06261	NA	NA	NA	NA
PLAU	5328	1.7749	18.2513	NA	NA	NA	NA
PLAUR	5329	4.75663	7.13637	NA	NA	NA	NA
PLB1	151056	0.251905	0.455848	NA	NA	NA	NA
PLBD1	79887	0.290774	0.400593	NA	NA	NA	NA
PLBD2	196463	8.11424	8.66593	cerebral-cortex	glial-cells	High	Approved
PLCB1	23236	2.54421	2.9159	NA	NA	NA	NA
PLCB2	5330	1.60041	1.99233	cerebral-cortex	glial-cells	High	Approved
PLCB3	5331	9.6334	11.8956	NA	NA	NA	NA
PLCB4	5332	4.13505	5.98047	NA	NA	NA	NA
PLCD1	5333	23.4529	15.7125	NA	NA	NA	NA
PLCD3	113026	5.3063	7.11474	NA	NA	NA	NA
PLCD4	84812	2.07448	3.95431	NA	NA	NA	NA
PLCE1	51196	2.06367	1.31808	NA	NA	NA	NA
PLCE1-AS1	100128054	0.468427	0.11615	NA	NA	NA	NA
PLCG1	5335	126.627	104.152	cerebral-cortex	glial-cells	Low	Approved
PLCG2	5336	0.120873	0.246755	cerebral-cortex	glial-cells	Low	Enhanced
PLCH1	23007	22.3949	16.3361	NA	NA	NA	NA
PLCH2	9651	0.534456	0.38837	NA	NA	NA	NA
PLCL1	5334	1.25385	1.67245	cerebral-cortex	glial-cells	Medium	Enhanced
PLCL2	23228	5.64996	5.06004	cerebral-cortex	glial-cells	Medium	Enhanced
PLCXD1	55344	22.4646	15.989	cerebral-cortex	glial-cells	Medium	Approved
PLCXD2	257068	3.9276	1.76361	NA	NA	NA	NA
PLD1	5337	1.15892	2.51398	cerebral-cortex	glial-cells	Low	Enhanced
PLD2	5338	14.6315	13.2686	NA	NA	NA	NA
PLD3	23646	128.065	172.518	cerebral-cortex	glial-cells	Low	Approved
PLD4	122618	0.107874	0.105849	NA	NA	NA	NA
PLD5	200150	2.4206	1.18987	NA	NA	NA	NA
PLD6	201164	0.192798	0.239019	cerebral-cortex	glial-cells	Medium	Approved
PLEC	5339	5.26372	1.01799	cerebral-cortex	glial-cells	Low	Enhanced
PLEKHA1	59338	9.95333	11.1231	cerebral-cortex	glial-cells	Medium	Approved
PLEKHA2	59339	6.01795	4.64555	cerebral-cortex	glial-cells	Low	Approved
PLEKHA3	65977	7.17941	4.98515	cerebral-cortex	glial-cells	Low	Approved
PLEKHA4	57664	7.02173	10.5784	NA	NA	NA	NA
PLEKHA5	54477	14.9228	11.9433	NA	NA	NA	NA
PLEKHA6	22874	7.71438	7.21499	NA	NA	NA	NA
PLEKHA7	144100	8.92763	4.40976	NA	NA	NA	NA
PLEKHA8	84725	24.5538	15.6191	NA	NA	NA	NA
PLEKHA8P1	51054	7.1101	5.44407	NA	NA	NA	NA
PLEKHB1	58473	15.7962	8.59501	NA	NA	NA	NA
PLEKHB2	55041	28.7407	35.5043	NA	NA	NA	NA
PLEKHD1	400224	0.132061	0.0681225	NA	NA	NA	NA
PLEKHF1	79156	0.331976	2.83703	NA	NA	NA	NA
PLEKHF2	79666	4.91539	5.84566	NA	NA	NA	NA
PLEKHG1	57480	9.74487	6.58252	cerebral-cortex	glial-cells	Medium	Approved
PLEKHG2	64857	45.7318	46.5017	NA	NA	NA	NA
PLEKHG3	26030	19.3776	12.9607	cerebral-cortex	glial-cells	High	Enhanced
PLEKHG4	25894	0.306093	0.673822	NA	NA	NA	NA
PLEKHG4B	153478	6.86993	2.90805	NA	NA	NA	NA
PLEKHG5	57449	11.4431	9.24221	NA	NA	NA	NA
PLEKHG6	55200	0.136658	0.148033	NA	NA	NA	NA
PLEKHH1	57475	15.7974	10.9877	NA	NA	NA	NA
PLEKHH2	130271	2.07298	4.12048	NA	NA	NA	NA
PLEKHH3	79990	4.58261	9.34401	NA	NA	NA	NA
PLEKHJ1	55111	65.5554	62.1712	NA	NA	NA	NA
PLEKHM1	9842	2.5026	4.43915	cerebral-cortex	glial-cells	Low	Approved
PLEKHM2	23207	18.6178	18.7654	cerebral-cortex	glial-cells	Medium	Approved
PLEKHM3	389072	1.59518	0.757305	NA	NA	NA	NA
PLEKHO1	51177	0.690622	1.13587	NA	NA	NA	NA
PLEKHO2	80301	5.02726	7.37279	NA	NA	NA	NA
PLGLB1	5343	2.01782	1.94902	NA	NA	NA	NA
PLGLB2	5342	0.867814	0.527983	NA	NA	NA	NA
PLGRKT	55848	12.1114	15.8534	cerebral-cortex	glial-cells	Low	Supported
PLIN2	123	31.9158	27.1933	NA	NA	NA	NA
PLIN3	10226	19.613	26.8381	NA	NA	NA	NA
PLIN4	729359	0.297484	0.272902	NA	NA	NA	NA
PLIN5	440503	2.43306	1.18702	NA	NA	NA	NA
PLK1	5347	62.7679	41.0458	NA	NA	NA	NA
PLK2	10769	18.3836	53.2947	cerebral-cortex	glial-cells	Low	Approved
PLK3	1263	11.2883	16.3263	cerebral-cortex	glial-cells	Medium	Enhanced
PLK4	10733	33.0337	22.0286	NA	NA	NA	NA
PLLP	51090	1.42536	3.74902	cerebral-cortex	glial-cells	Medium	Enhanced
PLOD1	5351	22.7627	45.5069	NA	NA	NA	NA
PLOD2	5352	3.68144	5.73526	cerebral-cortex	glial-cells	Low	Approved
PLOD3	8985	14.1713	34.1916	NA	NA	NA	NA
PLP1	5354	63.1679	24.5073	cerebral-cortex	glial-cells	Medium	Enhanced
PLP2	5355	0	0.509807	NA	NA	NA	NA
PLRG1	5356	46.6873	41.5042	cerebral-cortex	glial-cells	Medium	Supported
PLS1	5357	2.74558	1.68961	NA	NA	NA	NA
PLS3	5358	4.77048	3.33118	NA	NA	NA	NA
PLSCR1	5359	10.4275	8.45543	NA	NA	NA	NA
PLSCR4	57088	0.495264	0.89387	NA	NA	NA	NA
PLTP	5360	47.1993	48.6548	NA	NA	NA	NA
PLXDC1	57125	0.978776	5.36878	NA	NA	NA	NA
PLXDC2	84898	7.15714	3.04078	cerebral-cortex	glial-cells	Medium	Approved
PLXNA1	5361	41.3795	29.7301	NA	NA	NA	NA
PLXNA2	5362	10.5434	8.866	cerebral-cortex	glial-cells	Medium	Approved
PLXNA3	55558	3.87566	3.14865	NA	NA	NA	NA
PLXNA4	91584	0.202074	0.277742	NA	NA	NA	NA
PLXNB1	5364	74.3365	62.6567	cerebral-cortex	glial-cells	Medium	Enhanced
PLXNB2	23654	54.5745	53.6246	NA	NA	NA	NA
PLXNB3	5365	0	0.259305	NA	NA	NA	NA
PLXNC1	10154	6.43035	13.6415	NA	NA	NA	NA
PLXND1	23129	9.65803	30.9049	cerebral-cortex	glial-cells	Medium	Approved
PM20D2	135293	5.20483	4.87308	cerebral-cortex	glial-cells	Medium	Approved
PMAIP1	5366	11.897	14.6795	NA	NA	NA	NA
PMCH	5367	0.131282	0	NA	NA	NA	NA
PMEL	6490	9.88326	3.89752	NA	NA	NA	NA
PMEPA1	56937	3.73269	13.1007	NA	NA	NA	NA
PMF1	11243	58.4814	55.483	NA	NA	NA	NA
PMF1-BGLAP	100527963	8.34364	7.27829	NA	NA	NA	NA
PMFBP1	83449	1.071	1.64773	NA	NA	NA	NA
PML	5371	8.33955	9.94046	cerebral-cortex	glial-cells	Low	Supported
PMM1	5372	9.98654	15.9284	NA	NA	NA	NA
PMM2	5373	7.68139	9.86014	NA	NA	NA	NA
PMP22	5376	11.1413	53.0361	NA	NA	NA	NA
PMPCA	23203	31.0007	32.7661	cerebral-cortex	glial-cells	Medium	Supported
PMPCB	9512	56.0926	51.1241	NA	NA	NA	NA
PMS1	5378	18.9574	20.1085	NA	NA	NA	NA
PMS2	5395	6.42679	5.16515	cerebral-cortex	glial-cells	Medium	Approved
PMS2CL	441194	10.3776	7.67038	NA	NA	NA	NA
PMS2P1	5379	5.98884	5.58665	NA	NA	NA	NA
PMS2P3	5387	0.342242	1.48049	NA	NA	NA	NA
PMS2P4	5382	3.30785	4.19595	NA	NA	NA	NA
PMS2P5	5383	0.20649	0.716263	NA	NA	NA	NA
PMVK	10654	21.1323	28.8989	cerebral-cortex	glial-cells	Medium	Approved
PNCK	139728	0.413007	0.256014	cerebral-cortex	glial-cells	Medium	Approved
PNISR	25957	149.008	111.686	cerebral-cortex	glial-cells	Medium	Approved
PNKD	25953	26.5466	30.1546	NA	NA	NA	NA
PNKP	11284	24.4078	21.1039	cerebral-cortex	glial-cells	Medium	Supported
PNMA1	9240	61.0771	53.2759	NA	NA	NA	NA
PNMA2	10687	43.8619	36.7556	NA	NA	NA	NA
PNMT	5409	0.782621	1.23925	NA	NA	NA	NA
PNN	5411	121.201	101.841	cerebral-cortex	glial-cells	Medium	Supported
PNO1	56902	8.73196	10.2665	NA	NA	NA	NA
PNP	4860	14.9691	16.3667	NA	NA	NA	NA
PNPLA2	57104	9.34796	13.8118	cerebral-cortex	glial-cells	Medium	Approved
PNPLA3	80339	10.0541	7.10006	NA	NA	NA	NA
PNPLA4	8228	0.219525	0.538248	NA	NA	NA	NA
PNPLA6	10908	16.2934	20.6418	NA	NA	NA	NA
PNPLA7	375775	0.713793	0.766544	NA	NA	NA	NA
PNPLA8	50640	11.4753	14.2347	cerebral-cortex	glial-cells	Low	Approved
PNPO	55163	0.0474011	0.145706	cerebral-cortex	glial-cells	Low	Enhanced
PNPT1	87178	11.6157	10.3634	cerebral-cortex	glial-cells	Medium	Supported
PNPT1P1	100288506	0.6596	0.214167	NA	NA	NA	NA
PNRC1	10957	36.2135	30.7727	NA	NA	NA	NA
POC1A	25886	10.3279	9.57086	cerebral-cortex	glial-cells	Medium	Approved
POC1B	282809	8.6174	8.83342	NA	NA	NA	NA
POC1B-GALNT4	100528030	0.555006	1.08653	NA	NA	NA	NA
POC5	134359	7.0959	6.44346	cerebral-cortex	glial-cells	Medium	Approved
PODN	127435	1.49315	0.915991	NA	NA	NA	NA
PODNL1	79883	0.754447	0.358552	cerebral-cortex	glial-cells	Low	Approved
PODXL	5420	53.2198	14.633	NA	NA	NA	NA
PODXL2	50512	44.7896	32.0449	cerebral-cortex	glial-cells	Medium	Approved
POFUT1	23509	15.2924	17.1493	NA	NA	NA	NA
POFUT2	23275	19.3859	19.6692	NA	NA	NA	NA
POGK	57645	35.6685	27.9232	cerebral-cortex	glial-cells	Medium	Approved
POGLUT1	56983	12.3249	11.9527	NA	NA	NA	NA
POGZ	23126	57.818	48.3569	cerebral-cortex	glial-cells	High	Enhanced
POLA1	5422	17.8534	11.32	cerebral-cortex	glial-cells	Medium	Supported
POLA2	23649	28.8326	23.3257	NA	NA	NA	NA
POLB	5423	28.6881	25.5178	NA	NA	NA	NA
POLD1	5424	36.3232	24.2873	cerebral-cortex	glial-cells	Low	Supported
POLD2	5425	66.5031	68.4354	NA	NA	NA	NA
POLD3	10714	27.5968	23.2236	NA	NA	NA	NA
POLD4	57804	6.99825	12.5972	NA	NA	NA	NA
POLDIP3	84271	45.2491	42.7	NA	NA	NA	NA
POLE	5426	57.8185	46.5598	NA	NA	NA	NA
POLE2	5427	14.5852	15.9027	NA	NA	NA	NA
POLE3	54107	44.8057	37.944	NA	NA	NA	NA
POLE4	56655	21.82	23.5445	cerebral-cortex	glial-cells	Medium	Approved
POLG	5428	26.83	26.6528	cerebral-cortex	glial-cells	Low	Approved
POLG2	11232	0.283236	0.19051	NA	NA	NA	NA
POLH	5429	6.32468	5.46523	cerebral-cortex	glial-cells	Medium	Approved
POLI	11201	27.7314	18.4917	NA	NA	NA	NA
POLK	51426	8.55993	8.07567	NA	NA	NA	NA
POLL	27343	12.5845	10.8831	NA	NA	NA	NA
POLM	27434	5.68826	7.21957	NA	NA	NA	NA
POLN	353497	1.13654	1.23975	NA	NA	NA	NA
POLQ	10721	7.14447	5.41267	NA	NA	NA	NA
POLR1A	25885	10.4028	7.26457	cerebral-cortex	glial-cells	Medium	Supported
POLR1B	84172	11.1236	12.3023	NA	NA	NA	NA
POLR1C	9533	30.0889	29.7856	NA	NA	NA	NA
POLR1D	51082	46.412	59.0959	NA	NA	NA	NA
POLR1E	64425	12.3179	12.6871	cerebral-cortex	glial-cells	Low	Supported
POLR2A	5430	74.6723	53.8211	cerebral-cortex	glial-cells	Low	Enhanced
POLR2B	5431	82.9295	67.7577	cerebral-cortex	glial-cells	Low	Supported
POLR2C	5432	42.5211	42.8924	NA	NA	NA	NA
POLR2D	5433	30.1632	24.7343	NA	NA	NA	NA
POLR2E	5434	72.3786	70.5986	cerebral-cortex	glial-cells	High	Supported
POLR2F	5435	68.8252	77.8604	cerebral-cortex	glial-cells	Medium	Supported
POLR2G	5436	97.5469	110.692	cerebral-cortex	glial-cells	Low	Approved
POLR2H	5437	46.446	49.9983	NA	NA	NA	NA
POLR2I	5438	29.7797	30.881	NA	NA	NA	NA
POLR2J	5439	32.4065	29.1278	NA	NA	NA	NA
POLR2J3	548644	10.3399	12.3834	NA	NA	NA	NA
POLR2K	5440	46.4314	47.4624	NA	NA	NA	NA
POLR2L	5441	69.856	80.8023	NA	NA	NA	NA
POLR2M	81488	16.0191	18.7742	NA	NA	NA	NA
POLR3A	11128	10.2887	8.25398	NA	NA	NA	NA
POLR3B	55703	5.8675	4.81122	cerebral-cortex	glial-cells	Medium	Supported
POLR3C	10623	3.13971	0.625597	NA	NA	NA	NA
POLR3D	661	13.9435	19.3532	cerebral-cortex	glial-cells	Medium	Supported
POLR3E	55718	21.8323	17.5321	cerebral-cortex	glial-cells	Low	Approved
POLR3F	10621	9.82099	9.31719	NA	NA	NA	NA
POLR3G	10622	1.73504	1.97325	cerebral-cortex	glial-cells	Low	Enhanced
POLR3GL	84265	0.798515	0.422482	NA	NA	NA	NA
POLR3H	171568	14.6823	14.1786	cerebral-cortex	glial-cells	Low	Approved
POLR3K	51728	13.7219	16.8091	cerebral-cortex	glial-cells	Medium	Approved
POLRMT	5442	16.555	12.3992	NA	NA	NA	NA
POLRMTP1	284167	0.374381	0.509372	NA	NA	NA	NA
POM121	9883	1.16361	0.862735	cerebral-cortex	glial-cells	Medium	Approved
POM121B	100288540	0.150972	0.14219	NA	NA	NA	NA
POM121C	100101267	3.31427	1.9871	NA	NA	NA	NA
POMGNT1	55624	29.3548	35.8723	cerebral-cortex	glial-cells	Low	Approved
POMGNT2	84892	9.83743	10.7303	NA	NA	NA	NA
POMK	84197	3.64134	1.57791	NA	NA	NA	NA
POMP	51371	65.4013	78.2383	cerebral-cortex	glial-cells	Medium	Approved
POMT1	10585	25.7668	23.2199	NA	NA	NA	NA
POMT2	29954	17.1365	17.2139	NA	NA	NA	NA
POMZP3	22932	3.05995	3.10471	NA	NA	NA	NA
PON2	5445	98.1235	114.36	cerebral-cortex	glial-cells	High	Enhanced
POP1	10940	8.42794	8.19694	NA	NA	NA	NA
POP4	10775	33.7156	42.8777	cerebral-cortex	glial-cells	Low	Approved
POP5	51367	36.0732	33.9488	NA	NA	NA	NA
POP7	10248	29.0356	33.8359	NA	NA	NA	NA
POPDC2	64091	1.50571	2.16245	NA	NA	NA	NA
POPDC3	64208	1.57672	1.3083	NA	NA	NA	NA
POR	5447	9.95534	1.06428	cerebral-cortex	glial-cells	Medium	Enhanced
POSTN	10631	10.083	77.6827	cerebral-cortex	glial-cells	High	Enhanced
POT1	25913	12.3988	11.4443	NA	NA	NA	NA
POT1-AS1	401398	0.864244	0.402557	NA	NA	NA	NA
POU2F1	5451	11.4161	6.91201	NA	NA	NA	NA
POU2F2	5452	6.62513	4.68423	NA	NA	NA	NA
POU2F3	25833	0	0	NA	NA	NA	NA
POU3F1	5453	1.02254	2.09209	NA	NA	NA	NA
POU3F2	5454	165.6	105.388	NA	NA	NA	NA
POU3F3	5455	56.2392	57.548	cerebral-cortex	glial-cells	Low	Enhanced
POU3F4	5456	3.9987	2.51058	NA	NA	NA	NA
POU4F1	5457	0.251612	0.11901	NA	NA	NA	NA
POU4F2	5458	0.653427	0.446182	NA	NA	NA	NA
POU5F1P3	642559	0.164592	0.309568	NA	NA	NA	NA
POU5F1P6	100009668	0.0609911	0	NA	NA	NA	NA
POU6F1	5463	5.75599	6.53587	cerebral-cortex	glial-cells	Medium	Enhanced
POU6F2	11281	0.48523	0.117311	NA	NA	NA	NA
PP2D1	151649	0.262449	0.129259	NA	NA	NA	NA
PPA1	5464	85.3734	78.483	cerebral-cortex	glial-cells	Medium	Supported
PPA2	27068	53.2573	39.8258	cerebral-cortex	glial-cells	Medium	Supported
PPAN	56342	20.8075	20.8432	cerebral-cortex	glial-cells	Low	Approved
PPARA	5465	2.81723	2.50193	cerebral-cortex	glial-cells	High	Supported
PPARD	5467	7.32869	8.84513	cerebral-cortex	glial-cells	Medium	Approved
PPARG	5468	0.221326	0.0946387	cerebral-cortex	glial-cells	Low	Approved
PPARGC1A	10891	0.674019	0.600703	NA	NA	NA	NA
