SYMBOL	ENTREZID	BD_R.Veh.R1	BD_R.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
PACS2	23241	4.97644	1.01736	NA	NA	NA	NA
PACSIN2	11252	35.1669	41.3438	NA	NA	NA	NA
PACSIN3	29763	2.44428	5.6472	NA	NA	NA	NA
PADI2	11240	0.0342065	0.0331223	cerebral-cortex	glial-cells	High	Enhanced
PAF1	54623	40.677	41.9678	cerebral-cortex	glial-cells	Medium	Approved
PAFAH1B1	5048	84.6669	69.0155	cerebral-cortex	glial-cells	Medium	Approved
PAFAH1B2	5049	34.512	31.268	NA	NA	NA	NA
PAFAH1B3	5050	86.8938	78.5522	NA	NA	NA	NA
PAFAH2	5051	4.1085	4.03435	NA	NA	NA	NA
PAG1	55824	2.93071	4.51821	NA	NA	NA	NA
PAICS	10606	144.299	106.681	NA	NA	NA	NA
PAICSP1	780814	0.378815	0.311813	NA	NA	NA	NA
PAICSP4	780813	0.411556	0.215095	NA	NA	NA	NA
PAIP1	10605	91.3241	70.6877	cerebral-cortex	glial-cells	Medium	Approved
PAIP2	51247	135.868	121.536	cerebral-cortex	glial-cells	Medium	Approved
PAIP2B	400961	2.12736	1.08038	NA	NA	NA	NA
PAK1	5058	33.7935	36.6375	NA	NA	NA	NA
PAK1IP1	55003	12.3609	14.4101	cerebral-cortex	glial-cells	High	Supported
PAK2	5062	47.4552	40.1536	NA	NA	NA	NA
PAK3	5063	5.35336	4.07816	NA	NA	NA	NA
PAK4	10298	21.4385	19.4044	NA	NA	NA	NA
PAK6	56924	0.0616517	0.103018	NA	NA	NA	NA
PALB2	79728	10.0555	7.91493	cerebral-cortex	glial-cells	High	Approved
PALD1	27143	3.36736	5.57471	NA	NA	NA	NA
PALLD	23022	33.811	48.2009	NA	NA	NA	NA
PALM	5064	35.4086	48.0507	NA	NA	NA	NA
PALM3	342979	2.66013	8.94546	NA	NA	NA	NA
PALMD	54873	3.56006	2.68251	NA	NA	NA	NA
PAM	5066	32.7583	46.9453	NA	NA	NA	NA
PAM16	51025	17.7521	21.433	NA	NA	NA	NA
PAMR1	25891	0.552425	2.81951	NA	NA	NA	NA
PAN2	9924	30.0995	25.4051	NA	NA	NA	NA
PAN3	255967	21.1212	20.2184	NA	NA	NA	NA
PAN3-AS1	100288730	2.00774	2.99103	NA	NA	NA	NA
PANK1	53354	20.8722	14.9613	NA	NA	NA	NA
PANK2	80025	25.5276	26.3241	NA	NA	NA	NA
PANK3	79646	43.7818	31.1729	NA	NA	NA	NA
PANK4	55229	15.1017	14.1272	NA	NA	NA	NA
PANX1	24145	22.6163	18.9187	NA	NA	NA	NA
PANX2	56666	1.78811	2.65321	cerebral-cortex	glial-cells	Low	Enhanced
PAOX	196743	3.1747	3.11052	NA	NA	NA	NA
PAPLN	89932	3.39128	1.2136	NA	NA	NA	NA
PAPOLA	10914	106.995	88.6786	cerebral-cortex	glial-cells	Medium	Supported
PAPOLG	64895	12.6666	9.53066	cerebral-cortex	glial-cells	Medium	Approved
PAPPA	5069	1.46859	0.883006	NA	NA	NA	NA
PAPPA-AS1	493913	0.770923	0.791256	NA	NA	NA	NA
PAPPA2	60676	0.334483	0.257867	NA	NA	NA	NA
PAPSS1	9061	48.0627	45.7824	NA	NA	NA	NA
PAPSS2	9060	1.42943	5.99293	NA	NA	NA	NA
PAQR3	152559	22.2936	15.0537	NA	NA	NA	NA
PAQR4	124222	23.7328	22.4975	NA	NA	NA	NA
PAQR5	54852	0.114813	0.0617293	NA	NA	NA	NA
PAQR6	79957	8.88069	10.1607	NA	NA	NA	NA
PAQR7	164091	3.14697	4.69478	cerebral-cortex	glial-cells	Low	Approved
PAQR8	85315	5.76421	8.13296	NA	NA	NA	NA
PAQR9	344838	0.783741	0.666478	NA	NA	NA	NA
PARD3	56288	25.1973	18.709	NA	NA	NA	NA
PARD3-AS1	100505601	0	1.65664	NA	NA	NA	NA
PARD3B	117583	9.52181	4.6477	cerebral-cortex	glial-cells	Low	Approved
PARD6A	50855	4.95382	5.72373	cerebral-cortex	glial-cells	Low	Approved
PARD6B	84612	2.02562	1.86718	NA	NA	NA	NA
PARD6G	84552	16.9019	13.437	NA	NA	NA	NA
PARG	8505	8.66515	11.7261	NA	NA	NA	NA
PARGP1	728407	1.0862	0.426061	NA	NA	NA	NA
PARK7	11315	209.233	221.601	cerebral-cortex	glial-cells	Medium	Supported
PARL	55486	36.9097	38.7729	cerebral-cortex	glial-cells	Low	Approved
PARM1	25849	0.680987	1.18131	cerebral-cortex	glial-cells	Medium	Approved
PARN	5073	12.0381	13.3495	cerebral-cortex	glial-cells	High	Supported
PARP1	142	152.754	107.953	cerebral-cortex	glial-cells	Low	Supported
PARP10	84875	0.274399	0.131153	NA	NA	NA	NA
PARP11	57097	11.252	7.86062	NA	NA	NA	NA
PARP12	64761	0.843642	2.93714	NA	NA	NA	NA
PARP14	54625	1.27358	3.3318	cerebral-cortex	glial-cells	Medium	Supported
PARP16	54956	6.04019	4.80006	NA	NA	NA	NA
PARP2	10038	42.6052	39.9806	NA	NA	NA	NA
PARP3	10039	2.11447	1.84683	cerebral-cortex	glial-cells	Low	Supported
PARP4	143	13.8612	12.41	NA	NA	NA	NA
PARP6	56965	34.8917	33.8461	cerebral-cortex	glial-cells	Low	Approved
PARP8	79668	19.4722	13.1471	NA	NA	NA	NA
PARP9	83666	0.95287	1.00613	NA	NA	NA	NA
PARPBP	55010	18.4597	14.7183	cerebral-cortex	glial-cells	Medium	Approved
PARS2	25973	2.26295	3.29118	NA	NA	NA	NA
PARVA	55742	21.1476	30.2058	cerebral-cortex	glial-cells	Low	Approved
PARVB	29780	0.277518	0.479965	NA	NA	NA	NA
PASK	23178	15.589	12.3759	NA	NA	NA	NA
PATL1	219988	16.941	16.6246	NA	NA	NA	NA
PATL2	197135	0.282212	0.0544666	NA	NA	NA	NA
PATZ1	23598	62.5751	45.1987	cerebral-cortex	glial-cells	High	Approved
PAWR	5074	16.4437	8.29499	cerebral-cortex	glial-cells	Medium	Approved
PAX2	5076	0.802231	0.332627	NA	NA	NA	NA
PAX3	5077	0.510647	0.0398492	NA	NA	NA	NA
PAX5	5079	6.27687	1.68983	NA	NA	NA	NA
PAX6	5080	84.2374	34.0638	NA	NA	NA	NA
PAX7	5081	1.17961	0.670335	NA	NA	NA	NA
PAX8	7849	1.24087	3.98447	NA	NA	NA	NA
PAX8-AS1	654433	0.552884	0.585303	NA	NA	NA	NA
PAXBP1	94104	53.4468	37.3121	cerebral-cortex	glial-cells	Medium	Approved
PAXBP1-AS1	100506215	2.07146	1.77155	NA	NA	NA	NA
PAXIP1	22976	11.9313	9.20091	cerebral-cortex	glial-cells	Medium	Enhanced
PAXIP1-AS1	202781	5.56876	4.56045	NA	NA	NA	NA
PAXIP1-AS2	100132707	1.29898	1.91066	NA	NA	NA	NA
PBDC1	51260	0.336762	3.75608	NA	NA	NA	NA
PBK	55872	44.7654	31.1379	NA	NA	NA	NA
PBLD	64081	4.11128	2.5035	NA	NA	NA	NA
PBRM1	55193	42.9679	29.2588	NA	NA	NA	NA
PBX1	5087	52.1105	47.209	cerebral-cortex	glial-cells	Medium	Supported
PBX2	5089	0.777722	0.706718	cerebral-cortex	glial-cells	Low	Supported
PBX2P1	5088	68.9555	51.7455	NA	NA	NA	NA
PBX3	5090	54.6912	39.2128	cerebral-cortex	glial-cells	Low	Supported
PBX4	80714	4.75346	6.52261	NA	NA	NA	NA
PBXIP1	57326	23.271	24.8173	cerebral-cortex	glial-cells	Medium	Approved
PC	5091	10.5197	10.3983	cerebral-cortex	glial-cells	Low	Enhanced
PCAT6	100506696	2.55301	3.3017	NA	NA	NA	NA
PCAT7	101928099	0.149877	0.42292	NA	NA	NA	NA
PCBD1	5092	12.3896	16.2285	NA	NA	NA	NA
PCBD2	84105	8.37637	8.40102	NA	NA	NA	NA
PCBP1	5093	181.795	177.501	cerebral-cortex	glial-cells	Medium	Supported
PCBP1-AS1	400960	20.9842	18.0085	NA	NA	NA	NA
PCBP2	5094	454.701	426.408	NA	NA	NA	NA
PCBP2P1	101060045	0.248057	0.0583024	NA	NA	NA	NA
PCBP3	54039	2.76524	3.11206	cerebral-cortex	glial-cells	Low	Approved
PCBP4	57060	78.2956	63.7893	NA	NA	NA	NA
PCCA	5095	11.2836	17.7446	cerebral-cortex	glial-cells	Low	Enhanced
PCCB	5096	17.3228	17.2521	NA	NA	NA	NA
PCDH1	5097	24.4009	24.1971	NA	NA	NA	NA
PCDH10	57575	9.25127	5.02423	cerebral-cortex	glial-cells	High	Approved
PCDH11X	27328	0.476469	0.577653	NA	NA	NA	NA
PCDH12	51294	0.476061	0.825859	NA	NA	NA	NA
PCDH15	65217	42.5004	18.1126	NA	NA	NA	NA
PCDH17	27253	6.28909	3.88754	NA	NA	NA	NA
PCDH18	54510	73.3652	49.279	NA	NA	NA	NA
PCDH19	57526	39.0846	22.174	NA	NA	NA	NA
PCDH20	64881	0.682662	0.316606	NA	NA	NA	NA
PCDH7	5099	2.81334	9.61156	NA	NA	NA	NA
PCDH8	5100	31.0848	13.8963	NA	NA	NA	NA
PCDH9	5101	6.69011	5.44922	NA	NA	NA	NA
PCDHB3	56132	0.0808811	0.0457065	NA	NA	NA	NA
PCDHGA1	56114	0.314689	0.281165	NA	NA	NA	NA
PCDHGA10	56106	2.25025	2.46448	NA	NA	NA	NA
PCDHGA11	56105	0.180412	0.0743011	NA	NA	NA	NA
PCDHGA12	26025	0.138062	0.130768	NA	NA	NA	NA
PCDHGA2	56113	0.062831	0.210547	cerebral-cortex	glial-cells	Low	Approved
PCDHGA3	56112	0.167558	0.187153	NA	NA	NA	NA
PCDHGA4	56111	0.754998	0.58576	NA	NA	NA	NA
PCDHGA5	56110	0.0419446	0.0702917	NA	NA	NA	NA
PCDHGA6	56109	0.565508	0.280729	NA	NA	NA	NA
PCDHGA7	56108	0.0418897	0.0935768	NA	NA	NA	NA
PCDHGA8	9708	0.0837791	0.0935768	NA	NA	NA	NA
PCDHGA9	56107	0.439839	0.678428	NA	NA	NA	NA
PCDHGB1	56104	0.442736	0.542268	NA	NA	NA	NA
PCDHGB2	56103	1.46805	1.56984	NA	NA	NA	NA
PCDHGB3	56102	0.139206	0.132039	NA	NA	NA	NA
PCDHGB4	8641	0.868967	0.474503	NA	NA	NA	NA
PCDHGB6	56100	33.8515	28.1132	NA	NA	NA	NA
PCDHGB7	56099	2.01862	1.64524	NA	NA	NA	NA
PCDHGB8P	56120	0.0887844	0	NA	NA	NA	NA
PCDHGC3	5098	7.98404	7.02673	cerebral-cortex	glial-cells	Low	Approved
PCDHGC4	56098	0.519539	1.06621	NA	NA	NA	NA
PCDHGC5	56097	0.247451	0.344501	cerebral-cortex	glial-cells	High	Supported
PCED1A	64773	24.4979	24.6409	cerebral-cortex	glial-cells	High	Approved
PCED1B	91523	0.167816	0.358025	NA	NA	NA	NA
PCF11	51585	24.0218	16.2673	NA	NA	NA	NA
PCGF1	84759	7.96268	10.8451	cerebral-cortex	glial-cells	High	Supported
PCGF2	7703	33.199	33.7268	NA	NA	NA	NA
PCGF3	10336	34.6999	34.0651	NA	NA	NA	NA
PCGF5	84333	7.65568	5.18288	NA	NA	NA	NA
PCGF6	84108	11.4017	11.6544	NA	NA	NA	NA
PCID2	55795	23.1112	21.6994	NA	NA	NA	NA
PCIF1	63935	16.8445	15.8137	cerebral-cortex	glial-cells	Low	Enhanced
PCK2	5106	11.308	10.4237	NA	NA	NA	NA
PCLO	27445	1.06135	1.63833	NA	NA	NA	NA
PCM1	5108	98.7867	81.978	cerebral-cortex	glial-cells	Low	Enhanced
PCMT1	5110	44.017	47.4824	NA	NA	NA	NA
PCMTD1	115294	27.1972	17.9989	NA	NA	NA	NA
PCMTD2	55251	40.6171	33.4823	cerebral-cortex	glial-cells	Low	Approved
PCNA	5111	280.887	240.243	NA	NA	NA	NA
PCNP	57092	103.179	90.8111	cerebral-cortex	glial-cells	Medium	Supported
PCNPP1	654427	1.39793	1.89204	NA	NA	NA	NA
PCNPP5	100507361	1.03108	1.44856	NA	NA	NA	NA
PCNT	5116	28.1933	24.6401	NA	NA	NA	NA
PCOLCE	5118	14.1093	47.7343	NA	NA	NA	NA
PCOLCE-AS1	100129845	0.0207053	0.112587	NA	NA	NA	NA
PCOLCE2	26577	0.499885	1.62739	NA	NA	NA	NA
PCP4	5121	1.6325	1.37885	NA	NA	NA	NA
PCP4L1	654790	0.235975	0.407091	NA	NA	NA	NA
PCSK1	5122	0.551049	0.565485	cerebral-cortex	glial-cells	Low	Approved
PCSK1N	27344	0.0566755	0.106589	cerebral-cortex	glial-cells	Medium	Enhanced
PCSK2	5126	4.61272	4.038	NA	NA	NA	NA
PCSK4	54760	4.58294	4.69447	NA	NA	NA	NA
PCSK5	5125	1.25147	1.22396	NA	NA	NA	NA
PCSK6	5046	4.65792	4.02231	NA	NA	NA	NA
PCSK7	9159	12.812	15.4365	NA	NA	NA	NA
PCSK9	255738	5.62555	3.9224	NA	NA	NA	NA
PCTP	58488	9.11075	9.38367	NA	NA	NA	NA
PCYOX1	51449	24.989	24.2475	cerebral-cortex	glial-cells	Low	Approved
PCYOX1L	78991	9.82551	9.61806	cerebral-cortex	glial-cells	Low	Approved
PCYT1A	5130	12.6669	17.1806	cerebral-cortex	glial-cells	Low	Approved
PCYT1B	9468	5.67851	4.84965	NA	NA	NA	NA
PCYT2	5833	19.4815	16.0194	cerebral-cortex	glial-cells	Low	Enhanced
PDAP1	11333	102.889	110.032	cerebral-cortex	glial-cells	Medium	Approved
PDC	5132	0.148328	0.179755	NA	NA	NA	NA
PDCD10	11235	24.7372	27.8861	cerebral-cortex	glial-cells	Low	Approved
PDCD11	22984	17.0868	15.7261	NA	NA	NA	NA
PDCD1LG2	80380	0.321055	0.349039	NA	NA	NA	NA
PDCD2	5134	41.3535	44.0895	NA	NA	NA	NA
PDCD2L	84306	5.76255	8.41053	NA	NA	NA	NA
PDCD4	27250	61.4989	32.946	cerebral-cortex	glial-cells	Medium	Enhanced
PDCD4-AS1	282997	3.25419	2.74336	NA	NA	NA	NA
PDCD5	9141	72.96	79.4766	NA	NA	NA	NA
PDCD6	10016	45.2533	61.635	NA	NA	NA	NA
PDCD6IP	10015	55.8399	48.8086	NA	NA	NA	NA
PDCD7	10081	16.2089	16.3488	NA	NA	NA	NA
PDCL	5082	22.5495	21.322	NA	NA	NA	NA
PDCL3	79031	26.1955	27.7147	cerebral-cortex	glial-cells	Low	Approved
PDCL3P4	285359	1.6701	2.43949	NA	NA	NA	NA
PDCL3P5	644850	1.66368	1.9094	NA	NA	NA	NA
PDE10A	10846	10.2466	8.39884	NA	NA	NA	NA
PDE11A	50940	0.505254	0.204638	cerebral-cortex	glial-cells	Medium	Approved
PDE12	201626	6.99798	6.19138	cerebral-cortex	glial-cells	Medium	Approved
PDE1A	5136	19.9408	5.35484	cerebral-cortex	glial-cells	Medium	Approved
PDE1B	5153	0.743784	0.679043	cerebral-cortex	glial-cells	Medium	Enhanced
PDE1C	5137	0.421686	0.399527	NA	NA	NA	NA
PDE2A	5138	1.25963	0.911386	NA	NA	NA	NA
PDE3A	5139	2.33974	2.23242	NA	NA	NA	NA
PDE3B	5140	6.33284	2.61634	NA	NA	NA	NA
PDE4A	5141	0.645873	1.35237	NA	NA	NA	NA
PDE4B	5142	49.2872	33.8823	NA	NA	NA	NA
PDE4C	5143	0.211077	0.394936	NA	NA	NA	NA
PDE4D	5144	4.64716	4.14173	cerebral-cortex	glial-cells	Medium	Approved
PDE4DIP	9659	0.528961	0.536193	NA	NA	NA	NA
PDE5A	8654	4.49386	6.55339	NA	NA	NA	NA
PDE6B	5158	1.35991	0.478253	NA	NA	NA	NA
PDE6C	5146	0.177843	0.0291568	NA	NA	NA	NA
PDE6D	5147	22.445	24.0219	NA	NA	NA	NA
PDE6G	5148	0.424883	0.192258	NA	NA	NA	NA
PDE7A	5150	46.6606	35.5652	NA	NA	NA	NA
PDE7B	27115	3.3611	3.5258	NA	NA	NA	NA
PDE8A	5151	9.55191	17.3086	cerebral-cortex	glial-cells	Medium	Approved
PDE8B	8622	1.09747	1.37443	NA	NA	NA	NA
PDE9A	5152	22.4191	22.1623	NA	NA	NA	NA
PDF	64146	5.6112	7.06857	NA	NA	NA	NA
PDGFA	5154	0.701594	0.82892	NA	NA	NA	NA
PDGFB	5155	3.31997	3.61243	cerebral-cortex	glial-cells	Low	Supported
PDGFC	56034	24.3165	40.0587	NA	NA	NA	NA
PDGFD	80310	3.59116	3.70988	NA	NA	NA	NA
PDGFRA	5156	2.4067	14.8731	NA	NA	NA	NA
PDGFRB	5159	5.34694	31.1134	NA	NA	NA	NA
PDGFRL	5157	1.37528	6.47144	NA	NA	NA	NA
PDHA1	5160	77.0133	88.0411	cerebral-cortex	glial-cells	Low	Approved
PDHB	5162	43.8582	44.6199	cerebral-cortex	glial-cells	Low	Enhanced
PDHX	8050	16.1197	16.3458	cerebral-cortex	glial-cells	Medium	Enhanced
PDIA2	64714	0.504252	0.833945	NA	NA	NA	NA
PDIA3	2923	193.954	276.67	cerebral-cortex	glial-cells	Medium	Enhanced
PDIA4	9601	84.4641	130.889	cerebral-cortex	glial-cells	Medium	Supported
PDIA5	10954	9.48521	24.0974	NA	NA	NA	NA
PDIA6	10130	160.609	219.739	cerebral-cortex	glial-cells	Medium	Enhanced
PDIK1L	149420	9.77615	7.58854	NA	NA	NA	NA
PDK1	5163	2.62844	2.96672	cerebral-cortex	glial-cells	Low	Approved
PDK2	5164	11.7087	14.2031	NA	NA	NA	NA
PDK3	5165	3.87153	2.85576	NA	NA	NA	NA
PDK4	5166	0.598602	0.305163	cerebral-cortex	glial-cells	High	Approved
PDLIM1	9124	7.75888	18.8773	cerebral-cortex	glial-cells	Low	Approved
PDLIM1P4	100419185	0.179452	0.393445	NA	NA	NA	NA
PDLIM2	64236	30.6048	32.6015	NA	NA	NA	NA
PDLIM3	27295	3.73841	4.93294	NA	NA	NA	NA
PDLIM4	8572	2.92021	6.45027	NA	NA	NA	NA
PDLIM5	10611	12.791	12.5646	NA	NA	NA	NA
PDLIM7	9260	81.9322	100.591	cerebral-cortex	glial-cells	Low	Approved
PDP1	54704	6.13121	9.53739	NA	NA	NA	NA
PDP2	57546	4.64092	4.33353	NA	NA	NA	NA
PDPK1	5170	14.052	14.2492	NA	NA	NA	NA
PDPN	10630	62.6857	27.1456	NA	NA	NA	NA
PDPR	55066	14.6807	11.1819	NA	NA	NA	NA
PDRG1	81572	19.9066	23.815	NA	NA	NA	NA
PDS5A	23244	37.2898	30.0894	cerebral-cortex	glial-cells	Medium	Enhanced
PDS5B	23047	38.093	33.1321	cerebral-cortex	glial-cells	High	Supported
PDSS1	23590	6.6532	8.42301	NA	NA	NA	NA
PDSS2	57107	3.51262	7.7175	NA	NA	NA	NA
PDXDC1	23042	20.0619	22.7279	NA	NA	NA	NA
PDXK	8566	19.4206	21.34	cerebral-cortex	glial-cells	High	Enhanced
PDXP	57026	23.1738	22.7658	cerebral-cortex	glial-cells	Low	Approved
PDYN	5173	0.612751	0.518342	NA	NA	NA	NA
PDZD11	51248	28.4456	30.8692	NA	NA	NA	NA
PDZD2	23037	0.899762	3.36776	NA	NA	NA	NA
PDZD4	57595	7.76626	0.443433	cerebral-cortex	glial-cells	High	Enhanced
PDZD7	79955	0.244805	0.171057	NA	NA	NA	NA
PDZD8	118987	8.73888	7.83365	NA	NA	NA	NA
PDZD9	255762	0.277485	0.0521865	NA	NA	NA	NA
PDZRN3	23024	25.6764	31.9166	cerebral-cortex	glial-cells	Medium	Approved
PDZRN3-AS1	101927249	0.756216	0.951905	NA	NA	NA	NA
PDZRN4	29951	2.12084	2.48065	NA	NA	NA	NA
PEA15	8682	114.864	147.653	cerebral-cortex	glial-cells	Low	Enhanced
PEAK1	79834	15.5177	9.61649	cerebral-cortex	glial-cells	Medium	Approved
PEAR1	375033	0.308794	3.32041	NA	NA	NA	NA
PEBP1	5037	169.388	148.876	cerebral-cortex	glial-cells	Low	Enhanced
PEBP1P2	647307	0.134931	0	NA	NA	NA	NA
PECR	55825	7.78613	4.22047	cerebral-cortex	glial-cells	High	Enhanced
PEF1	553115	35.9156	40.4067	NA	NA	NA	NA
PEG10	23089	190.429	342.097	NA	NA	NA	NA
PELI1	57162	19.8673	32.5862	NA	NA	NA	NA
PELI2	57161	6.93058	5.75067	NA	NA	NA	NA
PELI3	246330	4.85395	4.02129	NA	NA	NA	NA
PELO	53918	4.96858	6.75553	NA	NA	NA	NA
PELP1	27043	32.2895	28.1029	cerebral-cortex	glial-cells	Medium	Supported
PEMT	10400	12.7997	20.319	NA	NA	NA	NA
PENK	5179	2.64421	23.7719	NA	NA	NA	NA
PEPD	5184	25.8347	30.2833	NA	NA	NA	NA
PER1	5187	10.0779	10.376	NA	NA	NA	NA
PER2	8864	2.67223	1.73456	cerebral-cortex	glial-cells	Medium	Enhanced
PER3	8863	2.65263	1.77018	cerebral-cortex	glial-cells	Medium	Approved
PERP	64065	1.59885	3.33342	NA	NA	NA	NA
PES1	23481	33.9247	39.8209	NA	NA	NA	NA
PET100	100131801	52.5852	58.5833	NA	NA	NA	NA
PET117	100303755	9.23228	8.03778	NA	NA	NA	NA
PEX1	5189	18.2408	17.1039	NA	NA	NA	NA
PEX10	5192	11.7005	13.5816	cerebral-cortex	glial-cells	High	Approved
PEX11A	8800	0.860044	1.24737	NA	NA	NA	NA
PEX11B	8799	0.0624968	0.126525	NA	NA	NA	NA
PEX11G	92960	0.754262	1.0087	NA	NA	NA	NA
PEX12	5193	3.59524	3.31253	NA	NA	NA	NA
PEX13	5194	12.3425	10.9148	cerebral-cortex	glial-cells	Medium	Enhanced
PEX14	5195	13.3553	12.499	cerebral-cortex	glial-cells	Low	Supported
PEX16	9409	7.20063	7.58126	NA	NA	NA	NA
PEX19	5824	40.1885	35.2066	cerebral-cortex	glial-cells	Medium	Supported
PEX2	5828	27.6038	28.3648	cerebral-cortex	glial-cells	Medium	Approved
PEX26	55670	13.2928	8.94563	NA	NA	NA	NA
PEX3	8504	7.73811	8.28599	NA	NA	NA	NA
PEX5	5830	18.1906	17.2805	cerebral-cortex	glial-cells	High	Enhanced
PEX5L	51555	2.68148	2.3735	cerebral-cortex	glial-cells	High	Enhanced
PEX6	5190	2.64063	3.54708	cerebral-cortex	glial-cells	Medium	Supported
PEX7	5191	2.36786	1.97546	NA	NA	NA	NA
PFAS	5198	31.1145	19.6237	cerebral-cortex	glial-cells	Low	Enhanced
PFDN1	5201	64.992	67.8106	cerebral-cortex	glial-cells	High	Approved
PFDN2	5202	87.7156	97.456	cerebral-cortex	glial-cells	Low	Approved
PFDN4	5203	54.6893	68.6462	NA	NA	NA	NA
PFDN5	5204	260.445	281.061	NA	NA	NA	NA
PFKFB1	5207	0.389604	0.293344	NA	NA	NA	NA
PFKFB2	5208	2.59475	2.87655	NA	NA	NA	NA
PFKFB3	5209	16.6882	18.5645	NA	NA	NA	NA
PFKFB4	5210	5.73699	5.66196	NA	NA	NA	NA
PFKL	5211	34.2633	39.9593	NA	NA	NA	NA
PFKM	5213	55.956	43.3557	cerebral-cortex	glial-cells	Low	Approved
PFKP	5214	3.05373	8.43959	NA	NA	NA	NA
PFN1	5216	320.017	411.707	cerebral-cortex	glial-cells	Medium	Enhanced
PFN1P1	730138	3.02285	2.22242	NA	NA	NA	NA
PFN1P6	645126	0.482473	0.676894	NA	NA	NA	NA
PFN2	5217	200.262	180.876	cerebral-cortex	glial-cells	Low	Enhanced
PFN4	375189	0.312546	0.34788	NA	NA	NA	NA
PGA5	5222	0.263431	0.185432	NA	NA	NA	NA
PGAM1	5223	91.6574	84.3007	NA	NA	NA	NA
PGAM1P7	100420650	0.0898362	0.168732	NA	NA	NA	NA
PGAM2	5224	0.25249	0.160246	NA	NA	NA	NA
PGAM5	192111	20.6939	18.8957	cerebral-cortex	glial-cells	Medium	Enhanced
PGAP1	80055	27.1784	26.2589	NA	NA	NA	NA
PGAP2	27315	16.0669	20.3242	cerebral-cortex	glial-cells	Low	Approved
PGAP3	93210	7.50667	8.53026	cerebral-cortex	glial-cells	Low	Approved
PGBD1	84547	9.47088	8.87156	NA	NA	NA	NA
PGBD2	267002	6.75656	4.53611	NA	NA	NA	NA
PGBD3	267004	1.35749	1.15406	NA	NA	NA	NA
PGBD4	161779	1.56717	1.41149	NA	NA	NA	NA
PGBD4P3	100421136	0	0.237781	NA	NA	NA	NA
PGBD5	79605	23.7287	18.6239	NA	NA	NA	NA
PGD	5226	231.014	213.499	NA	NA	NA	NA
PGDP1	342705	0.0775791	0.0730025	NA	NA	NA	NA
PGF	5228	0.813842	8.71407	NA	NA	NA	NA
PGGT1B	5229	10.6638	9.45292	NA	NA	NA	NA
PGK1P2	5233	0.237453	0.178695	NA	NA	NA	NA
PGLS	25796	36.0791	48.3181	cerebral-cortex	glial-cells	Medium	Approved
PGLYRP1	8993	0.185567	0	NA	NA	NA	NA
PGM1	5236	11.7879	15.974	NA	NA	NA	NA
PGM2	55276	12.393	14.2768	NA	NA	NA	NA
PGM2L1	283209	6.6773	5.00602	cerebral-cortex	glial-cells	Low	Enhanced
PGM3	5238	16.5662	17.9069	NA	NA	NA	NA
PGM5	5239	0.107276	0.401577	NA	NA	NA	NA
PGM5P2	595135	0.27214	0.204	NA	NA	NA	NA
PGP	283871	14.8779	12.539	cerebral-cortex	glial-cells	Medium	Approved
PGPEP1	54858	4.51134	11.958	cerebral-cortex	glial-cells	Low	Approved
PGRMC1	10857	187.707	145.518	cerebral-cortex	glial-cells	Low	Enhanced
PGRMC2	10424	31.1986	35.8947	NA	NA	NA	NA
PGS1	9489	20.4133	16.512	cerebral-cortex	glial-cells	Medium	Approved
PHACTR1	221692	8.25651	6.32625	cerebral-cortex	glial-cells	Low	Enhanced
PHACTR2	9749	4.28563	4.55003	cerebral-cortex	glial-cells	Medium	Approved
PHACTR2P1	100533676	0.475845	0.634323	NA	NA	NA	NA
PHACTR3	116154	4.17162	5.54745	NA	NA	NA	NA
PHACTR4	65979	23.5215	18.4084	cerebral-cortex	glial-cells	Medium	Approved
PHAX	51808	41.6534	44.3241	cerebral-cortex	glial-cells	Medium	Supported
PHB	5245	69.8556	76.7741	cerebral-cortex	glial-cells	High	Supported
PHB2	11331	4.76906	5.76011	cerebral-cortex	glial-cells	Medium	Supported
PHBP13	100418843	0	0.2427	NA	NA	NA	NA
PHBP9	100289414	1.31147	0.9423	NA	NA	NA	NA
PHC1	1911	28.95	28.8335	cerebral-cortex	glial-cells	Low	Approved
PHC1P1	653441	5.69015	4.08068	NA	NA	NA	NA
PHC2	1912	102.458	102.482	cerebral-cortex	glial-cells	Medium	Supported
PHC3	80012	6.79364	3.94441	cerebral-cortex	glial-cells	Low	Approved
PHEX	5251	0.265654	0.318546	NA	NA	NA	NA
PHF1	5252	1.53081	0.431641	cerebral-cortex	glial-cells	Medium	Approved
PHF10	55274	63.3965	47.6819	NA	NA	NA	NA
PHF11	51131	1.31199	5.27435	NA	NA	NA	NA
PHF12	57649	28.5175	26.5288	cerebral-cortex	glial-cells	Low	Approved
PHF13	148479	17.1848	15.2371	NA	NA	NA	NA
PHF14	9678	40.8999	35.161	cerebral-cortex	glial-cells	High	Supported
PHF19	26147	22.1878	23.8584	NA	NA	NA	NA
PHF2	5253	21.3317	25.1794	cerebral-cortex	glial-cells	High	Approved
PHF20	51230	16.2764	12.404	cerebral-cortex	glial-cells	Low	Approved
PHF20L1	51105	31.3549	33.315	NA	NA	NA	NA
PHF21A	51317	34.1605	26.2067	NA	NA	NA	NA
PHF21B	112885	24.9114	17.165	cerebral-cortex	glial-cells	Medium	Enhanced
