SYMBOL	ENTREZID	HT.1	HT.4	HT.5	HT.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
PEX1	5189	12.1047	14.1095	18.2426	14.8528	NA	NA	NA	NA
PEX10	5192	29.7539	26.2762	19.1972	25.8999	cerebral-cortex	glial-cells	High	Approved
PEX11A	8800	10.5241	7.43894	5.96935	5.35845	NA	NA	NA	NA
PEX11G	92960	1.45679	3.52291	1.09949	1.65324	NA	NA	NA	NA
PEX12	5193	6.88892	5.48882	3.73178	5.46674	NA	NA	NA	NA
PEX13	5194	20.5612	13.7665	14.1156	15.6344	cerebral-cortex	glial-cells	Medium	Enhanced
PEX14	5195	9.1776	8.88125	8.72183	6.94487	cerebral-cortex	glial-cells	Low	Supported
PEX16	9409	18.9573	12.4862	11.4613	11.0435	NA	NA	NA	NA
PEX19	5824	42.6409	43.1763	34.6765	42.831	cerebral-cortex	glial-cells	Medium	Supported
PEX2	5828	70.3021	59.1379	52.6737	50.3426	cerebral-cortex	glial-cells	Medium	Approved
PEX26	55670	14.7693	15.1453	15.4898	13.0043	NA	NA	NA	NA
PEX3	8504	14.5524	12.1387	11.1231	18.8194	NA	NA	NA	NA
PEX5	5830	16.3588	13.9833	16.1248	15.127	cerebral-cortex	glial-cells	High	Enhanced
PEX5L	51555	0.304057	0.467794	0.382074	1.15249	cerebral-cortex	glial-cells	High	Enhanced
PEX6	5190	8.61295	4.45843	3.67723	8.27415	cerebral-cortex	glial-cells	Medium	Supported
PEX7	5191	2.09445	1.36317	1.55117	1.55628	NA	NA	NA	NA
PFAS	5198	13.3954	16.8284	18.5904	10.0494	cerebral-cortex	glial-cells	Low	Enhanced
PFDN1	5201	57.1694	61.2434	53.8423	63.5493	cerebral-cortex	glial-cells	High	Approved
PFDN2	5202	19.8373	15.7412	19.0935	22.0267	cerebral-cortex	glial-cells	Low	Approved
PFDN4	5203	66.0298	64.4527	63.3405	61.1929	NA	NA	NA	NA
PFDN5	5204	518.215	465.845	340.405	434.921	NA	NA	NA	NA
PFKFB1	5207	0.305362	0.122176	0.135523	0.381737	NA	NA	NA	NA
PFKFB2	5208	4.75415	6.38112	2.62559	3.63818	NA	NA	NA	NA
PFKFB3	5209	110.285	44.1501	28.6354	23.6484	NA	NA	NA	NA
PFKFB4	5210	10.9678	12.2347	9.14078	10.8179	NA	NA	NA	NA
PFKL	5211	31.1665	40.1937	39.3975	38.3765	NA	NA	NA	NA
PFKM	5213	97.6808	134.639	117.467	130.153	cerebral-cortex	glial-cells	Low	Approved
PFKP	5214	23.8334	32.9453	30.9097	20.5279	NA	NA	NA	NA
PFN1	5216	192.123	200.549	195.601	184.758	cerebral-cortex	glial-cells	Medium	Enhanced
PFN1P1	730138	37.0869	28.3074	33.1061	31.5685	NA	NA	NA	NA
PFN2	5217	185.415	252.802	265.777	256.144	cerebral-cortex	glial-cells	Low	Enhanced
PFN4	375189	0.528883	0.65707	0.562177	0.562334	NA	NA	NA	NA
PGA5	5222	0.27764	0.120866	0.226298	0	NA	NA	NA	NA
PGAM1	5223	33.6787	31.1395	32.5602	35.3176	NA	NA	NA	NA
PGAM1P4	391508	0	0.136736	0.175907	0	NA	NA	NA	NA
PGAM1P6	100420567	0.130522	0.42617	0.897148	0.646225	NA	NA	NA	NA
PGAM1P7	100420650	0.199444	1.38921	0.421795	0.188081	NA	NA	NA	NA
PGAM1P9	100420681	0	0.0840219	0.408089	0.636892	NA	NA	NA	NA
PGAM2	5224	3.97628	0.648189	0	0.171619	NA	NA	NA	NA
PGAM5	192111	25.4892	22.4733	24.1739	19.8879	cerebral-cortex	glial-cells	Medium	Enhanced
PGAP1	80055	10.8774	16.2188	20.4361	15.7149	NA	NA	NA	NA
PGAP2	27315	6.78342	7.26788	6.03392	5.90677	cerebral-cortex	glial-cells	Low	Approved
PGAP3	93210	5.63456	8.26805	8.54136	11.3931	cerebral-cortex	glial-cells	Low	Approved
PGBD1	84547	7.06128	7.46361	9.43303	7.43265	NA	NA	NA	NA
PGBD2	267002	4.4724	2.39854	3.24222	3.69952	NA	NA	NA	NA
PGBD4	161779	1.98583	1.56054	1.58386	1.85689	NA	NA	NA	NA
PGBD4P3	100421136	0.413675	0.146473	0.260979	1.20893	NA	NA	NA	NA
PGBD4P7	100421182	0.152759	0.259018	0.315224	0	NA	NA	NA	NA
PGBD5	79605	1.18697	4.1729	4.91475	3.1663	NA	NA	NA	NA
PGD	5226	381.413	413.534	346.242	301.116	NA	NA	NA	NA
PGDP1	342705	0.632118	0.8631	0.638058	1.1787	NA	NA	NA	NA
PGGT1B	5229	22.4657	17.6403	26.9674	21.5105	NA	NA	NA	NA
PGGT1BP1	653895	0.476803	0.39628	0.091673	0.122633	NA	NA	NA	NA
PGGT1BP2	100132402	0.129251	0.281345	0.0455593	0.121891	NA	NA	NA	NA
PGK1P2	5233	1.19586	1.1025	1.26459	0.746309	NA	NA	NA	NA
PGLS	25796	54.8919	53.4765	33.8406	39.5958	cerebral-cortex	glial-cells	Medium	Approved
PGLYRP1	8993	0.205971	0.179338	0.580819	0.0971216	NA	NA	NA	NA
PGM1	5236	10.7922	11.0931	13.5008	13.1901	NA	NA	NA	NA
PGM2	55276	14.3594	15.6794	13.5656	16.2435	NA	NA	NA	NA
PGM2L1	283209	1.58546	1.80765	2.61001	2.17004	cerebral-cortex	glial-cells	Low	Enhanced
PGM3	5238	54.4904	63.0382	59.0265	60.2395	NA	NA	NA	NA
PGM5	5239	0.613271	0.474643	0.360285	3.83961	NA	NA	NA	NA
PGM5P2	595135	0.100982	0.0790305	0.582226	1.07631	NA	NA	NA	NA
PGP	283871	8.91703	7.30486	7.66606	5.78592	cerebral-cortex	glial-cells	Medium	Approved
PGPEP1	54858	38.5436	26.1326	25.5651	20.7365	cerebral-cortex	glial-cells	Low	Approved
PGRMC1	10857	59.2771	109.331	61.6975	62.5413	cerebral-cortex	glial-cells	Low	Enhanced
PGRMC2	10424	10.4311	12.6746	12.1865	12.8088	NA	NA	NA	NA
PGS1	9489	24.2711	20.0992	18.3798	20.3211	cerebral-cortex	glial-cells	Medium	Approved
PHACTR1	221692	1.66774	3.85388	6.26251	5.98392	cerebral-cortex	glial-cells	Low	Enhanced
PHACTR2	9749	15.5196	10.7524	5.23767	6.00082	cerebral-cortex	glial-cells	Medium	Approved
PHACTR2P1	100533676	0.234978	0.115084	0.434842	0.373948	NA	NA	NA	NA
PHACTR3	116154	9.22699	3.73761	2.61421	6.23323	NA	NA	NA	NA
PHACTR4	65979	7.52374	7.11251	10.5311	7.8637	cerebral-cortex	glial-cells	Medium	Approved
PHAX	51808	72.9818	64.7569	62.5942	57.4436	cerebral-cortex	glial-cells	Medium	Supported
PHB	5245	116.334	99.1127	87.0721	114.333	cerebral-cortex	glial-cells	High	Supported
PHBP12	100418820	0.0584129	0.381449	0.926542	0.661042	NA	NA	NA	NA
PHBP13	100418843	0.127486	0.333006	0.337031	1.44273	NA	NA	NA	NA
PHBP3	391044	0.518909	0.451812	0.426788	0.815605	NA	NA	NA	NA
PHBP7	548599	0.232508	0.151833	0.553204	0.657807	NA	NA	NA	NA
PHBP8	100418804	0.408012	0.177627	0.215729	0.192389	NA	NA	NA	NA
PHBP9	100289414	0.742327	0.298348	0.784984	0.807761	NA	NA	NA	NA
PHC1	1911	40.4988	34.1051	43.6249	24.8442	cerebral-cortex	glial-cells	Low	Approved
PHC1P1	653441	2.37869	1.62476	2.35379	2.16122	NA	NA	NA	NA
PHC2	1912	56.8401	94.7542	107.048	57.7316	cerebral-cortex	glial-cells	Medium	Supported
PHC3	80012	77.7207	70.1892	75.1009	61.4534	cerebral-cortex	glial-cells	Low	Approved
PHEX	5251	0.179512	0.740048	0.758718	0.292993	NA	NA	NA	NA
PHF1	5252	0.0176112	0.103644	0.3697	0.112253	cerebral-cortex	glial-cells	Medium	Approved
PHF10	55274	11.0924	10.8275	16.5916	12.1301	NA	NA	NA	NA
PHF11	51131	19.497	13.027	15.323	12.1454	NA	NA	NA	NA
PHF12	57649	19.7301	30.4261	25.3772	19.5272	cerebral-cortex	glial-cells	Low	Approved
PHF13	148479	3.3067	3.15546	4.88242	2.69362	NA	NA	NA	NA
PHF14	9678	26.5938	28.3019	38.2854	35.9384	cerebral-cortex	glial-cells	High	Supported
PHF19	26147	8.34486	14.0153	22.2291	7.92877	NA	NA	NA	NA
PHF2	5253	18.7958	15.9479	18.9209	15.6975	cerebral-cortex	glial-cells	High	Approved
PHF20	51230	23.5809	20.8122	25.679	22.9345	cerebral-cortex	glial-cells	Low	Approved
PHF20L1	51105	50.7871	44.9406	55.7667	61.1248	NA	NA	NA	NA
PHF21A	51317	57.6933	41.2438	48.7615	41.4907	NA	NA	NA	NA
PHF21B	112885	11.625	17.1316	22.7021	16.4844	cerebral-cortex	glial-cells	Medium	Enhanced
PHF23	79142	96.0407	73.6099	66.9609	68.9296	cerebral-cortex	glial-cells	Medium	Approved
PHF3	23469	33.9517	28.9217	34.9853	35.0713	cerebral-cortex	glial-cells	Low	Approved
PHF5A	84844	53.2452	44.3395	46.9021	46.293	cerebral-cortex	glial-cells	High	Supported
PHF5CP	450232	0.566827	3.33135	1.7982	4.41005	NA	NA	NA	NA
PHF6	84295	52.114	48.7552	51.6815	60.2061	cerebral-cortex	glial-cells	Medium	Enhanced
PHF7	51533	3.05823	3.63255	3.17767	2.94598	NA	NA	NA	NA
PHF8	23133	0.0456546	0.243899	0.0254093	0	cerebral-cortex	glial-cells	High	Approved
PHGDH	26227	49.5353	30.6117	33.6178	26.3314	cerebral-cortex	glial-cells	High	Enhanced
PHIP	55023	9.09975	14.1739	21.8021	15.2971	cerebral-cortex	glial-cells	Low	Approved
PHKA1P1	646780	1.27267	1.55136	1.61497	0.840145	NA	NA	NA	NA
PHKA2	5256	4.03694	5.47559	6.57053	5.09908	NA	NA	NA	NA
PHKA2-AS1	100132163	0	0	0.210132	0	NA	NA	NA	NA
PHKB	5257	53.9575	46.8384	40.7563	53.9885	NA	NA	NA	NA
PHKG1	5260	18.5339	7.07017	7.61559	12.2866	NA	NA	NA	NA
PHKG2	5261	9.87741	8.11248	9.7117	10.4291	NA	NA	NA	NA
PHLDA1	22822	45.3664	40.2091	40.1231	26.7784	NA	NA	NA	NA
PHLDA3	23612	20.2328	29.2326	21.2745	15.0861	NA	NA	NA	NA
PHLDB1	23187	0.130985	0.314868	1.2714	0.212813	cerebral-cortex	glial-cells	Low	Approved
PHLDB2	90102	1.77297	8.76367	7.72882	2.66018	NA	NA	NA	NA
PHLDB3	653583	4.15154	7.40516	5.75983	3.27931	cerebral-cortex	glial-cells	Medium	Approved
PHLPP1	23239	17.8895	32.2556	39.2804	22.6011	NA	NA	NA	NA
PHLPP2	23035	8.10323	8.28207	8.69872	8.36972	NA	NA	NA	NA
PHOSPHO2	493911	6.52689	5.73331	8.51811	7.41956	NA	NA	NA	NA
PHOX2A	401	0.740904	0.4478	0.891369	0.415981	NA	NA	NA	NA
PHPT1	29085	186.613	221.014	152.529	183.257	NA	NA	NA	NA
PHRF1	57661	13.6733	15.5888	17.1505	10.9338	NA	NA	NA	NA
PHTF1	10745	39.7484	35.4227	37.372	30.181	NA	NA	NA	NA
PHTF2	57157	7.97561	13.7328	18.6611	15.6348	NA	NA	NA	NA
PHYH	5264	9.15344	12.2897	9.10864	7.3908	NA	NA	NA	NA
PHYHD1	254295	0.102722	1.11367	0.836493	0.629589	NA	NA	NA	NA
PHYHIP	9796	0.837354	1.76016	1.25819	1.48817	NA	NA	NA	NA
PHYHIPL	84457	9.37244	25.8871	43.3556	15.7234	NA	NA	NA	NA
PHYKPL	85007	23.2068	22.908	30.3642	30.8323	NA	NA	NA	NA
PI15	51050	62.2361	213.767	73.1013	113.551	NA	NA	NA	NA
PI4K2A	55361	12.0596	11.5204	10.6561	12.233	NA	NA	NA	NA
PI4K2B	55300	7.56751	4.8607	6.71688	5.72739	cerebral-cortex	glial-cells	Low	Approved
PI4KA	5297	15.4442	15.9796	24.9279	18.6579	NA	NA	NA	NA
PI4KAP1	728233	5.24741	3.03979	1.63004	0.993704	NA	NA	NA	NA
PI4KAP2	375133	2.10674	3.91587	3.87788	8.52612	NA	NA	NA	NA
PI4KB	5298	53.4899	52.0472	46.9303	55.4764	cerebral-cortex	glial-cells	Low	Approved
PIANP	196500	0.714941	0.774468	0.936555	0.717022	cerebral-cortex	glial-cells	Low	Enhanced
PIAS1	8554	16.5986	22.5001	29.8985	19.7949	cerebral-cortex	glial-cells	High	Supported
PIAS2	9063	20.5284	23.7604	27.8784	28.699	NA	NA	NA	NA
PIAS4	51588	48.3568	38.6126	61.8236	55.8688	NA	NA	NA	NA
PIBF1	10464	9.96751	10.935	15.4434	13.7695	cerebral-cortex	glial-cells	Low	Approved
PICALM	8301	237.818	214.498	198.205	243.881	cerebral-cortex	glial-cells	Medium	Enhanced
PICK1	9463	9.29556	12.8257	6.79286	6.38109	cerebral-cortex	glial-cells	Low	Approved
PID1	55022	10.2128	6.1223	10.3989	6.09248	NA	NA	NA	NA
PIEZO1	9780	12.7224	10.6867	17.1808	10.3503	NA	NA	NA	NA
PIEZO2	63895	5.99512	30.617	8.87116	6.14903	NA	NA	NA	NA
PIF1	80119	3.823	7.83726	11.2679	5.90805	cerebral-cortex	glial-cells	High	Supported
PIFO	128344	25.3257	27.0779	11.3623	19.4628	NA	NA	NA	NA
PIGA	5277	6.65866	4.71416	6.24634	6.50041	NA	NA	NA	NA
PIGB	9488	4.232	4.48071	7.6367	8.04497	NA	NA	NA	NA
PIGC	5279	18.2427	15.7684	14.9085	19.8924	NA	NA	NA	NA
PIGCP1	5280	7.70124	4.35853	10.044	6.17332	NA	NA	NA	NA
PIGF	5281	9.68237	11.4696	8.30501	14.9926	NA	NA	NA	NA
PIGFP1	5282	0.0789103	0	0.166739	0.223043	NA	NA	NA	NA
PIGFP2	100422349	0.158374	0.103484	0.669996	0.560087	NA	NA	NA	NA
PIGG	54872	17.3601	18.4617	21.7536	18.5265	NA	NA	NA	NA
PIGH	5283	20.9547	14.1709	14.1476	13.6028	cerebral-cortex	glial-cells	Low	Approved
PIGHP1	644761	1.07703	1.1508	1.55303	1.93888	NA	NA	NA	NA
PIGK	10026	19.0484	19.8103	15.0645	20.9398	NA	NA	NA	NA
PIGL	9487	9.11115	9.34357	13.605	10.9543	cerebral-cortex	glial-cells	Low	Approved
PIGM	93183	4.41762	3.52273	2.98937	3.38749	NA	NA	NA	NA
PIGN	23556	21.7745	23.0918	17.3618	25.2832	cerebral-cortex	glial-cells	Low	Approved
PIGO	84720	12.6004	6.55171	8.23298	7.91206	NA	NA	NA	NA
PIGP	51227	5.23706	4.5615	1.20503	5.84743	NA	NA	NA	NA
PIGQ	9091	22.759	15.3707	21.0779	12.5387	cerebral-cortex	glial-cells	Low	Approved
PIGS	94005	32.6572	35.4295	23.3838	26.0662	cerebral-cortex	glial-cells	Low	Approved
PIGT	51604	36.0446	40.9805	27.2419	30.0271	NA	NA	NA	NA
PIGU	128869	14.8931	11.2135	10.1368	12.7945	NA	NA	NA	NA
PIGUP1	100422342	4.10313	5.05263	3.22321	6.46758	NA	NA	NA	NA
PIGV	55650	4.05922	3.64272	2.44622	1.9202	NA	NA	NA	NA
PIGX	54965	19.8769	21.866	20.6052	18.8937	NA	NA	NA	NA
PIGZ	80235	1.31255	1.60033	1.1158	1.25778	NA	NA	NA	NA
PIH1D1	55011	88.949	83.7625	87.8684	83.2093	NA	NA	NA	NA
PIK3AP1	118788	0.038897	0.151908	0.60607	0.0547549	NA	NA	NA	NA
PIK3C2A	5286	44.9085	51.4684	52.1555	50.8425	NA	NA	NA	NA
PIK3C2B	5287	8.75075	7.96016	7.67927	8.81944	NA	NA	NA	NA
PIK3C3	5289	76.6118	71.7178	54.9115	61.4831	NA	NA	NA	NA
PIK3CA	5290	16.4468	18.1059	18.6375	15.4266	cerebral-cortex	glial-cells	Low	Approved
PIK3CB	5291	8.45338	7.31755	8.50639	7.71702	cerebral-cortex	glial-cells	Medium	Approved
PIK3CD	5293	1.47678	1.76825	2.06695	1.08387	NA	NA	NA	NA
PIK3IP1	113791	16.3937	14.5842	17.5085	20.6017	NA	NA	NA	NA
PIK3R1	5295	72.0562	50.88	39.8588	89.4401	cerebral-cortex	glial-cells	Medium	Approved
PIK3R3	8503	104.825	76.5137	63.8218	81.1604	cerebral-cortex	glial-cells	Low	Approved
PIK3R4	30849	9.61117	7.37529	8.83412	11.7291	cerebral-cortex	glial-cells	Low	Approved
PIKFYVE	200576	16.7356	15.8738	17.551	21.603	NA	NA	NA	NA
PILRA	29992	0.850283	0.807149	1.24069	1.36434	NA	NA	NA	NA
PILRB	29990	13.4545	7.86201	10.5478	11.3094	cerebral-cortex	glial-cells	Low	Approved
PIM1	5292	14.2687	11.3776	14.8358	12.456	NA	NA	NA	NA
PIM3	415116	3.4181	6.99895	8.75486	4.53376	NA	NA	NA	NA
PIN1	5300	130.579	117.123	100.91	108.384	NA	NA	NA	NA
PIN4	5303	37.1693	28.8705	27.9422	28.4068	cerebral-cortex	glial-cells	Low	Approved
PIN4P1	728758	3.28881	2.38638	2.31859	3.10155	NA	NA	NA	NA
PINK1	65018	52.5409	44.8596	36.3866	50.7634	NA	NA	NA	NA
PINK1-AS	100861548	1.34797	1.93357	1.9502	1.74886	NA	NA	NA	NA
PINLYP	390940	2.12625	1.7327	3.01073	3.26526	NA	NA	NA	NA
PINX1	54984	13.9928	12.2046	12.3041	12.5166	NA	NA	NA	NA
PIP4K2A	5305	109.827	66.1449	52.0182	72.3398	cerebral-cortex	glial-cells	High	Supported
PIP4K2B	8396	136.878	107.976	95.5945	117.711	NA	NA	NA	NA
PIP4K2C	79837	15.4076	10.2013	7.91814	12.458	NA	NA	NA	NA
PIP5K1A	8394	61.2151	49.5754	66.6453	44.3231	NA	NA	NA	NA
PIP5K1B	8395	0.0391928	8.28089	1.44928	0.538655	NA	NA	NA	NA
PIP5K1C	23396	5.72008	5.35739	6.57088	7.16605	cerebral-cortex	glial-cells	Medium	Approved
PIP5K1P1	206426	0.49126	0.303915	0.218313	1.8653	NA	NA	NA	NA
PIP5KL1	138429	1.93667	2.08836	0.887258	1.66538	NA	NA	NA	NA
PIPOX	51268	5.37822	13.0434	6.163	4.51804	NA	NA	NA	NA
PIPSL	266971	2.82469	2.27618	3.59179	2.01633	NA	NA	NA	NA
PIR	8544	13.0862	13.8185	11.818	12.5524	NA	NA	NA	NA
PIRT	644139	8.70669	2.39803	0.709837	12.2745	NA	NA	NA	NA
PISD	23761	12.8138	13.6622	14.7093	8.78906	cerebral-cortex	glial-cells	Low	Approved
PITHD1	57095	35.6999	36.0882	29.4262	43.5332	NA	NA	NA	NA
PITPNA	5306	43.8858	39.0166	33.6831	32.6611	NA	NA	NA	NA
PITPNA-AS1	100306951	19.8192	17.1473	11.8215	11.6043	NA	NA	NA	NA
PITPNB	23760	15.4928	15.6334	18.138	20.3767	NA	NA	NA	NA
PITPNC1	26207	50.4398	27.5464	31.2968	35.5814	NA	NA	NA	NA
PITPNM1	9600	35.3769	43.9626	50.256	23.7403	NA	NA	NA	NA
PITPNM2	57605	3.94211	3.67687	2.37353	2.4247	NA	NA	NA	NA
PITPNM3	83394	1.52177	3.99749	1.65623	3.844	NA	NA	NA	NA
PITRM1	10531	35.6773	39.7557	32.859	30.3614	cerebral-cortex	glial-cells	Medium	Enhanced
PITRM1-AS1	100507034	1.22593	0.950232	1.91094	1.14447	NA	NA	NA	NA
PITX2	5308	0.934994	0.177325	0	0	NA	NA	NA	NA
PIWIL4	143689	0.46481	0.308278	0.337676	0.215202	cerebral-cortex	glial-cells	Low	Enhanced
PJA1	64219	61.0614	55.9945	51.9169	42.5043	cerebral-cortex	glial-cells	Low	Approved
PJA2	9867	96.6456	87.5825	63.3616	94.3202	cerebral-cortex	glial-cells	Medium	Supported
PKD1	5310	34.0949	42.695	35.2405	29.6475	NA	NA	NA	NA
PKD1L1	168507	0.4459	0.729191	0.125067	0.331572	NA	NA	NA	NA
PKD1P1	339044	1.06038	0.521915	1.23522	0.39503	NA	NA	NA	NA
PKD1P5	348156	1.44857	0.157964	0.87307	0.727301	NA	NA	NA	NA
PKD1P6	353511	6.0812	5.74541	6.49099	7.31562	NA	NA	NA	NA
PKD2	5311	12.9617	18.0931	27.533	12.8723	cerebral-cortex	glial-cells	Low	Approved
PKD2L2	27039	0.0961656	0.121083	0.235867	0.232921	cerebral-cortex	glial-cells	Low	Approved
PKDCC	91461	4.02072	4.82641	4.59912	5.37009	NA	NA	NA	NA
PKDREJ	10343	0.114629	0.143473	0.101013	0.249986	NA	NA	NA	NA
PKIA	5569	19.7136	27.2174	33.3151	32.174	NA	NA	NA	NA
PKIB	5570	13.0357	7.78761	13.8182	16.3926	cerebral-cortex	glial-cells	Low	Approved
PKIG	11142	114.225	95.535	82.6372	86.4934	NA	NA	NA	NA
PKM	5315	1618.11	826.213	509.174	1141.78	NA	NA	NA	NA
PKMP1	643586	1.48227	0.703965	0.626977	1.56307	NA	NA	NA	NA
PKMP3	100419758	3.81288	2.26354	2.19926	2.6478	NA	NA	NA	NA
PKMP4	106480443	1.64805	0.430486	0	1.86505	NA	NA	NA	NA
PKMYT1	9088	3.73187	10.7381	13.9996	5.66506	NA	NA	NA	NA
PKN1	5585	117.659	99.1478	83.935	94.6491	cerebral-cortex	glial-cells	Low	Approved
PKN2	5586	28.756	35.2397	44.4125	35.0127	NA	NA	NA	NA
PKN3	29941	1.58265	2.77053	4.09496	1.11146	NA	NA	NA	NA
PKNOX1	5316	13.7158	11.2012	18.0334	12.2965	NA	NA	NA	NA
PKNOX2	63876	3.97704	4.44756	2.54319	3.20781	cerebral-cortex	glial-cells	High	Supported
PKP2	5318	0.0612972	0.645025	0.303125	0.0865295	NA	NA	NA	NA
PKP4	8502	16.558	23.1708	22.489	25.1561	NA	NA	NA	NA
PKP4P1	402116	0.182051	0.404202	0.154009	0.28328	NA	NA	NA	NA
PLA2G10	8399	0.0895234	0.233843	0.142002	0.379917	NA	NA	NA	NA
PLA2G12A	81579	12.0519	15.001	10.1936	16.2495	NA	NA	NA	NA
PLA2G12AP1	100420258	7.86522	5.96048	3.49116	7.0053	NA	NA	NA	NA
PLA2G15	23659	7.75565	7.96057	5.01684	6.62221	NA	NA	NA	NA
PLA2G1B	5319	0.160547	0	0.104201	0.55857	NA	NA	NA	NA
PLA2G3	50487	0.0285472	0.149135	0.528283	0.0403825	NA	NA	NA	NA
PLA2G4A	5321	3.21354	1.70076	1.3331	0.788946	cerebral-cortex	glial-cells	Low	Approved
PLA2G4B	100137049	7.93159	8.29932	6.92643	10.87	NA	NA	NA	NA
PLA2G4C	8605	3.51465	6.88451	3.5938	7.0601	cerebral-cortex	glial-cells	Medium	Approved
PLA2G5	5322	0	0.242405	0.196236	0.0524999	cerebral-cortex	glial-cells	Low	Approved
PLA2G6	8398	22.7306	26.4689	18.4606	19.6878	NA	NA	NA	NA
PLA2R1	22925	0.184547	1.43004	0.454239	1.38558	NA	NA	NA	NA
PLAA	9373	26.2342	23.417	26.4057	25.649	NA	NA	NA	NA
PLAC4	191585	0	0.158323	0.304475	0.162469	NA	NA	NA	NA
PLAC8	51316	0.339801	0.0795501	0	1.19858	NA	NA	NA	NA
PLAC8L1	153770	0.678759	0.664867	0.179441	1.08019	NA	NA	NA	NA
PLAC9	219348	2.9416	1.89529	0.678325	1.98091	NA	NA	NA	NA
PLAG1	5324	0.130235	0.516189	0.238511	0.582014	NA	NA	NA	NA
PLAGL1	5325	0.419223	1.76897	0.756698	0.85482	NA	NA	NA	NA
PLAGL2	5326	1.00328	1.41177	2.20399	1.33682	NA	NA	NA	NA
PLAT	5327	23.2006	27.4731	7.15817	26.6049	NA	NA	NA	NA
PLAU	5328	9.02448	13.2509	4.96798	2.23436	NA	NA	NA	NA
PLAUR	5329	4.8532	1.24336	4.56564	2.64646	NA	NA	NA	NA
PLB1	151056	2.16454	3.89013	0.36111	2.59877	NA	NA	NA	NA
PLBD1	79887	0.102026	0.387703	0.230855	0.309409	NA	NA	NA	NA
PLBD2	196463	1.79527	4.23716	2.94892	4.21617	cerebral-cortex	glial-cells	High	Approved
PLCB1	23236	13.9606	8.25739	10.7369	12.106	NA	NA	NA	NA
PLCB1-IT1	100874337	0.206892	0	2.64157	1.98092	NA	NA	NA	NA
PLCB2	5330	0.00881475	0.586984	0.334101	0.182398	cerebral-cortex	glial-cells	High	Approved
PLCB3	5331	18.4631	17.9767	13.8059	14.2983	NA	NA	NA	NA
PLCB4	5332	1.42791	2.8636	6.23837	3.57158	NA	NA	NA	NA
PLCD1	5333	70.6821	53.3508	32.2137	22.3744	NA	NA	NA	NA
PLCD3	113026	163.377	103.042	79.0885	86.6017	NA	NA	NA	NA
PLCD4	84812	1.58655	2.49502	2.16491	2.78728	NA	NA	NA	NA
PLCE1	51196	20.0534	13.3566	17.3839	30.3058	NA	NA	NA	NA
PLCE1-AS1	100128054	1.14592	0.598134	1.79041	3.17956	NA	NA	NA	NA
PLCG1	5335	67.2858	71.4365	117.275	69.0718	cerebral-cortex	glial-cells	Low	Approved
PLCG2	5336	0.623148	0.547998	0.0529369	0.171795	cerebral-cortex	glial-cells	Low	Enhanced
PLCH1	23007	10.922	19.8838	24.8352	16.4998	NA	NA	NA	NA
PLCH1-AS1	100874035	0.16099	0.252211	0.91905	0.409758	NA	NA	NA	NA
PLCH2	9651	0.811937	0.731397	0.522422	1.26286	NA	NA	NA	NA
PLCL1	5334	0.172945	0.596012	0.755044	1.34168	cerebral-cortex	glial-cells	Medium	Enhanced
PLCL2	23228	11.0713	12.914	5.25166	4.6994	cerebral-cortex	glial-cells	Medium	Enhanced
PLCXD1	55344	10.1154	15.3116	8.77404	16.1814	cerebral-cortex	glial-cells	Medium	Approved
PLCXD2	257068	4.43299	6.72812	7.28009	6.26821	NA	NA	NA	NA
PLCXD2-AS1	100874115	0.122921	0.321009	0.259941	0.521581	NA	NA	NA	NA
PLCXD3	345557	1.26973	0.393181	1.34744	0.510541	NA	NA	NA	NA
PLCZ1	89869	0.44346	0.259119	0	0.432376	NA	NA	NA	NA
PLD1	5337	3.16112	2.69934	1.55357	2.18155	cerebral-cortex	glial-cells	Low	Enhanced
PLD2	5338	17.1379	22.932	19.1	11.7919	NA	NA	NA	NA
PLD3	23646	375.535	382.888	233.015	346.275	cerebral-cortex	glial-cells	Low	Approved
PLD4	122618	0.385569	0.308734	0.169109	0.452446	NA	NA	NA	NA
PLD5	200150	0.405018	3.67707	1.61295	0.139618	NA	NA	NA	NA
PLD6	201164	0.254785	0.317922	0.171704	0.277735	cerebral-cortex	glial-cells	Medium	Approved
PLEC	5339	0.777532	1.30895	0.955177	6.09085	cerebral-cortex	glial-cells	Low	Enhanced
PLEK	5341	0.466242	0.155782	1.18096	0.0755581	NA	NA	NA	NA
PLEK2	26499	0.0721319	0.282624	0.152555	0.451404	NA	NA	NA	NA
PLEKHA1	59338	8.45447	4.62602	7.43569	5.86019	cerebral-cortex	glial-cells	Medium	Approved
PLEKHA2	59339	14.5569	16.3998	18.0866	5.30596	cerebral-cortex	glial-cells	Low	Approved
PLEKHA3	65977	24.1067	23.1739	26.6741	24.3564	cerebral-cortex	glial-cells	Low	Approved
PLEKHA4	57664	16.3163	17.0376	19.3371	21.5776	NA	NA	NA	NA
PLEKHA5	54477	38.2855	30.1081	23.9497	39.357	NA	NA	NA	NA
PLEKHA6	22874	1.52559	4.52187	1.02356	3.20629	NA	NA	NA	NA
PLEKHA7	144100	11.8909	12.8082	10.1871	11.6558	NA	NA	NA	NA
PLEKHA8	84725	10.2307	8.69789	11.8298	11.4004	NA	NA	NA	NA
PLEKHA8P1	51054	6.47654	4.90851	1.6271	3.95018	NA	NA	NA	NA
