SYMBOL	ENTREZID	HT.1	HT.4	HT.5	HT.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
PABPC5	140886	2.53799	2.36514	2.87003	5.39527	cerebral-cortex	glial-cells	Low	Approved
PABPC5-AS1	102724167	0.95046	1.65512	1.17259	2.68902	NA	NA	NA	NA
PABPN1	8106	237.748	213.877	262.744	186.554	cerebral-cortex	glial-cells	Medium	Supported
PABPN1L	390748	0.11126	0.0713023	0.039207	0.104923	NA	NA	NA	NA
PACRG	135138	11.5882	16.3368	8.04253	7.61218	NA	NA	NA	NA
PACRGL	133015	18.5767	23.1244	22.956	22.536	NA	NA	NA	NA
PACS1	55690	9.55654	11.4184	17.7071	17.6391	cerebral-cortex	glial-cells	Medium	Approved
PACS2	23241	4.4723	5.17584	3.62733	1.38243	NA	NA	NA	NA
PACSIN1	29993	0.292213	0.358543	0.0935184	0.462259	NA	NA	NA	NA
PACSIN2	11252	24.0735	26.6974	20.9998	19.4883	NA	NA	NA	NA
PACSIN3	29763	26.2812	25.7459	25.0685	26.7535	NA	NA	NA	NA
PAF1	54623	67.2983	62.5696	63.7	46.6336	cerebral-cortex	glial-cells	Medium	Approved
PAFAH1B1	5048	97.0106	87.2586	91.8481	113.766	cerebral-cortex	glial-cells	Medium	Approved
PAFAH1B2	5049	105.004	96.1565	86.5908	99.2644	NA	NA	NA	NA
PAFAH1B3	5050	114.858	104.121	124.721	110.908	NA	NA	NA	NA
PAFAH2	5051	5.73337	3.46314	3.48212	3.43175	NA	NA	NA	NA
PAG1	55824	53.6507	30.1655	61.8678	69.2039	NA	NA	NA	NA
PAH	5053	0.16217	0.272494	0	1.47798	NA	NA	NA	NA
PAICS	10606	44.2974	48.8458	58.2474	60.5751	NA	NA	NA	NA
PAICSP1	780814	0.42082	0.916011	0.871908	1.19059	NA	NA	NA	NA
PAICSP4	780813	1.65953	1.94625	2.90094	1.82055	NA	NA	NA	NA
PAIP1	10605	67.7364	68.7892	73.5601	80.9033	cerebral-cortex	glial-cells	Medium	Approved
PAIP2	51247	114.966	102.474	100.389	92.0552	cerebral-cortex	glial-cells	Medium	Approved
PAIP2B	400961	0.937832	1.11002	0.427681	1.28519	NA	NA	NA	NA
PAK1	5058	3.75899	7.30557	5.43428	8.41889	NA	NA	NA	NA
PAK1IP1	55003	9.15761	8.7301	9.30685	8.50962	cerebral-cortex	glial-cells	High	Supported
PAK2	5062	20.9297	22.5698	26.9696	20.8613	NA	NA	NA	NA
PAK3	5063	6.02661	14.857	21.6896	11.4967	NA	NA	NA	NA
PAK4	10298	7.01293	6.99643	9.70768	7.22532	NA	NA	NA	NA
PAK6	56924	0.866069	1.39292	0.816091	1.58648	NA	NA	NA	NA
PALB2	79728	8.20357	7.31796	10.2926	6.79338	cerebral-cortex	glial-cells	High	Approved
PALD1	27143	13.2473	10.7614	5.529	10.1858	NA	NA	NA	NA
PALLD	23022	39.0169	76.9828	95.2847	42.7707	NA	NA	NA	NA
PALM	5064	68.5926	76.4153	76.7632	49.7944	NA	NA	NA	NA
PALM3	342979	3.90096	2.21057	2.52715	1.71178	NA	NA	NA	NA
PALMD	54873	2.22867	7.5051	4.41138	4.37425	NA	NA	NA	NA
PAM	5066	154.031	158.35	140.937	141.28	NA	NA	NA	NA
PAM16	51025	17.1399	16.0578	17.9914	18.131	NA	NA	NA	NA
PAMR1	25891	0.706218	0.873485	0.738955	0.535917	NA	NA	NA	NA
PAN2	9924	34.4643	23.4642	24.6097	31.4502	NA	NA	NA	NA
PAN3	255967	8.80496	7.39206	10.7234	11.9215	NA	NA	NA	NA
PAN3-AS1	100288730	1.64202	1.90177	2.85028	1.70922	NA	NA	NA	NA
PANK1	53354	19.1742	14.1277	14.5851	13.1084	NA	NA	NA	NA
PANK2	80025	19.2613	17.3163	17.3163	17.6117	NA	NA	NA	NA
PANK3	79646	34.8069	36.8457	52.345	46.0157	NA	NA	NA	NA
PANK4	55229	21.066	18.0803	20.4908	20.2953	NA	NA	NA	NA
PANX1	24145	18.7707	22.341	20.8176	15.8571	NA	NA	NA	NA
PANX2	56666	2.08304	1.41228	1.21098	0.923408	cerebral-cortex	glial-cells	Low	Enhanced
PAOX	196743	3.61917	5.1093	2.84437	4.17165	NA	NA	NA	NA
PAPLN	89932	0.522826	3.23615	2.83068	0.575823	NA	NA	NA	NA
PAPOLA	10914	64.629	56.3025	82.6269	84.6199	cerebral-cortex	glial-cells	Medium	Supported
PAPOLB	56903	0.0526366	0.0458305	0.14843	0.136509	NA	NA	NA	NA
PAPOLG	64895	10.3465	12.3396	13.2334	9.93989	cerebral-cortex	glial-cells	Medium	Approved
PAPPA	5069	0.133155	0.0562251	0.0815807	0.466951	NA	NA	NA	NA
PAPPA2	60676	1.10924	1.26345	0.449547	0.950003	NA	NA	NA	NA
PAPSS1	9061	123.996	136.588	88.1728	133.943	NA	NA	NA	NA
PAPSS2	9060	0.524798	1.8904	1.99001	1.29751	NA	NA	NA	NA
PAQR3	152559	15.5787	12.1292	9.43054	17.7851	NA	NA	NA	NA
PAQR4	124222	27.6017	36.222	31.6134	21.0134	NA	NA	NA	NA
PAQR5	54852	0.193562	0.0963316	0.0820655	0.125205	NA	NA	NA	NA
PAQR6	79957	23.5466	43.3675	28.804	24.07	NA	NA	NA	NA
PAQR7	164091	4.50037	4.77374	2.9769	3.45833	cerebral-cortex	glial-cells	Low	Approved
PAQR8	85315	6.23351	7.25748	5.11504	2.26297	NA	NA	NA	NA
PARD3	56288	60.7258	44.5639	48.7186	53.067	NA	NA	NA	NA
PARD3B	117583	22.365	14.5203	15.199	16.3378	cerebral-cortex	glial-cells	Low	Approved
PARD6A	50855	13.0358	9.19034	9.77649	4.31492	cerebral-cortex	glial-cells	Low	Approved
PARD6B	84612	0.928185	1.99282	2.39833	1.16113	NA	NA	NA	NA
PARD6G	84552	6.65592	9.10831	8.81582	7.28516	NA	NA	NA	NA
PARG	8505	3.70606	3.76466	2.80621	4.01282	NA	NA	NA	NA
PARGP1	728407	0.598012	0.24396	0.434477	1.00475	NA	NA	NA	NA
PARK7	11315	248.194	209.438	169.188	200.645	cerebral-cortex	glial-cells	Medium	Supported
PARL	55486	21.7608	27.2999	24.573	26.8045	cerebral-cortex	glial-cells	Low	Approved
PARM1	25849	21.4574	7.31161	4.16677	3.4785	cerebral-cortex	glial-cells	Medium	Approved
PARN	5073	38.1764	37.7522	33.7684	39.4533	cerebral-cortex	glial-cells	High	Supported
PARP1	142	158.341	151.524	191.416	165.726	cerebral-cortex	glial-cells	Low	Supported
PARP11	57097	9.11106	9.70301	15.7817	11.5175	NA	NA	NA	NA
PARP12	64761	1.2711	4.23929	7.22672	1.2659	NA	NA	NA	NA
PARP14	54625	29.7775	21.8637	24.7817	24.636	cerebral-cortex	glial-cells	Medium	Supported
PARP16	54956	2.32047	2.8801	3.22402	2.6703	NA	NA	NA	NA
PARP1P1	144	0.113501	0.148237	0.146695	0.178397	NA	NA	NA	NA
PARP2	10038	18.874	14.1739	23.8104	14.2689	NA	NA	NA	NA
PARP3	10039	2.34463	4.07937	2.51932	1.29633	cerebral-cortex	glial-cells	Low	Supported
PARP4	143	26.963	20.4209	22.6154	14.5782	NA	NA	NA	NA
PARP6	56965	57.6235	52.6508	59.2648	67.5855	cerebral-cortex	glial-cells	Low	Approved
PARP8	79668	19.706	9.11958	14.6978	7.72597	NA	NA	NA	NA
PARP9	83666	40.8138	24.3524	32.4899	34.3891	NA	NA	NA	NA
PARPBP	55010	3.63497	6.29525	8.6639	5.57404	cerebral-cortex	glial-cells	Medium	Approved
PARS2	25973	3.0049	2.18993	1.93112	2.70072	NA	NA	NA	NA
PARVA	55742	9.64453	15.2509	17.7243	11.7621	cerebral-cortex	glial-cells	Low	Approved
PARVB	29780	0.108216	0.100428	0.511589	0.22882	NA	NA	NA	NA
PASK	23178	7.06507	6.2415	7.72963	4.14763	NA	NA	NA	NA
PATL1	219988	5.04345	5.15659	7.15296	5.86966	NA	NA	NA	NA
PATL2	197135	0.46233	0.286024	0.483438	0.346885	NA	NA	NA	NA
PATZ1	23598	20.6667	20.595	27.6773	15.1038	cerebral-cortex	glial-cells	High	Approved
PAWR	5074	24.0061	24.7395	26.895	7.10551	cerebral-cortex	glial-cells	Medium	Approved
PAX3	5077	14.2239	3.27147	0.2933	93.4727	NA	NA	NA	NA
PAX6	5080	157.319	156.502	125.747	107.912	NA	NA	NA	NA
PAX8	7849	0.0139385	0.197212	0.514231	0.150153	NA	NA	NA	NA
PAX8-AS1	654433	0.182721	0.096615	2.3199	0.909425	NA	NA	NA	NA
PAXBP1	94104	102.865	69.9675	107.884	80.8586	cerebral-cortex	glial-cells	Medium	Approved
PAXBP1-AS1	100506215	1.83566	1.71193	2.53625	2.33346	NA	NA	NA	NA
PAXIP1	22976	13.2777	10.8781	17.3622	9.84512	cerebral-cortex	glial-cells	Medium	Enhanced
PAXIP1-AS1	202781	5.23573	4.0304	5.42659	2.86937	NA	NA	NA	NA
PAXIP1-AS2	100132707	1.05955	1.2077	1.37516	0.78847	NA	NA	NA	NA
PBK	55872	13.0305	30.0724	53.3077	13.091	NA	NA	NA	NA
PBLD	64081	6.72545	11.85	9.21734	8.261	NA	NA	NA	NA
PBRM1	55193	32.4475	31.2438	47.4744	41.855	NA	NA	NA	NA
PBX1	5087	62.1877	59.1771	92.3357	99.7554	cerebral-cortex	glial-cells	Medium	Supported
PBX2P1	5088	7.41471	5.75799	5.65841	6.75087	NA	NA	NA	NA
PBX3	5090	15.3601	52.1732	90.4107	46.1144	cerebral-cortex	glial-cells	Low	Supported
PBX4	80714	5.6601	7.95697	8.1028	5.14295	NA	NA	NA	NA
PBXIP1	57326	109.039	82.4766	54.5717	57.8154	cerebral-cortex	glial-cells	Medium	Approved
PC	5091	39.0519	35.8827	35.1602	51.5735	cerebral-cortex	glial-cells	Low	Enhanced
PCA3	50652	0.220222	0.250109	0.182254	0.108351	NA	NA	NA	NA
PCAT4	118425	0.413784	0	0.0199337	0.931334	NA	NA	NA	NA
PCAT6	100506696	0.658372	0.596792	0.538346	0.288061	NA	NA	NA	NA
PCAT7	101928099	0.110995	8.9221	0	0.0523375	NA	NA	NA	NA
PCBD1	5092	27.8741	33.5469	33.1732	14.8667	NA	NA	NA	NA
PCBD2	84105	3.49766	5.87151	5.59976	6.99262	NA	NA	NA	NA
PCBP1	5093	10.0873	12.3623	16.8528	10.3641	cerebral-cortex	glial-cells	Medium	Supported
PCBP1-AS1	400960	19.7282	19.2669	36.05	52.5402	NA	NA	NA	NA
PCBP2	5094	39.5888	49.076	87.2329	68.7539	NA	NA	NA	NA
PCBP2P1	101060045	0.137747	0.179903	0.339878	0.259807	NA	NA	NA	NA
PCBP3	54039	0.77729	1.42599	0.280785	1.40808	cerebral-cortex	glial-cells	Low	Approved
PCBP4	57060	54.5254	77.5463	61.8414	61.7706	NA	NA	NA	NA
PCCA	5095	24.1813	33.5572	15.8791	20.9979	cerebral-cortex	glial-cells	Low	Enhanced
PCCA-AS1	100885777	0.522198	0.660166	1.97191	1.06282	NA	NA	NA	NA
PCCB	5096	62.0597	51.8034	45.5897	58.3244	NA	NA	NA	NA
PCDH1	5097	2.86946	3.89299	4.8544	2.70875	NA	NA	NA	NA
PCDH10	57575	46.7697	46.8481	27.6894	37.3734	cerebral-cortex	glial-cells	High	Approved
PCDH11X	27328	0	0.0872668	0.362029	0.891449	NA	NA	NA	NA
PCDH12	51294	0.3821	0.424296	0.69252	0.435748	NA	NA	NA	NA
PCDH15	65217	0.707799	0.76194	0.209405	0.823097	NA	NA	NA	NA
PCDH17	27253	1.24926	4.51699	5.96037	12.5397	NA	NA	NA	NA
PCDH18	54510	23.6144	9.84802	10.6512	33.4754	NA	NA	NA	NA
PCDH19	57526	1.34387	1.58464	2.90739	1.31636	NA	NA	NA	NA
PCDH20	64881	0.404754	1.40289	0.0658481	0.198194	NA	NA	NA	NA
PCDH7	5099	17.6455	17.3885	9.78005	40.2362	NA	NA	NA	NA
PCDH8	5100	9.49158	18.5957	8.57123	15.6077	NA	NA	NA	NA
PCDH9	5101	24.2822	27.3824	46.7693	28.7999	NA	NA	NA	NA
PCDH9-AS2	100874064	0.21169	0	1.11842	1.1969	NA	NA	NA	NA
PCDH9-AS3	100874086	0.897639	0.670137	2.30486	2.35778	NA	NA	NA	NA
PCDH9-AS4	100874087	0.606956	0.198554	3.52872	1.93121	NA	NA	NA	NA
PCDHGA1	56114	0.370547	0.40949	2.12345	0.99864	NA	NA	NA	NA
PCDHGA10	56106	7.17892	15.6059	10.6789	19.6596	NA	NA	NA	NA
PCDHGA11	56105	2.84777	1.54108	5.76445	3.55564	NA	NA	NA	NA
PCDHGA12	26025	0.784442	1.02865	2.23389	1.39975	NA	NA	NA	NA
PCDHGA2	56113	0.125505	0.122934	1.2608	0.177542	cerebral-cortex	glial-cells	Low	Approved
PCDHGA3	56112	0.0925202	0.136215	15.2105	2.24155	NA	NA	NA	NA
PCDHGA4	56111	0.247033	0.487093	3.03287	1.113	NA	NA	NA	NA
PCDHGA5	56110	0.0772012	0.0779349	1.69305	0.574454	NA	NA	NA	NA
PCDHGA6	56109	0.0771009	0.155674	2.83524	1.04008	NA	NA	NA	NA
PCDHGA7	56108	2.52876	0.136215	3.13945	2.20569	NA	NA	NA	NA
PCDHGA8	9708	1.18728	0.233511	2.98126	1.54219	NA	NA	NA	NA
PCDHGA9	56107	0.817223	0.739453	2.76223	1.2732	NA	NA	NA	NA
PCDHGB1	56104	0.434564	1.15534	2.89795	0.721148	NA	NA	NA	NA
PCDHGB2	56103	0.231594	1.05212	2.88671	1.0771	NA	NA	NA	NA
PCDHGB3	56102	0.146465	0.148119	2.55215	0.756207	NA	NA	NA	NA
PCDHGB4	8641	27.6927	3.58203	14.4727	9.4334	NA	NA	NA	NA
PCDHGB6	56100	20.8083	51.9894	7.37616	16.2456	NA	NA	NA	NA
PCDHGB7	56099	16.7333	11.1142	7.55418	7.80766	NA	NA	NA	NA
PCDHGB8P	56120	0.6248	1.13829	3.23474	1.67509	NA	NA	NA	NA
PCDHGC3	5098	7.04656	3.22317	5.63551	8.01785	cerebral-cortex	glial-cells	Low	Approved
PCDHGC4	56098	1.22401	0.733929	0.798479	1.31856	NA	NA	NA	NA
PCDHGC5	56097	0.75914	1.09273	1.05852	1.5758	cerebral-cortex	glial-cells	High	Supported
PCED1A	64773	19.6689	14.7033	11.5092	20.1033	cerebral-cortex	glial-cells	High	Approved
PCED1B	91523	0.466759	1.3001	0.372439	0.916238	NA	NA	NA	NA
PCF11	51585	35.2482	35.4855	47.9706	43.1086	NA	NA	NA	NA
PCGF1	84759	15.7799	12.8941	13.7321	10.7062	cerebral-cortex	glial-cells	High	Supported
PCGF2	7703	4.31416	4.90171	6.05021	5.35438	NA	NA	NA	NA
PCGF3	10336	32.8931	35.5532	33.2745	32.8603	NA	NA	NA	NA
PCGF5	84333	79.6617	78.79	35.1463	25.2282	NA	NA	NA	NA
PCGF6	84108	3.1789	5.04155	6.30349	6.30339	NA	NA	NA	NA
PCID2	55795	21.2439	19.9806	20.6892	21.2389	NA	NA	NA	NA
PCIF1	63935	4.93503	4.82495	7.5702	4.33542	cerebral-cortex	glial-cells	Low	Enhanced
PCK2	5106	0.755857	2.06039	1.5937	1.59972	NA	NA	NA	NA
PCLO	27445	0.0105325	0.161005	0.250232	0.937636	NA	NA	NA	NA
PCM1	5108	127.049	156.504	235.668	154.765	cerebral-cortex	glial-cells	Low	Enhanced
PCMT1	5110	81.8639	64.2379	50.5053	68.8504	NA	NA	NA	NA
PCMTD1	115294	43.4262	43.0743	52.6145	49.5538	NA	NA	NA	NA
PCMTD1P3	100422595	0.657568	0.858812	1.25164	0.744151	NA	NA	NA	NA
PCMTD2	55251	72.1769	63.595	75.0482	71.7764	cerebral-cortex	glial-cells	Low	Approved
PCNA	5111	64.661	86.523	142.815	61.9019	NA	NA	NA	NA
PCNP	57092	48.3192	45.662	46.2751	44.9887	cerebral-cortex	glial-cells	Medium	Supported
PCNPP1	654427	2.06932	1.35131	2.55293	3.08986	NA	NA	NA	NA
PCNPP4	100874220	0	0	0.119259	0	NA	NA	NA	NA
PCNPP5	100507361	0.763716	0.332494	0.942191	1.98061	NA	NA	NA	NA
PCNT	5116	16.5511	17.8992	22.5908	17.049	NA	NA	NA	NA
PCOLCE	5118	5.2839	8.01684	8.12447	8.74226	NA	NA	NA	NA
PCOLCE-AS1	100129845	0.123366	0.142503	0.125496	0.0809073	NA	NA	NA	NA
PCOLCE2	26577	18.5342	3.44587	3.41849	15.9553	NA	NA	NA	NA
PCP2	126006	0.124021	0.323747	0.589771	0.0876624	NA	NA	NA	NA
PCP4	5121	8.43541	19.9445	10.7559	6.13007	NA	NA	NA	NA
PCP4L1	654790	1.31094	5.44083	1.04741	0.45331	NA	NA	NA	NA
PCSK1	5122	0.46134	18.1185	3.41295	0.622743	cerebral-cortex	glial-cells	Low	Approved
PCSK1N	27344	2.81179	3.39827	0.0443786	0	cerebral-cortex	glial-cells	Medium	Enhanced
PCSK2	5126	0.195562	0.794254	0.087612	0.375082	NA	NA	NA	NA
PCSK4	54760	3.39965	4.35236	3.15457	5.01893	NA	NA	NA	NA
PCSK5	5125	4.05433	3.18169	3.19023	3.28393	NA	NA	NA	NA
PCSK6	5046	1.43194	5.59041	0.382835	2.27535	NA	NA	NA	NA
PCSK7	9159	11.8757	9.73586	8.59212	11.5222	NA	NA	NA	NA
PCTP	58488	5.74544	4.23257	5.42856	4.19124	NA	NA	NA	NA
PCYOX1	51449	23.3653	25.9922	18.5927	17.8258	cerebral-cortex	glial-cells	Low	Approved
PCYOX1L	78991	3.89306	6.26814	4.74615	4.44556	cerebral-cortex	glial-cells	Low	Approved
PCYT1A	5130	46.0887	29.9744	30.7103	38.021	cerebral-cortex	glial-cells	Low	Approved
PCYT1B	9468	35.5779	28.4478	26.892	30.3962	NA	NA	NA	NA
PCYT1B-AS1	100874088	0	0	0.929534	1.86518	NA	NA	NA	NA
PCYT2	5833	28.5527	24.7137	19.2972	18.5157	cerebral-cortex	glial-cells	Low	Enhanced
PDAP1	11333	132.047	116.563	101.161	99.8578	cerebral-cortex	glial-cells	Medium	Approved
PDC	5132	0.146703	0.0894101	1.41481	1.20812	NA	NA	NA	NA
PDCD10	11235	77.6048	85.5333	68.9741	90.9798	cerebral-cortex	glial-cells	Low	Approved
PDCD11	22984	21.8287	12.8979	90.1165	17.3368	NA	NA	NA	NA
PDCD2	5134	57.9995	52.3904	52.4349	49.029	NA	NA	NA	NA
PDCD2L	84306	9.4198	13.0325	10.7392	10.5066	NA	NA	NA	NA
PDCD4	27250	91.1926	70.0336	52.3208	62.0622	cerebral-cortex	glial-cells	Medium	Enhanced
PDCD4-AS1	282997	0.617545	1.69375	1.17551	0.960943	NA	NA	NA	NA
PDCD5	9141	52.3215	57.8481	63.1989	63.6308	NA	NA	NA	NA
PDCD6	10016	96.3181	86.6153	64.8743	98.6048	NA	NA	NA	NA
PDCD6IP	10015	123.353	96.8927	88.8678	98.4154	NA	NA	NA	NA
PDCD7	10081	21.9377	14.5523	18.8319	11.8034	NA	NA	NA	NA
PDCL	5082	33.4349	31.025	38.7603	39.4936	NA	NA	NA	NA
PDCL3	79031	22.8972	16.8649	21.874	16.095	cerebral-cortex	glial-cells	Low	Approved
PDCL3P3	100132683	0	0	0.219927	0.882616	NA	NA	NA	NA
PDCL3P4	285359	1.64777	1.1657	1.16164	2.62228	NA	NA	NA	NA
PDCL3P5	644850	3.00931	1.87582	2.31435	5.99842	NA	NA	NA	NA
PDCL3P6	100419023	0	0	0.223847	0.199629	NA	NA	NA	NA
PDE10A	10846	1.39525	3.12784	5.73611	4.27339	NA	NA	NA	NA
PDE12	201626	7.6773	6.24716	8.27564	6.96411	cerebral-cortex	glial-cells	Medium	Approved
PDE1A	5136	1.07578	0.808876	0.654705	12.0843	cerebral-cortex	glial-cells	Medium	Approved
PDE1C	5137	7.40513	5.19538	17.6413	4.01333	NA	NA	NA	NA
PDE2A	5138	21.0537	6.78331	2.98236	7.14294	NA	NA	NA	NA
PDE3A	5139	0.989184	2.23136	7.21407	1.87428	NA	NA	NA	NA
PDE3B	5140	0.544398	2.09732	5.01923	0.996069	NA	NA	NA	NA
PDE4A	5141	0.135418	0.440907	0.41349	0.350021	NA	NA	NA	NA
PDE4B	5142	87.0408	73.4403	74.8401	198.928	NA	NA	NA	NA
PDE4D	5144	4.22218	9.4068	10.8041	10.5888	cerebral-cortex	glial-cells	Medium	Approved
PDE4DIP	9659	1.78738	0.934231	2.02275	3.48488	NA	NA	NA	NA
PDE5A	8654	4.67132	4.75098	8.79972	7.42065	NA	NA	NA	NA
PDE6B	5158	0.968569	5.03126	5.55568	2.06012	NA	NA	NA	NA
PDE6C	5146	0.129632	0.169014	0.0971048	0.365903	NA	NA	NA	NA
PDE6D	5147	28.32	27.0229	33.5317	23.3602	NA	NA	NA	NA
PDE7A	5150	9.48198	12.8584	22.6248	16.3849	NA	NA	NA	NA
PDE7B	27115	0.102985	0.756647	0.590514	1.3743	NA	NA	NA	NA
PDE8A	5151	14.1203	10.9429	18.969	16.1206	cerebral-cortex	glial-cells	Medium	Approved
PDE8B	8622	8.59854	8.10725	2.87432	3.78348	NA	NA	NA	NA
PDE9A	5152	15.6587	19.8863	23.1027	12.7152	NA	NA	NA	NA
PDF	64146	2.35523	3.02727	2.39849	2.1557	NA	NA	NA	NA
PDGFA	5154	2.92751	4.36956	3.58462	2.6347	NA	NA	NA	NA
PDGFB	5155	0.151335	2.33279	0.0685807	1.14004	cerebral-cortex	glial-cells	Low	Supported
PDGFC	56034	12.9179	18.0007	21.2207	12.1794	NA	NA	NA	NA
PDGFD	80310	2.34273	4.44836	9.11013	3.26591	NA	NA	NA	NA
PDGFRA	5156	17.6038	43.571	186.019	15.6423	NA	NA	NA	NA
PDGFRB	5159	8.43337	22.2595	20.9511	20.4518	NA	NA	NA	NA
PDGFRL	5157	0.284773	1.52889	1.67244	0.740024	NA	NA	NA	NA
PDHA1	5160	121.142	125.937	96.7184	129.727	cerebral-cortex	glial-cells	Low	Approved
PDHB	5162	76.6617	89.5219	65.2585	66.1341	cerebral-cortex	glial-cells	Low	Enhanced
PDHX	8050	40.004	43.2763	34.5191	37.5197	cerebral-cortex	glial-cells	Medium	Enhanced
PDIA2	64714	2.43425	0.504027	1.31763	2.35867	NA	NA	NA	NA
PDIA3	2923	173.371	185.101	140.825	169.035	cerebral-cortex	glial-cells	Medium	Enhanced
PDIA3P2	106481687	0	0	2.7421	18.3405	NA	NA	NA	NA
PDIA4	9601	119.968	101.851	81.8452	82.0536	cerebral-cortex	glial-cells	Medium	Supported
PDIA5	10954	39.9859	36.8987	29.8394	39.0974	NA	NA	NA	NA
PDIA6	10130	149.383	143.416	131.709	128.557	cerebral-cortex	glial-cells	Medium	Enhanced
PDIK1L	149420	7.75703	8.03672	10.3176	8.61051	NA	NA	NA	NA
PDK1	5163	6.11413	3.77556	6.33534	8.70993	cerebral-cortex	glial-cells	Low	Approved
PDK2	5164	34.7419	34.5739	45.3306	28.0556	NA	NA	NA	NA
PDK3	5165	10.0626	4.5799	6.09032	4.37264	NA	NA	NA	NA
PDK4	5166	1.44225	1.81161	0.495591	0.769417	cerebral-cortex	glial-cells	High	Approved
PDLIM1	9124	97.4927	8.99795	9.92129	4.87619	cerebral-cortex	glial-cells	Low	Approved
PDLIM2	64236	20.3984	24.716	16.493	19.7939	NA	NA	NA	NA
PDLIM3	27295	19.1496	12.2101	10.7122	6.21051	NA	NA	NA	NA
PDLIM4	8572	124.056	114.336	98.481	120.709	NA	NA	NA	NA
PDLIM5	10611	67.1207	78.6517	52.9149	55.6809	NA	NA	NA	NA
PDLIM7	9260	33.9504	52.9682	35.2267	29.2961	cerebral-cortex	glial-cells	Low	Approved
PDP1	54704	54.0118	106.433	63.1054	30.2154	NA	NA	NA	NA
PDP2	57546	3.43088	4.91668	6.31058	3.29337	NA	NA	NA	NA
PDPK1	5170	5.80644	6.0841	5.71487	6.44716	NA	NA	NA	NA
PDPN	10630	4.01287	16.8597	21.8078	28.1333	NA	NA	NA	NA
PDPR	55066	14.1449	8.74406	11.7421	6.85394	NA	NA	NA	NA
PDRG1	81572	8.81689	8.84277	5.44138	12.2595	NA	NA	NA	NA
PDS5A	23244	41.5396	31.6257	46.3554	47.8068	cerebral-cortex	glial-cells	Medium	Enhanced
PDS5B	23047	24.2577	28.8451	60.1587	38.0138	cerebral-cortex	glial-cells	High	Supported
PDSS1	23590	6.07653	5.8805	5.95131	5.2109	NA	NA	NA	NA
PDSS2	57107	4.70208	5.43703	2.69564	13.628	NA	NA	NA	NA
PDXDC1	23042	38.3981	39.0733	39.9231	31.3288	NA	NA	NA	NA
PDXK	8566	10.6695	13.2635	12.0573	15.3677	cerebral-cortex	glial-cells	High	Enhanced
PDXP	57026	8.44461	10.7582	14.4109	13.6816	cerebral-cortex	glial-cells	Low	Approved
PDZD11	51248	39.6565	40.4863	31.1443	40.7008	NA	NA	NA	NA
PDZD2	23037	1.46954	1.44651	1.53729	1.90888	NA	NA	NA	NA
PDZD4	57595	0.324884	0.511435	2.00436	0.157745	cerebral-cortex	glial-cells	High	Enhanced
PDZD7	79955	0.255993	0.113116	0.129614	0.275707	NA	NA	NA	NA
PDZD8	118987	25.2557	24.9985	18.1584	17.1335	NA	NA	NA	NA
PDZD9	255762	0.287667	0.375707	0.564941	0.6976	NA	NA	NA	NA
PDZRN3	23024	39.7738	69.6889	127.845	39.3835	cerebral-cortex	glial-cells	Medium	Approved
PDZRN3-AS1	101927249	1.75677	3.1081	7.84316	2.2975	NA	NA	NA	NA
PDZRN4	29951	4.97922	5.64853	6.01855	4.07413	NA	NA	NA	NA
PEA15	8682	190.42	208.06	179.452	216.423	cerebral-cortex	glial-cells	Low	Enhanced
PEAK1	79834	9.29194	16.2117	21.1276	20.3457	cerebral-cortex	glial-cells	Medium	Approved
PEBP1	5037	163.746	202.068	171.825	171.41	cerebral-cortex	glial-cells	Low	Enhanced
PEBP1P2	647307	1.09805	1.30372	1.37226	2.11811	NA	NA	NA	NA
PEBP4	157310	0.465486	0.202657	0.13758	0.184016	NA	NA	NA	NA
PECR	55825	10.5966	15.2136	10.4102	8.76685	cerebral-cortex	glial-cells	High	Enhanced
PEF1	553115	23.6384	22.3994	21.5557	22.4467	NA	NA	NA	NA
PEG10	23089	148.441	382.531	263.252	218.927	NA	NA	NA	NA
PELI1	57162	12.4587	17.1014	24.3785	17.0941	NA	NA	NA	NA
PELI2	57161	13.7302	29.1247	42.6128	15.2949	NA	NA	NA	NA
PELI3	246330	4.99333	7.70891	7.18741	3.91312	NA	NA	NA	NA
PELO	53918	4.47377	3.75744	3.90355	4.63578	NA	NA	NA	NA
PELP1	27043	14.8392	16.3295	20.9977	8.52069	cerebral-cortex	glial-cells	Medium	Supported
PEMT	10400	28.0914	27.6748	27.2079	32.7224	NA	NA	NA	NA
PENK	5179	0.0356947	0.404816	0	2.90955	NA	NA	NA	NA
PEPD	5184	66.8934	51.9465	56.7842	51.9704	NA	NA	NA	NA
PER1	5187	8.79523	9.43228	9.54084	5.01233	NA	NA	NA	NA
PER2	8864	0.725607	1.0968	1.27901	0.963542	cerebral-cortex	glial-cells	Medium	Enhanced
PER3	8863	1.38615	2.02728	1.50628	1.88834	cerebral-cortex	glial-cells	Medium	Approved
PERP	64065	3.04073	4.19891	0.912123	3.0196	NA	NA	NA	NA
PES1	23481	39.8975	35.2764	33.8653	32.1707	NA	NA	NA	NA
PET100	100131801	85.8038	109.268	96.9462	77.933	NA	NA	NA	NA
PET117	100303755	8.7276	6.97349	9.17003	9.20853	NA	NA	NA	NA
